Iteration,Elapsed,Running,Creating,Terminating,Evicted,Total Active Memory,Total Free Memory, Active,0,1,2,3,4,Free,0,1,2,3,4
147,852,59,57,0,0,35214808,2175400,,8132344,5031956,4644852,4571448,12834208,,157356,587156,806124,256464,368300
148,858,59,57,0,0,35687808,1997680,,8132344,5056192,4627832,4569532,13301908,,157356,587312,854348,258192,140472
149,864,59,57,0,0,35559224,1984668,,8132344,5060076,4629968,4564616,13172220,,157356,583216,833708,269928,140460
150,870,59,57,0,0,35534508,2000072,,8132344,5059436,4617692,4567276,13157760,,157356,583804,851944,267508,139460
151,876,59,57,0,0,35674916,2164860,,8132344,5048792,4659792,4568600,13265388,,157356,825676,777456,265460,138912
152,882,59,57,0,0,35623348,2021448,,8132344,5039688,4621100,4564828,13265388,,157356,613740,842628,268812,138912
153,888,59,57,0,0,35928768,1986816,,8132344,5042704,4627284,4566520,13559916,,157356,608012,816212,266740,138496
154,894,59,57,0,0,35901248,2057932,,8132344,5038988,4607140,4562860,13559916,,157356,628244,858768,275068,138496
155,899,59,57,0,0,35775476,2307984,,8132344,5035064,4608408,4566164,13433496,,157356,629256,836568,271488,413316
156,905,59,57,0,0,33413456,4451848,,8132344,5013592,4626404,4570368,11070748,,157356,881064,815476,263612,2334340
157,911,59,57,0,0,33641632,3070692,,8132344,5019464,4633468,4569632,11286724,,157356,801832,806880,262440,1042184
158,917,59,57,0,0,33653256,2912884,,8132344,5033440,4637820,4567732,11281920,,157356,636672,811312,264300,1043244
159,923,59,57,0,0,33647748,2911400,,8132344,5033452,4634832,4563536,11283584,,157356,636196,805096,272260,1040492
160,929,59,57,0,0,33703732,2520132,,8132344,5038052,4639984,4566052,11327300,,157356,635028,815100,270380,642268
161,935,59,57,0,0,34461764,2235676,,8132344,5043000,4654904,4566420,12065096,,157356,626580,802344,269916,379480
162,941,59,57,0,0,34422572,3565216,,8132344,5027452,4629416,4567824,12065536,,157356,886528,839072,268224,1414036
163,947,59,57,0,0,35013888,2297768,,8132344,4987240,4645340,4565816,12683148,,157356,799508,787696,270196,283012
164,953,59,57,0,0,34968360,2129648,,8132344,4975952,4614832,4564356,12680876,,157356,714480,823488,271728,162596
165,959,59,57,0,0,35028648,2079056,,8132344,5008700,4633196,4572184,12682224,,157356,688048,808128,258876,166648
166,964,59,57,0,0,35188712,2000632,,8132344,5027036,4657972,4573420,12797940,,157356,662380,761172,258424,161300
167,970,59,57,0,0,35188432,2085924,,8132344,5021184,4611384,4569096,12854424,,157356,664348,844596,265612,154012
168,976,59,57,0,0,35100568,3251500,,8132344,4990752,4657396,4566356,12753720,,157356,961312,774016,272456,1086360
169,982,59,57,0,0,35393868,2124852,,8132344,4978104,4663796,4563424,13056200,,157356,760496,792580,274976,139444
170,988,59,57,0,0,35412000,2030000,,8132344,4986248,4674764,4562444,13056200,,157356,720712,736052,276436,139444
171,994,59,57,0,0,35284784,2027288,,8132344,5036696,4665104,4561044,12889596,,157356,697080,755556,278560,138736
172,1000,59,57,0,0,35282904,2015808,,8132344,5040420,4660188,4560356,12889596,,157356,694692,745608,279416,138736
173,1006,59,57,0,0,35472820,2093328,,8132344,5039384,4623592,4563372,13114128,,157356,696140,824604,276152,139076
174,1012,59,57,0,0,35640776,2130936,,8132344,5036836,4637848,4566584,13267164,,157356,754916,807716,271964,138984
175,1018,59,57,0,0,35628400,2169860,,8132344,4988404,4607168,4592724,13307760,,157356,730432,902988,240472,138612
176,1024,59,57,0,0,35591036,2208912,,8132344,4953880,4627404,4569648,13307760,,157356,831448,819616,261880,138612
177,1030,59,57,0,0,35739660,2140188,,8132344,5013736,4603680,4570464,13419436,,157356,713288,861656,269236,138652
178,1036,59,57,0,0,34898436,2909540,,8132344,5014172,4694964,4571208,12485748,,157356,713628,708532,268236,1061788
179,1042,59,57,0,0,33227716,4764704,,8132344,5016980,4669852,4567784,10840756,,157356,709896,763720,271772,2861960
180,1048,59,57,0,0,33540380,3209320,,8132344,4953336,4706496,4567636,11180568,,157356,798736,686848,275704,1290676
181,1054,59,57,0,0,33568012,2195476,,8132344,4986952,4665872,4565320,11217524,,157356,739656,805632,277824,215008
182,1060,59,57,0,0,33560764,2250280,,8132344,4946720,4650420,4565104,11266176,,157356,824740,759024,277404,231756
183,1066,59,57,0,0,33569096,2218416,,8132344,4971800,4619800,4579816,11265336,,157356,760680,815192,253572,231616
184,1072,59,57,0,0,33614328,2157712,,8132344,4973836,4641136,4601552,11265460,,157356,758928,785964,224620,230844
185,1078,59,57,0,0,33356296,3789796,,8132344,4998216,4621576,4576084,11028076,,157356,801416,833676,248388,1748960
186,1084,59,57,0,0,33571656,2159128,,8132344,4973108,4636792,4559240,11270172,,157356,764416,804932,276760,155664
187,1090,59,57,0,0,34100996,2938704,,8132344,4972704,4686216,4557872,11751860,,157356,765468,766176,278012,971692
188,1096,59,57,0,0,34495200,2265860,,8132344,4983724,4653796,4556696,12168640,,157356,764188,780472,280492,283352
189,1101,59,57,0,0,34805284,2194204,,8132344,4980728,4617832,4558352,12516028,,157356,765532,843580,279460,148276
190,1108,59,57,0,0,34950856,2157632,,8132344,4982636,4620344,4557456,12658076,,157356,757304,802584,283048,157340
191,1114,59,57,0,0,35122400,2194176,,8132344,4955248,4621772,4564208,12848828,,157356,811852,806420,277380,141168
192,1120,59,57,0,0,35140132,2149544,,8132344,4973432,4626100,4564136,12844120,,157356,768996,806008,277980,139204
193,1126,59,57,0,0,35170064,2225152,,8132344,4933584,4614868,4566836,12922432,,157356,831864,826672,268760,140500
194,1132,59,57,0,0,35364740,2088624,,8132344,4998680,4638748,4568276,13026692,,157356,744832,781388,266432,138616
195,1138,59,57,0,0,35315488,2191968,,8132344,4998452,4590472,4567528,13026692,,157356,742480,881392,272124,138616
196,1144,59,57,0,0,35606088,2044048,,8132344,5002064,4690936,4571488,13209256,,157356,745692,734072,267576,139352
197,1150,59,57,0,0,35641048,2075184,,8132344,4979784,4665900,4569912,13293108,,157356,763060,746952,268704,139112
198,1156,59,57,0,0,35174560,2154948,,8132344,4991008,4659692,4567632,12823884,,157356,747316,803420,271304,175552
199,1162,59,57,0,0,35126128,2215172,,8132344,4950124,4617060,4566568,12860032,,157356,832656,806032,272624,146504
200,1167,59,57,0,0,35266540,2107080,,8132344,4980732,4647316,4566740,12939408,,157356,763428,773160,273292,139844
201,1173,59,57,0,0,35275236,2196668,,8132344,4990460,4601788,4565400,12985244,,157356,756584,865776,274348,142604
202,1179,59,57,0,0,35305348,2122556,,8132344,4987908,4631164,4564716,12989216,,157356,757084,799224,270096,138796
203,1185,59,57,0,0,35280568,2153216,,8132344,4971484,4633364,4554160,12989216,,157356,779092,797424,280548,138796
204,1191,59,57,0,0,35281688,2245460,,8132344,4977732,4619744,4551832,13000036,,157356,773900,878228,289820,146156
205,1197,59,57,0,0,35299788,2248316,,8132344,4926864,4677040,4554052,13009488,,157356,895184,768348,288472,138956
206,1203,59,57,0,0,35389052,2059328,,8132344,4998376,4692292,4556552,13009488,,157356,754432,721360,287224,138956
207,1209,59,57,0,0,35333860,2179128,,8132344,4967124,4662304,4562552,13009536,,157356,809080,792140,281820,138732
208,1215,59,57,0,0,35345340,2103288,,8132344,4961952,4689412,4569028,12992604,,157356,803476,720556,273968,147932
209,1221,59,57,0,0,35359384,2070324,,8132344,4983548,4684432,4566456,12992604,,157356,760324,728304,276408,147932
210,1227,59,57,0,0,35324936,2150036,,8132344,4987976,4626452,4566060,13012104,,157356,755444,819448,276740,141048
211,1233,59,57,0,0,35561428,2274960,,8132344,4955868,4611208,4565996,13296012,,157356,814380,857244,276984,168996
212,1239,59,57,0,0,35612096,2071764,,8132344,5018752,4644324,4576620,13240056,,157356,711940,803320,259224,139924
213,1245,59,57,0,0,35565880,2663420,,8132344,5012520,4635580,4573352,13212084,,157356,1277432,823432,266560,138640
214,1251,59,57,0,0,35553836,2474480,,8132344,5017372,4629692,4571216,13203212,,157356,1082676,823924,268712,141812
215,1257,59,57,0,0,35754176,2037996,,8132344,5039444,4697416,4568624,13316348,,157356,748444,719240,274256,138700
216,1263,59,57,0,0,35809584,2046496,,8132344,5023780,4655344,4565696,13432420,,157356,702976,768936,276956,140272
217,1269,59,57,0,0,35696088,1560420,,8132344,4941232,4631756,4558336,13432420,,157356,140788,836248,285756,140272
218,1275,59,55,0,0,35802092,1498656,,8132344,4899348,4647516,4566076,13556808,,157356,141092,781420,279960,138828
219,1281,59,55,0,0,35778796,1518324,,8132344,4890540,4639828,4559276,13556808,,157356,139464,794820,287856,138828
220,1287,59,55,0,0,35611044,1546524,,8132344,4733400,4635768,4559204,13550328,,157356,148684,813496,288192,138796
221,1294,59,55,0,0,35524724,2305908,,8132344,4795340,4637732,4566168,13393140,,157356,806356,847756,272696,221744
222,1300,59,55,0,0,35605108,2172516,,8132344,4736124,4692276,4566036,13478328,,157356,837288,737672,278668,161532
223,1306,59,55,0,0,35833200,1475864,,8132344,4906940,4667808,4560912,13565196,,157356,140328,753932,285768,138480
224,1312,59,55,0,0,35806860,1450272,,8132344,4871508,4708856,4560524,13533628,,157356,197476,664692,286656,144092
225,1318,59,55,0,0,35781772,2245508,,8132344,4792760,4689484,4563500,13603684,,157356,958120,708364,283048,138620
226,1324,59,55,0,0,35805104,2168832,,8132344,4791360,4692952,4565652,13622796,,157356,899460,692240,280128,139648
227,1330,59,55,0,0,35756560,2185964,,8132344,4770884,4663012,4567524,13622796,,157356,861136,749188,278636,139648
228,1336,59,55,0,0,35928480,2046064,,8132344,4844432,4678492,4565028,13708184,,157356,734888,730052,284352,139416
229,1342,59,55,0,0,35840084,1526820,,8132344,4809492,4661964,4558868,13677416,,157356,162048,774736,290340,142340
230,1348,59,55,0,0,35905732,2238084,,8132344,4870592,4664956,4560424,13677416,,157356,890776,762888,284724,142340
231,1354,59,55,0,0,35903512,2206448,,8132344,4874540,4659596,4563712,13673320,,157356,835960,792372,281852,138908
232,1360,61,55,0,0,35677152,2414340,,8132344,4896052,4636188,4560160,13452408,,157356,772312,836236,289660,358776
233,1366,61,55,0,0,33300720,3343236,,8132344,4897024,4686132,4562356,11022864,,157356,674412,733404,287104,1490960
234,1372,61,55,0,0,33363372,3357204,,8132344,4997984,4673032,4561516,10998496,,157356,648944,749552,288712,1512640
235,1378,61,55,0,0,33407260,3222220,,8132344,5001408,4630144,4562204,11081160,,157356,642300,825276,288116,1309172
236,1383,61,55,0,0,33474804,3129156,,8132344,5000676,4662972,4561288,11117524,,157356,638228,764276,289808,1279488
237,1389,61,55,0,0,33521152,3075544,,8132344,5001768,4658512,4578712,11149816,,157356,633264,775792,264080,1245052
238,1395,61,55,0,0,33392620,3601048,,8132344,4978180,4601108,4580228,11100760,,157356,847120,916088,261720,1418764
239,1401,61,55,0,0,33578848,3187040,,8132344,5045544,4621988,4575608,11203364,,157356,595464,845692,258560,1329968
240,1407,64,52,0,0,33515528,3242736,,8132344,5010752,4607920,4573736,11190776,,157356,638048,863180,259576,1324576
