Iteration,Elapsed,Running,Creating,Terminating,Evicted,Total Active Memory,Total Free Memory, Active,0,1,2,3,4,Free,0,1,2,3,4
1,6,0,1,0,0,10134312,29444800,,0,2639456,2835444,0,4659412,,0,11626276,11230144,0,6588380
2,12,0,2,0,0,10143548,29450432,,0,2643628,2834200,0,4665720,,0,11623700,11232100,0,6594632
3,17,0,3,0,0,10165852,29427992,,0,2640464,2858792,0,4666596,,0,11626872,11207204,0,6593916
4,23,0,4,0,0,10140288,29452744,,0,2640292,2836776,0,4663220,,0,11626552,11229316,0,6596876
5,29,0,5,0,0,10160168,29421620,,0,2640200,2867156,0,4652812,,0,11626756,11197640,0,6597224
6,34,1,5,0,0,10131004,29451288,,0,2642116,2836028,0,4652860,,0,11625004,11230116,0,6596168
7,40,2,5,0,0,10148284,29432668,,0,2655876,2838004,0,4654404,,0,11610716,11227944,0,6594008
8,46,2,6,0,0,10187980,29149484,,0,2686400,2832156,0,4669424,,0,11339040,11233820,0,6576624
9,51,3,6,0,0,10236152,28835132,,0,2687464,2839064,0,4709624,,0,11282792,11225740,0,6326600
10,57,3,7,0,0,10344544,28190280,,0,2787456,2833896,0,4723192,,0,10726576,11231096,0,6232608
11,62,3,6,0,0,10423828,27889444,,0,2789596,2836764,0,4797468,,0,10578688,11229060,0,6081696
12,68,4,6,0,0,10472832,27570968,,0,2791988,2834764,0,4846080,,0,10576068,11230116,0,5764784
13,74,4,7,0,0,10509544,27119728,,0,2823764,2831284,0,4854496,,0,10312984,11233796,0,5572948
14,80,4,7,0,0,10570216,26752972,,0,2847988,2836676,0,4885552,,0,9998552,11228244,0,5526176
15,85,4,7,0,0,10595252,26457012,,0,2849616,2834964,0,4910672,,0,9969036,11230172,0,5257804
16,91,4,5,0,0,10622600,26390076,,0,2875344,2835816,0,4911440,,0,9942212,11229256,0,5218608
17,96,4,4,0,0,10700784,25819088,,0,2948576,2837660,0,4914548,,0,9378408,11227000,0,5213680
18,102,4,4,0,0,18345956,28194344,,7526212,2951944,2906524,0,4961276,,2690200,9271220,11151948,0,5080976
19,108,4,5,0,0,18325940,27962156,,7496248,3008640,2838388,0,4982664,,2720924,9098836,11226256,0,4916140
20,113,5,3,0,0,18377368,27664512,,7509232,3006792,2837024,0,5024320,,2706692,8826748,11227640,0,4903432
21,119,6,3,0,0,18368460,27143468,,7500672,3013040,2836232,0,5018516,,2714288,8536688,11228708,0,4663784
22,125,7,3,0,0,18391556,26959068,,7495520,3008344,2869348,0,5018344,,2718248,8398812,11193576,0,4648432
23,130,8,4,0,0,18424176,26509272,,7489388,3005496,2909492,0,5019800,,2700984,8243184,10918416,0,4646688
24,136,8,5,0,0,22795016,29710756,,7505176,3016780,2947864,4309808,5015388,,2684964,7886612,10600748,3887500,4650932
25,142,13,6,0,0,22882880,28914132,,7504300,3020300,2937152,4321864,5099264,,2686316,7545988,10536144,3878676,4267008
26,147,14,6,0,0,22933756,28133520,,7532928,3020920,2944648,4322196,5113064,,2507644,7351368,10491052,3878064,3905392
27,153,18,5,0,0,23030872,26793036,,7583620,3018784,2956292,4350396,5121780,,1927012,7282996,10224764,3853708,3504556
28,159,19,6,0,0,23013980,25722824,,7588480,3009756,2955024,4332920,5127800,,1469404,7105800,10004440,3868676,3274504
29,164,20,7,0,0,23036316,25261660,,7575068,3016856,2983792,4329428,5131172,,1059716,7098404,9974552,3871848,3257140
30,170,22,7,0,0,23052572,24527276,,7537424,3041768,3008104,4327788,5137488,,838976,7071572,9682060,3873596,3061072
31,176,24,7,0,0,23088132,23784236,,7550200,3063512,3006368,4328392,5139660,,686128,6808292,9653640,3872936,2763240
32,181,26,6,0,0,23112832,22982760,,7552832,3063984,3006544,4340248,5149224,,324644,6754580,9653260,3855028,2395248
33,187,26,7,0,0,23188764,21874204,,7555908,3065016,3067148,4351376,5149316,,301848,6753392,9041160,3843496,1934308
34,193,26,8,0,0,23228984,21708892,,7558116,3069876,3100264,4352760,5147968,,298488,6749040,8881472,3844816,1935076
35,198,27,8,0,0,23262204,21317540,,7540392,3069768,3154820,4347688,5149536,,315624,6749280,8468132,3850740,1933764
36,204,29,7,0,0,23333756,20644920,,7545540,3076284,3163872,4347812,5200248,,311072,6490600,8076028,3850140,1917080
37,210,30,7,0,0,23344956,19822532,,7554604,3076040,3164220,4357512,5192580,,258552,6223492,7826004,3839744,1674740
38,215,30,8,0,0,23341340,19339024,,7521220,3074576,3189516,4362272,5193756,,140492,6163988,7543560,3834976,1656008
39,221,30,9,0,0,23384644,18874972,,7469156,3128060,3228692,4357020,5201716,,201328,5908564,7278832,3840308,1645940
40,227,31,9,0,0,23423840,17636272,,7479184,3125440,3264684,4361756,5192776,,180876,5200500,6766392,3835460,1653044
41,232,31,10,0,0,23478600,17196096,,7492084,3124480,3316812,4348252,5196972,,171180,5104624,6423072,3849680,1647540
42,238,32,10,0,0,23447428,17037864,,7456572,3124544,3320108,4349480,5196724,,209492,5104568,6232416,3842768,1648620
43,244,33,10,0,0,23361052,16416952,,7354904,3115148,3318764,4347280,5224956,,172812,4853940,5930556,3844572,1615072
44,249,33,11,0,0,23389728,15581988,,7321572,3117580,3335984,4363992,5250600,,173584,4572944,5724780,3830572,1280108
45,255,33,12,0,0,23440464,14774016,,7326040,3135312,3363640,4361628,5253844,,174036,4317476,5430028,3832972,1019504
46,261,33,13,0,0,23473736,14309620,,7328152,3161220,3363264,4370780,5250320,,211524,4038288,5398364,3823052,838392
47,267,33,14,0,0,23495736,13912540,,7326692,3163292,3355932,4402920,5246900,,144172,3999988,5405788,3780956,581636
48,272,34,14,0,0,23517000,13766952,,7226288,3229288,3359720,4399232,5302472,,242168,3926508,5401656,3783328,413292
49,278,34,15,0,0,23473992,13440420,,7194272,3213192,3358608,4403032,5304888,,161528,3830740,5402724,3781432,263996
50,284,37,13,0,0,23532460,13117144,,7241640,3219988,3389740,4384896,5296196,,146668,3652508,5292740,3856888,168340
51,290,39,11,0,0,23553096,12623324,,7241640,3218804,3412232,4383668,5296752,,146668,3639268,4803928,3857728,175732
52,295,39,12,0,0,23735172,12167660,,7365500,3218128,3414664,4453084,5283796,,165920,3638284,4429564,3775472,158420
53,301,39,13,0,0,23669020,11690312,,7365500,3216248,3449508,4377096,5260668,,165920,3470248,4021448,3857380,175316
54,307,40,13,0,0,23800992,11098812,,7365500,3251784,3422864,4385640,5375204,,165920,3184384,3696264,3852980,199264
55,313,42,12,0,0,23821208,10329420,,7365500,3254896,3468948,4383804,5348060,,165920,2844276,3297984,3855136,166104
56,318,42,12,0,0,23819052,9909152,,7365500,3253648,3472880,4382908,5344116,,165920,2785156,2943832,3856192,158052
57,324,42,13,0,0,23836880,9659660,,7365500,3255056,3470488,4395924,5349912,,165920,2782820,2688792,3842300,179828
58,330,42,14,0,0,23891036,9224716,,7365500,3253096,3477960,4398344,5396136,,165920,2653008,2374444,3839752,191592
59,336,43,14,0,0,23947720,9053224,,7365500,3279796,3480836,4396036,5425552,,165920,2498640,2359524,3841808,187332
60,342,43,15,0,0,23985632,8771352,,7365500,3291440,3527556,4373940,5427196,,165920,2438132,2123792,3865520,177988
61,347,43,16,0,0,24047628,8595080,,7365500,3297836,3559616,4397144,5427532,,165920,2431564,1983044,3835572,178980
62,353,44,16,0,0,24039492,9130372,,7365500,3297964,3524344,4399976,5451708,,165920,2430920,1985312,3831736,716484
63,359,44,17,0,0,24073988,8975472,,7365500,3299172,3549372,4405236,5454708,,165920,2429620,1958796,3829936,591200
64,365,45,17,0,0,24117864,8745488,,7365500,3313376,3577388,4421724,5439876,,165920,2412720,1910724,3813592,442532
65,371,45,18,0,0,24111920,8775436,,7365500,3306812,3577776,4422016,5439816,,165920,2593880,1910272,3813024,292340
66,376,45,19,0,0,24136812,8574276,,7365500,3336356,3566612,4430532,5437812,,165920,2390044,1921856,3803264,293192
67,382,46,19,0,0,24230084,8752044,,7365500,3331224,3597980,4420224,5515156,,165920,2395136,2118188,3813960,258840
68,388,46,20,0,0,24307088,8474484,,7365500,3374432,3609860,4439392,5517904,,165920,2344088,1913500,3794220,256756
69,394,46,21,0,0,24303724,8483876,,7365500,3377584,3598732,4444052,5517856,,165920,2339184,1934516,3788192,256064
70,400,46,22,0,0,24303676,8477044,,7365500,3377272,3590816,4431072,5539016,,165920,2337220,1894400,3801548,277956
71,406,46,23,0,0,24331948,8441300,,7365500,3388772,3590164,4427652,5559860,,165920,2324520,1896056,3798612,256192
72,411,46,24,0,0,24337476,8452992,,7365500,3408180,3591128,4428668,5544000,,165920,2300276,1894720,3800548,291528
73,417,46,25,0,0,24456840,8318840,,7365500,3437488,3639308,4441032,5573512,,165920,2267912,1825720,3787524,271764
74,423,46,26,0,0,24463196,8308592,,7365500,3411992,3635552,4445688,5604464,,165920,2293512,1834656,3783160,231344
75,429,47,26,0,0,24459516,8382288,,7365500,3415880,3651808,4445656,5580672,,165920,2289296,1816088,3782764,328220
76,435,47,27,0,0,24477444,8331092,,7365500,3406736,3687092,4437960,5580156,,165920,2320048,1760044,3790616,294464
77,441,47,28,0,0,24513984,8279452,,7365500,3428980,3689220,4427672,5602612,,165920,2292860,1758104,3800624,261944
78,447,47,29,0,0,24574744,8257636,,7365500,3460340,3666080,4437084,5645740,,165920,2244284,1801536,3791364,254532
79,452,47,30,0,0,24560000,8264980,,7365500,3410832,3732600,4437764,5613304,,165920,2315020,1693640,3791256,299144
80,458,47,31,0,0,24610468,8617840,,7365500,3489572,3660836,4449932,5644628,,165920,2206056,2207532,3772132,266200
81,464,47,32,0,0,24574116,8883212,,7365500,3472964,3683112,4467036,5585504,,165920,2242956,1955352,3752968,766016
82,470,47,33,0,0,24720300,8831204,,7365500,3460852,3702104,4463248,5728596,,165920,2610220,1738308,3760768,555988
83,476,47,34,0,0,24685704,8017444,,7365500,3501828,3699592,4461668,5657116,,165920,2205684,1741736,3762896,141208
84,482,47,35,0,0,24656836,8402796,,7365500,3520208,3710204,4477564,5583360,,165920,2167752,1762848,3745564,560712
85,488,47,36,0,0,24632108,8367776,,7365500,3459928,3725884,4484648,5596148,,165920,2261120,1706684,3737204,496848
86,494,47,37,0,0,24744224,8131900,,7365500,3527296,3672812,4493636,5684980,,165920,2162600,1931224,3726944,145212
87,499,47,38,0,0,24766128,8500428,,7365500,3508088,3726764,4499668,5666108,,165920,2424540,1704684,3719260,486024
