Iteration,Elapsed,Running,Creating,Terminating,Evicted,Total Active Memory,Total Free Memory, Active,0,1,2,3,4,Free,0,1,2,3,4
1,5,0,1,0,0,10620476,28259408,,0,2570340,3036440,0,5013696,,0,11626856,10891996,0,5740556
2,11,0,2,0,0,10616756,28269516,,0,2568488,3035468,0,5012800,,0,11629292,10893788,0,5746436
3,16,0,3,0,0,10617160,28268828,,0,2568412,3033888,0,5014860,,0,11629040,10895460,0,5744328
4,22,0,4,0,0,10607464,28277588,,0,2571488,3026364,0,5009612,,0,11626100,10902072,0,5749416
5,28,0,5,0,0,10610176,28275060,,0,2571796,3028008,0,5010372,,0,11625696,10901004,0,5748360
6,33,1,5,0,0,10606684,28277484,,0,2572476,3025256,0,5008952,,0,11624764,10903636,0,5749084
7,39,1,6,0,0,10636900,28253964,,0,2599552,3028068,0,5009280,,0,11603480,10901276,0,5749208
8,45,2,6,0,0,10672672,27953152,,0,2622808,3027316,0,5022548,,0,11319012,10901724,0,5732416
9,50,4,5,0,0,10691528,27753848,,0,2623652,3027328,0,5040548,,0,11283204,10901700,0,5568944
10,56,5,5,0,0,10798708,27091708,,0,2726808,3024184,0,5047716,,0,10707920,10903956,0,5479832
11,62,7,4,0,0,10870052,26705060,,0,2731216,3024672,0,5114164,,0,10424404,10904188,0,5376468
12,67,8,4,0,0,10924624,26142608,,0,2739372,3024996,0,5160256,,0,10165604,10904036,0,5072968
13,73,10,3,0,0,11016388,25625084,,0,2816340,3027148,0,5172900,,0,9913644,10901904,0,4809536
14,78,10,4,0,0,11003660,24996740,,0,2784080,3027360,0,5192220,,0,9520788,10901708,0,4574244
15,84,10,5,0,0,11023544,24737844,,0,2784700,3027732,0,5211112,,0,9449612,10901436,0,4386796
16,90,10,6,0,0,11045296,24669240,,0,2810668,3020320,0,5214308,,0,9422596,10908512,0,4338132
17,95,11,6,0,0,11121520,24341440,,0,2886948,3021108,0,5213464,,0,9094720,10908180,0,4338540
18,101,11,7,0,0,18911576,24905996,,7731756,2876304,3022940,0,5280576,,1273880,8513804,10905924,0,4212388
19,107,11,8,0,0,18961292,24604528,,7704928,2916168,3027096,0,5313100,,1301492,8356668,10901184,0,4045184
20,112,11,9,0,0,18995044,24314344,,7715924,2919972,3026616,0,5332532,,1290120,8190748,10901956,0,3931520
21,118,12,9,0,0,18979396,24149736,,7714512,2921752,3022756,0,5320376,,1291308,8178584,10906004,0,3773840
22,124,12,7,0,0,19021676,23908252,,7713412,2924712,3045500,0,5338052,,1292552,8175672,10892204,0,3547824
23,129,13,5,0,0,23363036,27448244,,7701960,2923812,3099268,4295000,5342996,,1302572,8176020,10574188,4016256,3379208
24,135,13,4,0,0,23412928,26972288,,7716968,2921756,3122968,4306800,5344436,,1288612,8177392,10282752,4004548,3218984
25,141,13,5,0,0,23466444,26729580,,7716400,2920432,3127696,4315028,5386888,,1287796,8178372,10216460,3995948,3051004
26,146,13,5,0,0,23526308,26540120,,7718524,2923776,3125468,4329076,5429464,,1285712,8173988,10218504,3976812,2885104
27,152,13,5,0,0,23538000,26120220,,7712164,2924492,3123728,4337836,5439780,,1292484,8007544,10220076,3967216,2632900
28,158,13,6,0,0,23594040,25252448,,7731616,2960020,3125588,4336756,5440060,,661304,7825288,10218484,3972132,2575240
29,163,13,7,0,0,23665100,24496656,,7750132,2961124,3178520,4335260,5440064,,215968,7574384,10158376,3973740,2574188
30,169,13,7,0,0,23563276,24229100,,7673156,2965336,3151220,4335028,5438536,,153672,7334756,10191680,3973788,2575204
31,175,13,7,0,0,23538936,23949632,,7620960,2967408,3173616,4337976,5438976,,140776,7332672,9931620,3969652,2574912
32,180,14,6,0,0,23492912,23876860,,7556988,2968664,3180432,4347616,5439212,,183140,7331444,9828164,3959788,2574324
33,186,14,7,0,0,23551024,22803476,,7556704,2969664,3229676,4354636,5440344,,186696,7072312,9267956,3951404,2325108
34,192,18,7,0,0,23627692,22072048,,7563696,2967076,3288472,4373412,5435036,,181428,6992992,8887020,3922008,2088600
35,198,22,8,0,0,23667528,21057852,,7553168,2972352,3337596,4358692,5445720,,216512,6585212,8548232,3935940,1771956
36,203,25,8,0,0,23729520,19913088,,7475084,3062132,3382352,4358940,5451012,,160560,6225052,8216704,3930164,1380608
37,209,27,9,0,0,23691320,19068712,,7447400,3077540,3354884,4349344,5462152,,182144,5990356,7829940,3951408,1114864
38,215,28,9,0,0,23713996,17868024,,7472860,3062960,3355248,4350288,5472640,,145416,5566460,7504108,3951216,700824
39,220,28,10,0,0,23708016,17340672,,7383424,3066448,3433504,4349656,5474984,,141160,5474484,7417608,3951780,355640
40,226,29,10,0,0,23634636,16732516,,7279012,3063324,3461972,4350676,5479652,,152504,5476828,6955128,3951256,196800
41,232,31,10,0,0,23596308,16436180,,7252472,3065376,3462388,4354208,5461864,,143440,5473700,6665652,3946760,206628
42,237,31,11,0,0,23559756,16253616,,7169580,3066768,3516808,4343980,5462620,,188200,5472068,6429888,3957224,206236
43,243,32,11,0,0,23614272,15831256,,7104460,3074488,3515940,4348208,5571176,,168644,5348352,6212156,3953468,148636
44,249,32,12,0,0,23522084,15674316,,7073440,3075172,3514120,4369576,5489776,,164332,5207028,6200012,3931196,171748
45,254,33,12,0,0,23629128,15607504,,7118204,3106708,3540020,4369484,5494712,,140820,5169472,6172656,3925584,198972
46,260,33,13,0,0,23630044,15365176,,7115800,3085052,3562296,4369588,5497308,,178024,5196080,5866200,3925516,199356
47,266,34,13,0,0,23655164,14651780,,7110548,3122256,3545284,4381008,5496068,,143552,4865080,5469236,3916756,257156
48,272,36,12,0,0,23765112,14150676,,7110548,3124792,3609572,4369200,5551000,,143552,4862952,5040396,3929588,174188
49,277,36,13,0,0,23752348,13759688,,7110548,3128124,3603820,4366972,5542884,,143552,4859428,4652944,3932488,171276
50,283,38,12,0,0,23786784,13291324,,7110548,3175932,3600132,4368148,5532024,,143552,4770244,4280156,3931668,165704
51,289,38,12,0,0,23738920,12858400,,7110548,3129360,3601916,4372624,5524472,,143552,4403416,4209640,3926308,175484
52,295,39,12,0,0,23750856,12569884,,7110548,3134204,3603040,4383388,5519676,,143552,4308964,3987804,3914216,215348
53,300,39,13,0,0,23738948,12328124,,7110548,3134176,3597732,4375608,5520884,,143552,4226400,3821756,3922676,213740
54,306,40,13,0,0,23899048,11504828,,7110548,3168904,3660520,4378404,5580672,,143552,3765084,3484868,3914604,196720
55,312,40,14,0,0,23912316,11239348,,7110548,3186596,3660264,4372456,5582452,,143552,3631588,3348380,3920368,195460
56,318,41,14,0,0,23989012,10709188,,7110548,3194252,3662972,4402900,5618340,,143552,3166940,3337116,3891680,169900
57,323,42,14,0,0,23942836,10378400,,7110548,3182308,3661880,4398748,5589352,,143552,2925980,3236580,3895944,176344
58,329,42,15,0,0,23943808,9955992,,7110548,3182964,3686936,4403444,5559916,,143552,2689680,3048976,3891084,182700
59,335,42,16,0,0,23973260,9642176,,7110548,3208520,3714908,4385244,5554040,,143552,2575832,2795952,3910096,216744
60,341,43,16,0,0,24333048,9068248,,7422856,3224780,3710572,4392996,5581844,,140412,2549376,2284748,3902244,191468
61,346,43,17,0,0,24400812,8754452,,7422856,3228448,3710656,4403836,5635016,,140412,2545196,1998316,3891056,179472
62,352,43,18,0,0,24437056,8463072,,7422856,3228708,3755852,4411392,5618248,,140412,2545440,1715220,3882148,179852
63,358,44,18,0,0,24551688,8300844,,7422856,3255472,3762164,4418152,5693044,,140412,2516152,1601212,3875068,168000
64,364,45,18,0,0,24542184,9607760,,7422856,3234820,3761648,4404276,5718584,,140412,3798884,1601208,3884012,183244
65,370,45,19,0,0,24660520,9519768,,7422856,3209412,3761112,4413556,5853584,,140412,3728696,1601696,3877728,171236
66,375,45,20,0,0,24640184,9282668,,7422856,3229072,3756760,4402908,5828588,,140412,3436260,1611084,3888536,206376
67,381,45,21,0,0,24801336,8881296,,7422856,3282076,3865264,4403624,5827516,,140412,3170528,1475936,3888080,206340
68,387,46,21,0,0,24738652,9067180,,7422856,3281308,3795928,4415432,5823128,,140412,3059668,1550640,3875456,441004
69,393,46,22,0,0,24747968,8762484,,7422856,3284456,3796264,4423196,5821196,,140412,2970828,1550512,3866740,233992
70,398,46,23,0,0,24774704,8330788,,7422856,3284168,3818216,4420492,5828972,,140412,2571148,1527672,3869480,222076
71,404,46,24,0,0,24812088,8235944,,7422856,3303236,3848408,4416388,5821200,,140412,2500220,1477144,3874316,243852
72,410,46,25,0,0,24826140,8180048,,7422856,3308328,3823340,4428436,5843180,,140412,2445780,1522112,3860136,211608
73,416,46,24,0,0,24816224,8551492,,7422856,3322132,3772616,4429756,5868864,,140412,2428000,1953340,3853364,176376
74,422,47,24,0,0,24967400,8013924,,7422856,3322324,3868096,4446836,5907288,,140412,2428216,1451820,3835460,158016
75,428,47,25,0,0,24949156,8099276,,7422856,3359248,3868540,4446040,5852472,,140412,2375060,1451584,3839576,292644
76,433,48,25,0,0,24970496,8070060,,7422856,3362104,3870588,4457240,5857708,,140412,2370788,1449980,3828384,280496
77,439,48,26,0,0,24925904,8157776,,7422856,3337944,3881140,4431392,5852572,,140412,2416424,1437784,3855576,307580
78,445,48,27,0,0,24940704,8103580,,7422856,3373412,3869076,4433868,5841492,,140412,2361072,1469084,3854220,278792
79,451,48,28,0,0,24925444,8107076,,7422856,3401748,3829936,4435896,5835008,,140412,2319140,1508536,3851644,287344
80,457,48,29,0,0,24944780,9773080,,7422856,3399316,3922244,4454004,5746360,,140412,2322012,1380924,3830492,2099240
81,463,48,30,0,0,24971860,9420116,,7422856,3402256,3913268,4454964,5778516,,140412,2325020,1390000,3828876,1735808
82,468,48,31,0,0,24989704,9315264,,7422856,3393576,3926720,4446436,5800116,,140412,2503520,1375992,3838452,1456888
83,474,48,32,0,0,25000692,8850376,,7422856,3429992,3908032,4456112,5783700,,140412,2292312,1394112,3821400,1202140
84,480,48,33,0,0,25012468,8481676,,7422856,3430756,3866444,4460428,5831984,,140412,2290292,1469192,3820832,760948
85,486,48,34,0,0,24929564,10371968,,7422856,3430676,3774148,4472096,5829788,,140412,2289196,3867564,3808196,266600
86,492,48,35,0,0,24933708,9845980,,7422856,3381844,3816464,4478980,5833564,,140412,2357928,3285260,3800684,261696
87,498,48,36,0,0,25023100,9451000,,7422856,3474856,3796072,4495352,5833964,,140412,2242572,3025420,3782828,259768
88,504,52,35,0,0,25067220,9192892,,7422856,3449840,3852316,4488772,5853436,,140412,2277320,2751260,3787836,236064
