Start,GetPodsTime,Wanted,Running,Creating,Pending,Terminating,Error,Total Active Memory,Total Free Memory,Total Available,Total Buffers,Total Cached,Active,0,1,2,3,Free,0,1,2,3,Available,0,1,2,3,Buffers,0,1,2,3,Cached,0,1,2,3
94,1,45,0,0,45,0,0,1686864,91869208,127815232,20960,37180184,,492312,398300,398028,398224,,22610740,23223736,23227956,22806776,,31867852,31984096,31988020,31975264,,5240,5240,5240,5240,,9564236,9070044,9069860,9476044
97,0,46,0,0,46,0,0,1690724,91866408,127816568,20960,37184316,,496376,397996,398200,398152,,22603084,23224512,23227044,22811768,,31864288,31984884,31987124,31980272,,5240,5240,5240,5240,,9568332,9070060,9069872,9476052
99,0,47,0,0,47,0,0,1691100,91865040,127815244,20960,37184356,,496384,398664,398024,398028,,22603472,23223684,23227800,22810084,,31864700,31984060,31987884,31978600,,5240,5240,5240,5240,,9568348,9070064,9069872,9476072
101,0,48,0,0,48,0,0,1691012,91868944,127819164,20960,37184392,,496260,398372,398324,398056,,22608084,23224680,23225836,22810344,,31869316,31985064,31985924,31978860,,5240,5240,5240,5240,,9568364,9070072,9069876,9476080
103,0,49,0,0,49,0,0,1690976,91867848,127818100,20960,37184412,,496548,398296,398292,397840,,22607448,23223452,23225452,22811496,,31868684,31983848,31985548,31980020,,5240,5240,5240,5240,,9568364,9070080,9069892,9476076
105,0,50,0,0,50,0,0,1691920,91868232,127818524,20960,37184460,,496600,398640,398564,398116,,22606416,23223312,23228720,22809784,,31867664,31983720,31988824,31978316,,5240,5240,5240,5240,,9568384,9070100,9069892,9476084
107,0,51,0,0,51,0,0,1690604,91867924,127818256,20960,37184484,,496588,398108,397904,398004,,22606416,23224036,23229032,22808440,,31867672,31984448,31989148,31976988,,5240,5240,5240,5240,,9568380,9070096,9069900,9476108
109,0,52,0,0,52,0,0,1690988,91864252,127814628,20960,37184544,,496332,398280,398236,398140,,22606184,23222360,23228180,22807528,,31867452,31982788,31988308,31976080,,5240,5240,5240,5240,,9568400,9070116,9069920,9476108
111,0,53,0,0,53,0,0,1691948,91861332,127811740,20960,37184564,,496672,398612,398408,398256,,22605544,23221996,23225924,22807868,,31866824,31982428,31986060,31976428,,5240,5240,5240,5240,,9568408,9070116,9069924,9476116
113,0,54,0,0,54,0,0,1691828,91867520,127817968,20960,37184612,,496876,398480,398164,398308,,22606276,23221136,23226856,22813252,,31867560,31981584,31987004,31981820,,5240,5240,5240,5240,,9568416,9070140,9069936,9476120
115,0,55,0,0,55,0,0,1691520,91867108,127817572,20960,37184628,,496932,398400,398332,397856,,22606616,23221160,23225804,22813528,,31867904,31981612,31985952,31982104,,5240,5240,5240,5240,,9568412,9070148,9069940,9476128
117,1,56,0,0,56,0,0,1691160,91862896,127813396,20960,37184668,,496388,398508,398256,398008,,22605444,23221476,23225484,22810492,,31866744,31981932,31985640,31979080,,5240,5240,5240,5240,,9568436,9070144,9069944,9476144
