Iteration,Elapsed,WorkUnits,WorkCount,Running,Creating,Terminating,Evicted,Total Active Memory,Total Free Memory, Active,0,1,2,3,4,Free,0,1,2,3,4
17,96,9,7.43606e+07,9,3,0,0,9486264,29076404,,1122384,885108,3126044,1430852,2921876,,3193668,3834520,6813176,9601200,5633840
18,102,9,7.53959e+07,9,3,0,0,9486588,29065872,,1122592,885100,3126044,1430880,2921972,,3170408,3836068,6813548,9600192,5645656
19,108,9,7.43654e+07,9,3,0,0,9486740,29049364,,1122596,885100,3126116,1430884,2922044,,3171576,3838336,6804540,9599680,5635232
20,113,9,7.5424e+07,9,3,0,0,9486980,29040720,,1122600,885112,3126140,1430936,2922192,,3169512,3839320,6805116,9589616,5637156
21,119,9,7.60439e+07,9,3,0,0,9487024,29021092,,1122604,885096,3126120,1430932,2922272,,3166036,3830112,6801772,9587260,5635912
22,125,9,7.65893e+07,9,3,0,0,9487264,29049356,,1122636,885124,3126112,1430936,2922456,,3210180,3810816,6809012,9585276,5634072
23,130,9,7.66742e+07,9,3,0,0,9487472,29041276,,1122628,885200,3126176,1430944,2922524,,3215836,3822280,6780628,9587680,5634852
24,136,9,7.66702e+07,9,3,0,0,9487848,29032816,,1122644,885196,3126220,1431028,2922760,,3204684,3818796,6791804,9586588,5630944
25,142,10,8.06663e+07,10,2,0,0,9488572,29013936,,1123288,885216,3126216,1431032,2922820,,3189340,3819420,6790300,9584924,5629952
26,147,10,8.17162e+07,10,2,0,0,9488824,29004072,,1123316,885216,3126248,1431028,2923016,,3188220,3822468,6789676,9584068,5619640
27,153,11,8.85817e+07,11,3,0,0,9488956,29001716,,1123316,885220,3126244,1431032,2923144,,3197868,3815256,6790492,9580392,5617708
28,159,12,9.4083e+07,12,4,0,0,9489100,29000132,,1123316,885236,3126248,1431032,2923268,,3197160,3804812,6795024,9585128,5618008
29,165,13,1.03249e+08,13,4,0,0,9489476,28977132,,1123412,885304,3126316,1431032,2923412,,3190868,3821220,6791596,9583924,5589524
30,170,14,1.10937e+08,14,5,0,0,9489796,28959084,,1123408,885300,3126448,1431036,2923604,,3157880,3820932,6792620,9584052,5603600
31,176,17,1.24301e+08,17,5,0,0,9486388,29072040,,1123472,885300,3126776,1431048,2919792,,3184504,3815896,6789964,9567740,5713936
32,182,22,1.50301e+08,22,5,0,0,9486600,28992872,,1123472,885360,3126872,1431120,2919776,,3181108,3784692,6775856,9541188,5710028
33,187,23,1.50137e+08,23,6,0,0,9486732,28986648,,1123464,885360,3126972,1431160,2919776,,3180320,3786248,6765652,9539428,5715000
34,193,25,1.49758e+08,28,5,0,0,9486972,28977540,,1123468,885376,3127152,1431204,2919772,,3177400,3768904,6774284,9536388,5720564
35,199,31,1.42671e+08,31,4,0,0,9488240,28899764,,1123484,886296,3127372,1431200,2919888,,3175624,3760616,6746720,9535904,5680900
36,205,32,1.42123e+08,32,4,0,0,9488452,28878664,,1123524,886308,3127500,1431204,2919916,,3162936,3761772,6723344,9532100,5698512
37,211,33,1.44531e+08,33,4,0,0,9488784,28879508,,1123548,886300,3127756,1431268,2919912,,3162256,3760712,6724836,9531952,5699752
38,216,34,1.45413e+08,34,4,0,0,9489064,28856920,,1123532,886312,3127956,1431348,2919916,,3173800,3739204,6720264,9524308,5699344
39,222,35,1.41901e+08,36,3,0,0,9489328,28840664,,1123596,886456,3128008,1431348,2919920,,3150544,3737116,6731792,9524808,5696404
40,228,38,1.33376e+08,38,2,0,0,9489540,28782692,,1123664,886436,3128080,1431376,2919984,,3144904,3730688,6728984,9501800,5676316
41,234,38,1.42062e+08,38,3,0,0,9489908,28776852,,1123668,886540,3128204,1431416,2920080,,3126184,3719580,6732204,9507052,5691832
42,240,40,1.28062e+08,40,2,0,0,9490036,28740532,,1123740,886508,3128320,1431412,2920056,,3119768,3718560,6708396,9505520,5688288
43,246,42,1.29738e+08,42,1,0,0,9490576,28715860,,1123804,886588,3128632,1431420,2920132,,3106132,3710148,6719236,9507692,5672652
44,252,42,1.28771e+08,42,2,0,0,9490656,28729652,,1123804,886596,3128708,1431420,2920128,,3110980,3711460,6722572,9516556,5668084
45,258,43,1.22548e+08,43,2,0,0,9490880,28700336,,1123820,886612,3128840,1431472,2920136,,3114388,3709256,6704692,9507880,5664120
46,264,43,1.24831e+08,43,3,0,0,9490992,28662540,,1123808,886672,3128896,1431484,2920132,,3115340,3710704,6696156,9480028,5660312
47,270,43,1.22097e+08,43,4,0,0,9491160,28667552,,1123808,886648,3129032,1431540,2920132,,3114064,3693036,6700264,9501340,5658848
48,276,44,1.25774e+08,44,4,0,0,9491684,28694068,,1123884,886728,3129400,1431544,2920128,,3111556,3695776,6697652,9506192,5682892
49,282,45,1.19687e+08,45,4,0,0,9491780,28662896,,1123884,886740,3129428,1431536,2920192,,3093632,3692056,6700276,9506748,5670184
50,288,45,1.19367e+08,45,5,0,0,9492168,28644220,,1123932,886724,3129700,1431536,2920276,,3085400,3689752,6697180,9506400,5665488
51,294,47,1.23624e+08,47,4,0,0,9492368,28632808,,1123932,886780,3129828,1431540,2920288,,3085440,3674984,6701192,9506372,5664820
52,300,48,1.19729e+08,48,4,0,0,9492460,28581484,,1123936,886804,3129908,1431548,2920264,,3084820,3670192,6686800,9471928,5667744
53,306,49,1.20439e+08,49,4,0,0,9492764,28587068,,1123932,886880,3130012,1431672,2920268,,3071312,3673964,6694172,9484556,5663064
54,312,50,1.10746e+08,51,3,0,0,9493044,28655776,,1123928,886872,3130140,1431764,2920340,,3066664,3767572,6698304,9475668,5647568
55,318,52,1.12563e+08,52,3,0,0,9493336,28633016,,1123944,886876,3130332,1431764,2920420,,3058288,3764208,6689772,9482952,5637796
56,324,53,1.1058e+08,53,3,0,0,9493528,28646156,,1123948,886892,3130512,1431756,2920420,,3088524,3759136,6683312,9477684,5637500
57,330,53,1.04734e+08,53,4,0,0,9493672,28637620,,1124012,886880,3130592,1431760,2920428,,3097836,3736796,6682836,9483248,5636904
58,336,53,1.11732e+08,53,5,0,0,9493864,28648932,,1124080,886968,3130628,1431768,2920420,,3107552,3748684,6683540,9472400,5636756
59,342,54,9.42258e+07,54,5,0,0,9494468,28568828,,1124084,886940,3131064,1431824,2920556,,3073068,3749688,6667236,9455328,5623508
60,348,57,1.11046e+08,57,3,0,0,9494580,28560796,,1124116,886940,3131136,1431820,2920568,,3058864,3750392,6666644,9474104,5610792
61,354,58,1.00131e+08,58,3,0,0,9494720,28547256,,1124140,886944,3131220,1431828,2920588,,3061596,3748124,6666496,9461780,5609260
62,360,58,9.43954e+07,59,3,0,0,9494700,28550776,,1124136,886944,3131232,1431820,2920568,,3059200,3744652,6653628,9475940,5617356
63,367,60,1.00703e+08,60,3,0,0,9495280,28486144,,1124224,886948,3131624,1431920,2920564,,3042636,3714380,6645572,9464340,5619216
64,373,63,9.83467e+07,62,2,0,0,9495348,28389304,,1124216,886972,3131716,1431880,2920564,,3019308,3679220,6649840,9421972,5618964
65,379,62,9.6356e+07,62,3,0,0,9495476,28475168,,1124224,887020,3131760,1431908,2920564,,3071440,3677128,6656360,9450136,5620104
66,385,63,9.82076e+07,62,4,0,0,9495816,28445740,,1124292,887116,3131920,1431924,2920564,,3073812,3696648,6635896,9421412,5617972
67,391,63,8.89949e+07,62,5,0,0,9496108,28442624,,1124296,887108,3132144,1431928,2920632,,3074260,3693960,6646068,9417184,5611152
68,397,63,8.50922e+07,63,5,0,0,9496440,28452740,,1124356,887092,3132376,1431916,2920700,,3073588,3695016,6623096,9455560,5605480
69,404,64,9.37394e+07,64,5,0,0,9496576,28387460,,1124356,887096,3132484,1431928,2920712,,3052032,3696228,6624924,9418324,5595952
70,410,67,8.07333e+07,67,3,0,0,9496804,28350372,,1124352,887128,3132592,1432020,2920712,,3051584,3654384,6629516,9435240,5579648
71,416,67,8.88511e+07,68,3,0,0,9497208,28389528,,1124356,887296,3132744,1432044,2920768,,3041444,3676812,6635260,9444736,5591276
72,423,70,7.94349e+07,69,3,0,0,9497460,28321472,,1124356,887304,3132844,1432124,2920832,,3036740,3680792,6639408,9391780,5572752
73,429,69,8.34712e+07,69,4,0,0,9497644,28328212,,1124356,887368,3132964,1432128,2920828,,3039940,3658740,6613992,9444448,5571092
74,436,72,8.97044e+07,71,3,0,0,9497824,28345748,,1124340,887364,3133156,1432128,2920836,,3045388,3661320,6627360,9442272,5569408
75,442,73,7.98468e+07,73,2,0,0,9498216,28301024,,1124504,887376,3133372,1432132,2920832,,3039664,3643188,6625984,9423376,5568812
76,449,73,8.3338e+07,73,3,0,0,9498336,28313080,,1124516,887368,3133480,1432136,2920836,,3041660,3651584,6628308,9416840,5574688
77,455,76,7.88849e+07,74,3,0,0,9498748,28295320,,1124512,887384,3133724,1432232,2920896,,3045024,3649604,6630096,9398024,5572572
78,462,76,7.58912e+07,75,3,0,0,9499136,28219012,,1124504,887368,3134068,1432220,2920976,,3028688,3628052,6608292,9419136,5534844
79,468,77,7.6234e+07,76,3,0,0,9499372,28233816,,1124500,887512,3134188,1432196,2920976,,3035396,3637012,6598904,9425888,5536616
80,475,77,6.532e+07,77,3,0,0,9499516,28240736,,1124500,887524,3134308,1432188,2920996,,3035200,3643612,6595584,9427848,5538492
81,482,77,7.66175e+07,77,4,0,0,9499756,28202712,,1124568,887468,3134472,1432272,2920976,,3014036,3616260,6606128,9415932,5550356
82,489,77,6.04476e+07,77,5,0,0,9499912,28183304,,1124568,887508,3134584,1432276,2920976,,3020160,3614508,6606828,9390648,5551160
83,495,79,6.9404e+07,79,4,0,0,9500180,28097332,,1124708,887432,3134712,1432336,2920992,,2958476,3604232,6605860,9394640,5534124
84,503,82,6.46843e+07,80,4,0,0,9500464,28193728,,1124652,887528,3134904,1432336,2921044,,3003884,3645580,6603536,9404276,5536452
85,509,81,7.08383e+07,81,4,0,0,9500792,28127368,,1124660,887544,3135092,1432336,2921160,,2988804,3644828,6601168,9404920,5487648
86,516,81,7.10251e+07,81,5,0,0,9500924,28163404,,1124652,887592,3135160,1432412,2921108,,2986636,3645108,6599580,9397296,5534784
87,523,81,7.34916e+07,82,5,0,0,9501244,28138024,,1124716,887656,3135352,1432412,2921108,,2986876,3630492,6600736,9390952,5528968
88,529,83,5.97e+07,83,5,0,0,9501516,28125116,,1124716,887656,3135556,1432480,2921108,,2992448,3629284,6582396,9383188,5537800
89,536,85,7.11524e+07,85,4,0,0,9501788,28126224,,1124716,887656,3135752,1432536,2921128,,2989924,3638384,6577808,9382180,5537928
90,542,86,5.6478e+07,86,4,0,0,9502072,28021068,,1124784,887668,3135944,1432624,2921052,,2982284,3562012,6581512,9364636,5530624
91,549,87,6.42796e+07,87,4,0,0,9502372,27998408,,1124868,887660,3136096,1432628,2921120,,2976400,3563096,6562668,9372964,5523280
92,556,88,5.93221e+07,88,4,0,0,9502584,27980848,,1124860,887664,3136304,1432636,2921120,,2976044,3565636,6555672,9364340,5519156
93,562,93,6.35146e+07,88,5,0,0,9503052,27967976,,1124868,887672,3136636,1432620,2921256,,2981220,3569488,6524072,9374208,5518988
94,569,90,5.62731e+07,90,4,0,0,9503204,27951464,,1124868,887680,3136764,1432628,2921264,,2962712,3546016,6549508,9372032,5521196
95,575,92,5.45611e+07,91,4,0,0,9503412,27902952,,1124884,887736,3136888,1432636,2921268,,2932644,3537132,6554976,9371760,5506440
96,583,93,5.77934e+07,91,5,0,0,9503868,27926348,,1124960,887796,3137136,1432640,2921336,,2929500,3553396,6562656,9374692,5506104
97,589,91,5.58695e+07,91,6,0,0,9504112,27934392,,1124996,887796,3137288,1432700,2921332,,2955408,3558700,6539068,9371060,5510156
98,597,94,5.8485e+07,94,4,0,0,9504420,27897756,,1125072,887800,3137532,1432684,2921332,,2922060,3545532,6551900,9361188,5517076
99,604,96,4.17288e+07,95,4,0,0,9504572,27855748,,1125140,887828,3137596,1432720,2921288,,2937772,3512600,6553708,9356016,5495652
100,611,96,4.95433e+07,95,2,0,0,9504768,27855336,,1125136,887872,3137728,1432688,2921344,,2932160,3522244,6550496,9357316,5493120
101,619,99,4.38141e+07,95,3,0,0,9505252,27775804,,1125152,887872,3138028,1432696,2921504,,2925900,3502808,6524708,9337512,5484876
102,628,97,4.74791e+07,95,3,0,0,9505712,27725220,,1125148,887944,3138348,1432764,2921508,,2925868,3432332,6530072,9349484,5487464
103,637,95,5.04573e+07,95,2,0,0,9506080,27712848,,1125140,888056,3138456,1432896,2921532,,2919524,3463548,6542504,9298536,5488736
104,645,95,5.38281e+07,95,2,0,0,9506392,27737512,,1125160,888044,3138800,1432856,2921532,,2898732,3484100,6532448,9342824,5479408
105,652,99,4.83031e+07,95,3,0,0,9506784,27711892,,1125172,888072,3139060,1432932,2921548,,2881512,3484128,6524744,9339892,5481616
106,661,96,4.28422e+07,95,3,0,0,9506920,27697008,,1125232,888072,3139156,1432932,2921528,,2905844,3466756,6505776,9342428,5476204
107,668,95,4.76986e+07,95,2,0,0,9507292,27606820,,1125256,888132,3139412,1432960,2921532,,2864020,3471120,6493144,9324476,5454060
108,677,95,4.89981e+07,95,2,0,0,9507444,27634996,,1125256,888088,3139524,1433032,2921544,,2862508,3473916,6502448,9328684,5467440
109,685,103,4.62606e+07,95,2,0,0,9508072,27552556,,1125272,888216,3139988,1433036,2921560,,2857160,3431680,6509156,9328484,5426076
110,694,98,4.3079e+07,95,2,0,0,9508220,27560408,,1125264,888096,3140188,1433072,2921600,,2856124,3459096,6499748,9302248,5443192
111,703,98,4.29599e+07,95,3,0,0,9508452,27455196,,1125260,888168,3140412,1433072,2921540,,2812068,3393476,6511132,9326840,5411680
112,713,100,4.84338e+07,97,3,0,0,9508880,27490096,,1125280,888160,3140696,1433072,2921672,,2789432,3468816,6506380,9326116,5399352
113,722,98,5.53466e+07,97,4,0,0,9509076,27456880,,1125340,888172,3140844,1433068,2921652,,2798380,3466920,6451680,9324164,5415736
114,730,107,4.71572e+07,98,5,0,0,9509588,27343020,,1125348,888192,3141244,1433060,2921744,,2778188,3422928,6434592,9303604,5403708
115,739,115,4.45922e+07,104,4,0,0,9509856,27341404,,1125404,888284,3141352,1433092,2921724,,2757716,3412280,6457168,9297452,5416788
116,749,109,5.00445e+07,106,4,0,0,9510204,27296656,,1125424,888376,3141520,1433168,2921716,,2728512,3409384,6467288,9260432,5431040
117,761,114,5.37805e+07,109,4,0,0,9510496,27328068,,1125488,888364,3141780,1433164,2921700,,2742496,3436532,6460332,9304044,5384664
118,773,116,4.85336e+07,112,3,0,0,9511068,27272848,,1125608,888352,3142108,1433168,2921832,,2731472,3441032,6429084,9273940,5397320
119,782,128,5.80525e+07,113,4,0,0,9511344,27299340,,1125616,888364,3142332,1433216,2921816,,2747688,3440060,6439468,9283740,5388384
120,793,121,4.76056e+07,115,3,0,0,9512128,27230092,,1125592,888388,3142788,1433264,2922096,,2737664,3385956,6426292,9278196,5401984
121,805,129,4.92987e+07,115,4,0,0,9512572,27268072,,1125608,888388,3143104,1433336,2922136,,2743488,3431976,6427812,9272792,5392004
122,815,141,4.76008e+07,117,4,0,0,9512724,27230292,,1125616,888352,3143260,1433352,2922144,,2740776,3429784,6432020,9257088,5370624
123,824,141,5.08484e+07,118,4,0,0,9512824,27129984,,1125588,888348,3143516,1433404,2921968,,2691620,3369360,6437540,9271396,5360068
124,836,138,4.99632e+07,121,2,0,0,9513032,27073144,,1125604,888332,3143724,1433396,2921976,,2695436,3361248,6423468,9251160,5341832
125,848,136,5.37187e+07,121,2,0,0,9513628,27095184,,1125600,888444,3144120,1433412,2922052,,2693108,3359244,6427112,9248732,5366988
126,857,138,5.58205e+07,121,2,0,0,9514316,27092528,,1125616,888508,3144448,1433688,2922056,,2692168,3355860,6423956,9247680,5372864
127,866,132,5.79321e+07,121,3,0,0,9514508,27090428,,1125604,888524,3144632,1433696,2922052,,2686568,3349936,6430836,9248524,5374564
128,874,145,4.55942e+07,123,2,0,0,9514884,27045924,,1125636,888560,3144888,1433696,2922104,,2669504,3344508,6430556,9246844,5354512
129,884,136,5.6513e+07,123,3,0,0,9514976,27020628,,1125688,888520,3145080,1433552,2922136,,2670772,3337336,6430232,9232824,5349464
130,894,137,5.69167e+07,124,3,0,0,9515548,26972640,,1125676,888552,3145552,1433552,2922216,,2685664,3298896,6408424,9229404,5350252
131,904,155,5.54823e+07,125,4,0,0,9515796,26951672,,1125708,888580,3145740,1433568,2922200,,2641652,3300780,6412304,9239112,5357824
132,914,157,6.04351e+07,127,3,0,0,9516212,26892808,,1125708,888716,3145920,1433624,2922244,,2616748,3300516,6414936,9231820,5328788
133,925,141,5.56965e+07,128,3,0,0,9516664,26843668,,1125880,888720,3146192,1433620,2922252,,2581220,3310968,6392436,9232380,5326664
134,937,153,6.35669e+07,130,3,0,0,9516904,26880300,,1125840,888716,3146444,1433620,2922284,,2615912,3300600,6406492,9230064,5327232
135,948,156,5.85478e+07,131,3,0,0,9517520,26733044,,1125940,888712,3146876,1433624,2922368,,2555588,3302616,6345420,9232936,5296484
136,960,159,6.49556e+07,132,3,0,0,9517896,26770552,,1125892,888724,3147244,1433616,2922420,,2556816,3281964,6396284,9225280,5310208
137,970,156,6.75223e+07,134,2,0,0,9518268,26691052,,1125892,888740,3147496,1433708,2922432,,2558072,3215292,6380936,9223120,5313632
138,981,160,5.97861e+07,135,2,0,0,9518760,26629092,,1126104,888800,3147720,1433712,2922424,,2515864,3230372,6357584,9208976,5316296
139,992,154,5.80849e+07,135,3,0,0,9518988,26694988,,1126040,888792,3148032,1433700,2922424,,2549204,3237856,6368876,9219056,5319996
140,1001,156,6.09458e+07,135,4,0,0,9519572,26688724,,1126040,888788,3148476,1433772,2922496,,2557728,3233064,6368340,9213108,5316484
141,1011,160,6.29605e+07,137,3,0,0,9519784,26675660,,1126036,888792,3148692,1433776,2922488,,2553588,3234156,6356352,9211392,5320172
142,1022,164,6.93702e+07,139,2,0,0,9520208,26623392,,1126052,888932,3148888,1433848,2922488,,2540244,3220040,6354932,9191488,5316688
143,1031,162,5.76684e+07,139,3,0,0,9520592,26602408,,1126116,888928,3149136,1433924,2922488,,2549504,3213136,6340868,9183132,5315768
144,1041,160,6.13007e+07,140,4,0,0,9520816,26608020,,1126096,888836,3149452,1433920,2922512,,2542828,3204244,6345676,9216280,5298992
145,1049,164,6.53617e+07,142,3,0,0,9521116,26605876,,1126180,888868,3149580,1433928,2922560,,2533072,3219148,6327360,9209924,5316372
146,1058,170,6.24355e+07,143,3,0,0,9521512,26598456,,1126140,888848,3149956,1433992,2922576,,2525816,3228620,6323224,9207920,5312876
147,1069,173,6.82757e+07,143,4,0,0,9521848,26580464,,1126148,888940,3150200,1433988,2922572,,2522180,3205540,6328272,9211416,5313056
148,1081,170,8.86103e+07,144,4,0,0,9522236,26576156,,1126208,889000,3150536,1433996,2922496,,2529816,3222740,6310984,9209524,5303092
149,1090,171,6.92913e+07,144,5,0,0,9522788,26515836,,1126364,888996,3150836,1434004,2922588,,2466456,3222844,6323304,9205868,5297364
150,1100,172,7.56517e+07,147,3,0,0,9523020,26517812,,1126356,889024,3151048,1434008,2922584,,2503640,3214752,6321644,9185192,5292584
151,1111,169,7.39757e+07,148,3,0,0,9523476,26501580,,1126352,889080,3151372,1434008,2922664,,2502016,3211892,6316576,9189096,5282000
152,1123,174,7.76323e+07,149,3,0,0,9523680,26455448,,1126360,888976,3151604,1434012,2922728,,2498080,3174404,6320372,9186168,5276424
153,1132,185,6.37473e+07,151,2,0,0,9524140,26408340,,1126364,889228,3151796,1434016,2922736,,2496696,3172020,6294092,9170988,5274544
154,1141,192,7.5917e+07,151,3,0,0,9524696,26373288,,1126384,889232,3152052,1434300,2922728,,2468332,3142056,6299940,9177092,5285868
155,1149,178,6.93467e+07,151,2,0,0,9524864,26326656,,1126432,889264,3152136,1434296,2922736,,2483652,3089272,6305424,9174124,5274184
156,1158,173,6.81135e+07,151,2,0,0,9525224,26307300,,1126444,889252,3152388,1434340,2922800,,2458316,3087656,6299148,9192788,5269392
157,1167,175,6.47326e+07,151,3,0,0,9525652,26310388,,1126484,889252,3152724,1434324,2922868,,2478696,3087120,6296008,9182744,5265820
158,1177,190,6.32745e+07,151,3,0,0,9525884,26248976,,1126460,889348,3152968,1434244,2922864,,2479868,3055728,6263824,9180860,5268696
159,1188,178,6.48232e+07,151,3,0,0,9526224,26283676,,1126476,889320,3153272,1434280,2922876,,2472860,3086968,6281924,9174260,5267664
160,1200,181,6.51978e+07,154,1,0,0,9526640,26255480,,1126600,889328,3153536,1434280,2922896,,2450708,3093816,6276020,9179800,5255136
161,1210,178,6.29315e+07,154,2,0,0,9526864,26262212,,1126504,889328,3153864,1434292,2922876,,2473252,3094652,6273248,9161016,5260044
162,1220,195,6.13416e+07,155,3,0,0,9527228,26252240,,1126564,889304,3154124,1434280,2922956,,2468676,3086784,6270280,9181576,5244924
163,1231,185,7.47283e+07,155,4,0,0,9527588,26245916,,1126568,889436,3154288,1434284,2923012,,2471428,3089768,6264096,9170148,5250476
164,1240,188,7.98273e+07,155,5,0,0,9527912,26180488,,1126576,889384,3154564,1434368,2923020,,2379700,3120408,6270580,9163016,5246784
165,1251,195,7.07525e+07,158,5,0,0,9528244,26160012,,1126576,889452,3154816,1434364,2923036,,2428016,3108784,6252940,9131504,5238768
166,1262,195,7.45385e+07,161,4,0,0,9528772,26150440,,1126660,889460,3155192,1434440,2923020,,2421688,3122864,6239148,9121936,5244804
167,1272,189,7.45677e+07,162,4,0,0,9529348,26121232,,1126660,889476,3155640,1434460,2923112,,2437404,3084596,6253028,9122000,5224204
168,1282,204,6.56515e+07,164,3,0,0,9529684,26141076,,1126744,889512,3155816,1434516,2923096,,2425928,3093432,6258920,9129816,5232980
169,1291,199,7.33875e+07,165,3,0,0,9529932,26083756,,1126732,889612,3155940,1434540,2923108,,2426684,3035612,6248596,9142124,5230740
170,1300,197,7.35168e+07,166,3,0,0,9530212,26090796,,1126736,889592,3156180,1434528,2923176,,2425604,3091384,6222832,9125968,5225008
171,1310,197,7.32806e+07,169,2,0,0,9530664,26037748,,1126808,889600,3156480,1434596,2923180,,2434516,3065980,6207756,9115684,5213812
172,1319,210,6.04023e+07,169,3,0,0,9530960,26048228,,1126816,889672,3156688,1434588,2923196,,2443436,3078372,6204824,9120820,5200776
173,1329,205,6.50186e+07,169,4,0,0,9531344,26025540,,1126816,889648,3157024,1434600,2923256,,2428248,3073680,6198220,9122364,5203028
174,1340,204,7.3371e+07,169,5,0,0,9531636,26005292,,1126872,889660,3157220,1434620,2923264,,2435396,3069836,6187952,9105264,5206844
175,1350,208,7.12137e+07,172,3,0,0,9532156,26015752,,1126876,889812,3157472,1434732,2923264,,2424952,3107412,6175044,9114164,5194180
176,1361,211,6.40516e+07,174,2,0,0,9532468,26025992,,1126888,889804,3157764,1434720,2923292,,2413200,3108444,6221072,9096904,5186372
177,1371,221,7.54788e+07,174,3,0,0,9532784,26049876,,1126948,889784,3157984,1434716,2923352,,2430720,3106456,6225684,9099104,5187912
178,1383,207,7.98303e+07,174,4,0,0,9533348,25987104,,1126960,889884,3158384,1434724,2923396,,2413780,3088312,6207996,9097244,5179772
179,1394,220,7.99169e+07,177,2,0,0,9533640,25948468,,1127020,889864,3158628,1434716,2923412,,2400424,3084352,6208052,9104292,5151348
180,1404,220,7.50458e+07,178,2,0,0,9534076,25936968,,1127024,889936,3158832,1434796,2923488,,2406980,3080952,6186848,9101960,5160228
181,1416,218,7.98509e+07,178,3,0,0,9534404,25886724,,1127132,889928,3159072,1434780,2923492,,2366076,3074792,6196772,9083496,5165588
182,1425,219,7.26597e+07,179,3,0,0,9534828,25914252,,1127112,889944,3159404,1434868,2923500,,2401516,3071516,6181812,9100224,5159184
183,1436,220,8.9248e+07,179,4,0,0,9535144,25924220,,1127124,889940,3159708,1434860,2923512,,2395148,3069804,6187508,9095372,5176388
184,1447,222,8.0709e+07,181,3,0,0,9535404,25852284,,1127116,890012,3159896,1434864,2923516,,2385040,3037768,6191204,9074788,5163484
185,1458,225,7.54779e+07,181,4,0,0,9535872,25794376,,1127124,890048,3160232,1434940,2923528,,2402764,2988956,6183540,9079128,5139988
186,1467,233,8.94689e+07,184,2,0,0,9536048,25799652,,1127116,890032,3160408,1434944,2923548,,2386336,2991072,6180324,9084580,5157340
187,1479,238,7.08443e+07,184,3,0,0,9536508,25774592,,1127176,890060,3160752,1434948,2923572,,2401820,2980416,6168300,9067764,5156292
188,1490,232,8.56117e+07,184,4,0,0,9536920,25755704,,1127196,890072,3161064,1434948,2923640,,2385464,3003672,6170092,9059512,5136964
189,1500,235,8.81511e+07,184,3,0,0,9537216,25801432,,1127184,890060,3161328,1435020,2923624,,2380652,3020912,6173284,9068504,5158080
190,1510,224,7.70956e+07,184,3,0,0,9537780,25762576,,1127248,890272,3161508,1435056,2923696,,2390136,2992036,6169984,9068476,5141944
191,1519,220,8.03571e+07,184,2,0,0,9537976,25651688,,1127320,890152,3161704,1435052,2923748,,2285420,2977632,6173888,9066852,5147896
192,1530,216,7.91813e+07,184,1,0,0,9538256,25684936,,1127340,890204,3161920,1435052,2923740,,2312252,2984536,6168400,9071248,5148500
193,1541,227,8.17847e+07,184,2,0,0,9538516,25677088,,1127332,890196,3162180,1435052,2923756,,2310656,2995712,6158608,9067924,5144188
194,1551,221,7.87034e+07,185,3,0,0,9538868,25651304,,1127312,890176,3162564,1435052,2923764,,2309400,2984056,6162792,9047480,5147576
