Iteration,Elapsed,WorkUnits,WorkCount,Running,Creating,Terminating,Evicted,Total Active Memory,Total Free Memory, Active,0,1,2,3,4,Free,0,1,2,3,4
1,6,0,0,0,1,0,0,9353744,28589296,,920160,772084,3130132,1527984,3003384,,3521824,4117816,6647268,9432876,4869512
2,11,0,0,0,2,0,0,9354240,28575224,,920188,772128,3130380,1527980,3003564,,3520612,4114456,6643624,9429652,4866880
3,17,1,1.97281e+08,1,2,0,0,9354312,28552904,,920168,772136,3130460,1527996,3003552,,3517972,4111460,6621764,9430148,4871560
4,23,1,1.95102e+08,1,3,0,0,9354364,28584012,,920176,772124,3130528,1527980,3003556,,3517152,4111548,6637168,9433736,4884408
5,28,2,3.86803e+08,2,3,0,0,9354480,28556620,,920180,772124,3130564,1527984,3003628,,3520280,4110580,6619028,9432284,4874448
6,34,3,5.80879e+08,3,3,0,0,9354564,28529956,,920184,772116,3130632,1527988,3003644,,3518704,4111916,6605776,9438700,4854860
7,39,4,7.61364e+08,5,2,0,0,9354892,28510596,,920168,772168,3130664,1527984,3003908,,3523976,4112272,6584128,9436840,4853380
8,45,6,1.14951e+09,6,2,0,0,9355116,28490580,,920196,772176,3130784,1527988,3003972,,3522464,4109848,6575276,9432764,4850228
9,51,6,1.14232e+09,6,3,0,0,9355288,28457360,,920188,772172,3130848,1528080,3004000,,3518940,4089252,6572108,9424176,4852884
10,56,6,1.14511e+09,6,4,0,0,9355320,28473348,,920184,772176,3130848,1528072,3004040,,3518020,4086276,6587640,9426784,4854628
11,62,6,1.13642e+09,6,5,0,0,9355444,28457420,,920180,772172,3130912,1528076,3004104,,3517392,4089436,6578548,9426164,4845880
12,68,6,1.14479e+09,6,2,0,0,9355512,28444576,,920176,772176,3130984,1528072,3004104,,3518388,4082096,6574208,9426972,4842912
13,74,6,1.13345e+09,6,3,0,0,9355648,28442640,,920188,772176,3131036,1528108,3004140,,3519464,4089724,6575612,9410204,4847636
14,79,6,1.12801e+09,6,3,0,0,9359548,28536544,,920184,772188,3131036,1528156,3007984,,3512168,4071084,6580588,9421176,4951528
15,85,6,1.14549e+09,6,3,0,0,9359644,28531520,,920204,772184,3131064,1528156,3008036,,3510304,4067564,6585980,9405228,4962444
16,90,6,1.13019e+09,6,3,0,0,9359672,28541216,,920196,772172,3131068,1528196,3008040,,3508836,4068324,6583904,9418000,4962152
17,96,6,1.139e+09,6,2,0,0,9359800,28522460,,920200,772200,3131116,1528220,3008064,,3510556,4079276,6559956,9415308,4957364
