Start,GetPodsTime,Wanted,Running,Creating,Pending,Terminating,Total Active Memory,Total Free Memory,Total Available,Total Buffers,Total Cached,Active,0,1,2,3,Free,0,1,2,3,Available,0,1,2,3,Buffers,0,1,2,3,Cached,0,1,2,3
0,1,0,0,0,0,1,17713052,102485136,115838140,7920,14709324,,2568356,6207456,6248072,2689168,,27938256,22991532,23533124,28022224,,30631468,27248916,27328844,30628912,,1980,1980,1980,1980,,3039868,4568616,4145644,2955196
3,0,1,0,1,0,0,17737188,102450424,115803812,7920,14709680,,2605876,6207856,6253704,2669752,,27907360,22980760,23514988,28047316,,30600596,27238356,27310848,30654012,,1980,1980,1980,1980,,3039932,4568808,4145736,2955204
5,0,2,0,2,0,0,18270476,101935004,115288916,7920,15141120,,2879288,6208100,6243948,2939140,,27623264,22992044,23546456,27773240,,30316552,27249816,27342416,30380132,,1980,1980,1980,1980,,3275176,4569000,4145844,3151100
7,0,3,0,3,0,0,18665792,101512212,114914356,7920,15478340,,2945560,6210216,6461864,3048152,,27557444,22995968,23305260,27653540,,30250736,27253896,27149280,30260444,,1980,1980,1980,1980,,3354420,4569120,4289432,3265368
9,0,4,0,4,0,0,19060584,101095032,114546392,7920,15829636,,2969940,6365492,6652372,3072780,,27531420,22820920,23118100,27624592,,30225428,27128004,26962160,30230800,,1980,1980,1980,1980,,3377684,4663196,4488988,3299768
11,1,5,2,3,0,0,19608696,100501272,113956432,7920,16292300,,2978444,6600744,6691620,3337888,,27532340,22580876,23044188,27343868,,30226360,26888128,26891800,29950144,,1980,1980,1980,1980,,3382868,4887388,4527260,3494784
14,0,6,3,3,0,0,19831748,100276156,113732732,7920,16491360,,3024632,6647364,6695068,3464684,,27477056,22525184,23052804,27221112,,30171236,26832540,26901292,29827664,,1980,1980,1980,1980,,3388000,4949524,4537804,3616032
16,0,7,3,4,0,0,20330860,99782220,113244144,7920,16887100,,3307816,6666888,6868364,3487792,,27184964,22541232,22871336,27184688,,29879344,26853188,26720304,29791308,,1980,1980,1980,1980,,3642392,4967704,4633684,3643320
18,0,8,4,4,0,0,20741796,99351256,112814120,7920,17247380,,3376340,6778188,7084756,3502512,,27111296,22407436,22675796,27156728,,29805684,26719516,26524880,29764040,,1980,1980,1980,1980,,3719080,5018020,4845244,3665036
20,0,9,5,4,0,0,21240780,98854888,112319208,7920,17732896,,3401428,6995116,7099764,3744472,,27089452,22187124,22637596,26940716,,29784684,26499344,26487024,29548156,,1980,1980,1980,1980,,3744232,5242008,4885060,3861596
