Start,GetPodsTime,Wanted,Running,Creating,Pending,Terminating,Error,Total Active Memory,Total Free Memory,Total Available,Total Buffers,Total Cached,Active,0,1,2,3,Free,0,1,2,3,Available,0,1,2,3,Buffers,0,1,2,3,Cached,0,1,2,3
0,1,0,0,0,0,8,0,18066472,162256456,182906764,16656,21454668,,3022412,6069968,6253384,2720708,,42779704,38764596,37621732,43090424,,47035980,44466616,44317404,47086764,,3832,3828,3828,5168,,4490116,5897704,6876712,4190136
5,1,1,0,1,0,7,0,18100328,162219340,182870564,16656,21455636,,3044324,6078452,6253568,2723984,,42752772,38763496,37620024,43083048,,47009096,44466060,44316004,47079404,,3832,3828,3828,5168,,4490212,5898248,6877016,4190160
8,1,2,0,2,0,7,0,18717052,161575292,182227100,16656,21997108,,3381024,6075348,6245884,3014796,,42398436,38771756,37620708,42784392,,46654852,44474604,44316852,46780792,,3832,3828,3828,5168,,4792832,5898528,6877188,4428560
11,0,3,0,3,0,7,0,19091260,161138712,181795036,16656,22323376,,3434244,6082308,6451528,3123180,,42319380,38762268,37405008,42652056,,46579716,44465212,44101664,46648444,,3832,3828,3828,5168,,4857276,5898628,7027312,4540160
14,0,4,1,3,0,7,0,19383760,160886096,181573136,16656,22560156,,3449768,6139828,6641532,3152632,,42336780,38692420,37205860,42651036,,46610172,44395624,43902968,46664372,,3832,3828,3828,5168,,4871508,5902068,7216592,4569988
17,0,5,2,3,0,7,0,19783556,160485160,181187408,16656,22933464,,3477188,6459788,6685960,3160620,,42298400,38368152,37181000,42637608,,46571964,44071744,43890692,46653008,,3832,3828,3828,5168,,4877172,6219008,7260032,4577252
20,0,6,3,3,0,7,0,20420084,159806856,180509772,16656,23508232,,3806500,6481864,6693332,3438388,,41965396,38339372,37162668,42339420,,46239068,44043172,43872512,46355020,,3832,3828,3828,5168,,5172656,6261440,7265356,4808780
23,0,7,4,3,0,7,0,20815260,159394948,180110912,16656,23849180,,3874196,6494436,6894036,3552592,,41865800,38358608,36959100,42211440,,46139588,44074928,43669292,46227104,,3832,3828,3828,5168,,5241560,6271604,7406604,4929412
26,0,8,5,3,0,7,0,21188068,159026616,179774912,16656,24177708,,3895500,6625604,7087704,3579260,,41880428,38204908,36763252,42178028,,46169976,43921500,43473904,46209532,,3832,3828,3828,5168,,5265440,6353992,7602080,4956196
29,0,9,6,3,0,7,0,21523940,158636580,179403100,16656,24497892,,3921476,6899752,7117056,3585656,,41823440,37919416,36708380,42185344,,46113092,43636332,43436908,46216768,,3832,3828,3828,5168,,5270940,6616508,7643880,4966564
32,0,10,7,3,0,7,0,22259212,157870080,178655708,16656,25141304,,4283264,6947312,7119272,3909364,,41447848,37849768,36710880,41861584,,45737728,43584744,43439508,45893728,,3832,3828,3828,5168,,5597320,6656824,7649180,5237980
35,0,11,8,3,0,7,0,22628784,157460580,178251732,16656,25452236,,4330308,6961136,7322668,4014672,,41380620,37851752,36486700,41741508,,45670736,43587352,43219724,45773920,,3832,3828,3828,5168,,5652432,6660508,7794508,5344788
38,0,12,9,3,0,7,0,23019184,157056228,177881620,16656,25794848,,4355368,7095128,7525172,4043516,,41340120,37692460,36301984,41721664,,45647560,43428564,43035540,45769956,,3832,3828,3828,5168,,5675428,6745040,8005032,5369348
40,1,13,10,3,0,7,0,23363440,156655600,177499412,16656,26119612,,4373452,7362688,7565612,4061688,,41303908,37412416,36236064,41703212,,45613496,43148808,42985552,45751556,,3832,3828,3828,5168,,5684280,7008688,8038804,5387840
43,1,14,11,3,0,7,0,24089008,155940360,176791084,16656,26744504,,4724156,7418380,7586132,4360340,,40957112,37373480,36231928,41377840,,45267448,43114152,42982488,45426996,,3832,3828,3828,5168,,5997416,7044332,8067312,5635444
46,1,15,12,3,0,7,0,24491728,155488772,176359004,16656,27095044,,4782596,7438188,7802480,4468464,,40888284,37357380,35990100,41253008,,45198876,43116228,42741424,45302476,,3832,3828,3828,5168,,6059112,7068368,8221440,5746124
49,0,16,13,3,0,7,0,24866368,155063928,175970872,16656,27456600,,4813232,7560964,7995928,4496244,,40864504,37192900,35770588,41235936,,45194928,42952096,42522644,45301204,,3832,3828,3828,5168,,6091120,7153656,8432328,5779496
52,0,17,14,3,0,7,0,25239416,154680072,175606280,16656,27805584,,4859076,7823236,8034352,4522752,,40799264,36949580,35723152,41208076,,45131944,42709592,42491288,45273456,,3832,3828,3828,5168,,6112944,7421280,8469124,5802236
55,0,18,15,3,0,7,0,25956884,153953512,174882176,16656,28436816,,5208980,7870904,8059996,4817004,,40465728,36893836,35709536,40884412,,44799208,42654240,42478216,44950512,,3832,3828,3828,5168,,6432892,7464408,8494660,6044856
58,0,19,16,3,0,7,0,26395600,153472248,174420084,16656,28835504,,5280120,7892968,8271280,4951232,,40382748,36872148,35475692,40741660,,44716436,42648464,42245000,44810184,,3832,3828,3828,5168,,6504248,7489204,8657516,6184536
61,0,20,17,3,0,7,0,26826788,153012200,173997872,16656,29214408,,5300648,8065780,8478440,4981920,,40346952,36672780,35273940,40718528,,44696564,42450144,42043900,44807264,,3832,3828,3828,5168,,6529228,7606908,8861156,6217116
64,0,21,18,3,0,7,0,27206832,152570284,173575308,16656,29524872,,5324184,8319552,8512980,5050116,,40326368,36420948,35216332,40606636,,44676120,42199316,42004244,44695628,,3832,3828,3828,5168,,6548152,7861752,8897512,6217456
67,0,22,18,3,0,7,1,27581748,152155868,173178808,16656,29899208,,5351572,8352120,8544080,5333976,,40284680,36365436,35204340,40301412,,44634812,42160028,41992908,44391060,,3832,3828,3828,5168,,6570960,7897116,8931080,6500052
69,1,23,19,3,0,7,1,28231176,151488292,172546568,16656,30441680,,5707364,8380540,8746168,5397104,,39928900,36350124,34987052,40222216,,44278984,42145128,41776612,44345844,,3832,3828,3828,5168,,6878760,7921844,9078400,6562676
72,1,24,20,3,0,7,1,28279024,151320172,172380620,16656,30402856,,5786556,8517020,8547240,5428208,,39831268,36168324,35102616,40217964,,44181568,41963884,41893516,44341652,,3832,3828,3828,5168,,6960640,8005468,8843176,6593572
75,1,25,20,4,0,7,1,29007244,150603276,171698364,16656,31108912,,5841460,8809908,8898936,5456940,,39765576,35876616,34786544,40174540,,44131524,41673168,41595344,44298328,,3832,3828,3828,5168,,6992556,8296692,9206208,6613456
78,1,26,22,3,0,7,1,29843996,149767160,170893920,16656,31828084,,6185248,8868448,9005856,5784444,,39422052,35809728,34694920,39840460,,43789220,41631008,41508236,43965456,,3832,3828,3828,5168,,7304208,8354476,9286228,6883172
81,1,27,23,3,0,7,1,29443832,149927284,171071504,16656,31385608,,5806560,8477776,9252360,5907136,,39782792,36048096,34394476,39701920,,44150016,41869596,41224444,43827448,,3832,3828,3828,5168,,6946192,7941408,9489040,7008968
84,1,28,22,3,0,7,3,30241116,149210428,170389664,16656,32101892,,5924240,8923500,9436968,5956408,,39661528,35693164,34217032,39638704,,44046756,41514972,41047808,43780128,,3832,3828,3828,5168,,7024844,8339404,9678720,7058924
87,1,29,23,3,0,7,3,30921152,148493516,169692576,16656,32754032,,6174384,9253052,9506464,5987252,,39358460,35385760,34130672,39618624,,43743872,41208544,40980036,43760124,,3832,3828,3828,5168,,7257748,8661044,9747544,7087696
90,0,30,26,3,0,7,1,31316308,147777020,169032176,16656,33052620,,6574496,8878076,9550192,6313544,,38963220,35440992,34098216,39274592,,43387028,41280288,40947780,43417080,,3832,3828,3828,5168,,7623964,8292592,9781380,7354684
93,0,31,27,3,0,7,1,32180012,147094292,168369756,16656,33822256,,6667724,9246376,9827844,6438068,,38855956,35297084,33798028,39143224,,43280200,41154656,40648728,43286172,,3832,3828,3828,5168,,7711168,8626100,10000140,7484848
96,0,32,28,3,0,7,1,32404128,146791128,168113352,16656,33976840,,6712308,9473128,9993324,6225368,,38819824,35102664,33629244,39239396,,43260548,40965524,40480908,43406372,,3832,3828,3828,5168,,7762524,8798984,10168720,7246612
99,0,33,28,3,0,7,2,32714816,146350400,167707400,16656,34230696,,6769272,9762320,10062552,6120672,,38719028,34840368,33558848,39232156,,43160228,40722036,40426712,43398424,,3832,3828,3828,5168,,7779116,9089460,10237528,7124592
102,0,34,28,3,0,7,3,33594528,145333828,166709568,16656,34979488,,7135932,9851988,9934412,6672196,,38354896,34739968,33487316,38751648,,42796936,40622084,40355768,42934780,,3832,3828,3828,5168,,8121420,9158936,10065396,7633736
105,0,35,29,2,1,7,3,33482840,145246220,166655720,16656,34915640,,6720420,9876776,10056892,6828752,,38510820,34695796,33433608,38605996,,42952804,40594448,40302724,42805744,,3832,3828,3828,5168,,7729156,9205076,10190884,7790524
108,0,36,30,1,2,7,3,33555772,145407704,166876604,16656,34991612,,7115732,9898076,9632476,6909488,,38346892,34676216,33827836,38556760,,42804784,40575484,40717232,42779104,,3832,3828,3828,5168,,8092012,9233104,9800452,7866044
111,0,37,31,0,3,7,3,33295932,145580460,167051616,16656,34681944,,6995816,9938520,9420680,6940916,,38452404,34634116,33953904,38540036,,42910124,40533796,40845152,42762544,,3832,3828,3828,5168,,7952516,9265500,9568140,7895788
