Iteration,Elapsed,WorkUnits,WorkCount,Running,Creating,Terminating,Evicted,Total Active Memory,Total Free Memory, Active,0,1,2,3,4,Free,0,1,2,3,4
109,666,72,6.38499e+07,100,8,0,0,9058540,6481180,,914168,707684,3067848,1377008,2991832,,327448,260624,1074744,3672440,1145924
110,673,80,7.44497e+07,102,8,0,0,9023972,6518996,,915248,711536,3053312,1377016,2966860,,456940,299952,1077800,3550296,1134008
111,680,83,7.78645e+07,102,9,0,0,9172544,6278968,,918884,858144,3053740,1377016,2964760,,216492,292152,1069540,3551372,1149412
112,686,78,7.49462e+07,103,9,0,0,9169232,6195756,,924568,859788,3054196,1377088,2953592,,182988,285960,1066756,3542268,1117784
113,692,76,7.37278e+07,104,9,0,0,9094204,6073052,,912552,860964,3052148,1377136,2891404,,171200,293832,995948,3534488,1077584
114,698,78,7.11537e+07,106,8,0,0,8989336,6192336,,909424,861032,2953552,1377088,2888240,,377292,293160,960420,3502672,1058792
115,705,82,7.53792e+07,105,9,0,3,8935012,6142264,,910016,861132,2941408,1377768,2844688,,568184,310444,934572,3272332,1056732
116,712,76,7.53272e+07,105,11,0,27,8823140,6266128,,907424,861136,2890216,1377792,2786572,,783172,312688,866756,3198364,1105148
117,718,71,7.73173e+07,105,12,0,27,8620992,5721864,,897708,861164,2730012,1377864,2754244,,374532,316028,790412,3179808,1061084
118,725,75,7.39743e+07,105,13,0,27,8474936,5303948,,898068,860716,2610316,1378564,2727272,,265540,306216,808528,2942336,981328
119,731,74,7.04689e+07,105,14,0,27,8382724,5279792,,897368,864364,2524304,1379248,2717440,,496060,268156,821932,2723300,970344
120,737,78,6.79117e+07,106,14,0,27,8390020,4672468,,905200,865028,2525768,1380328,2713696,,407612,286216,785564,2216828,976248
121,743,71,7.09227e+07,107,14,0,27,8261968,5022244,,911544,865168,2387736,1380844,2716676,,926836,279356,899000,1983992,933060
122,750,73,7.06422e+07,109,13,0,27,8255068,4651832,,907208,866248,2391648,1380872,2709092,,758924,270040,885784,1842760,894324
123,757,75,6.70709e+07,111,12,0,27,8247740,4398216,,905828,859916,2391924,1380792,2709280,,617852,287652,877016,1749988,865708
124,763,77,7.09407e+07,112,12,0,27,8386876,3838320,,906840,984232,2419904,1381484,2694416,,369796,289428,819224,1499400,860472
125,770,78,7.43801e+07,113,12,0,27,8397848,3957692,,906312,994144,2419932,1381480,2695980,,615444,237544,819268,1436204,849232
126,776,75,6.9566e+07,115,11,0,27,8312096,3833272,,904600,1003736,2419952,1381532,2602276,,526236,286788,816616,1414988,788644
127,782,75,6.89223e+07,115,12,0,27,8323788,4536088,,904612,1053708,2419976,1381564,2563928,,1033988,533392,837636,1404292,726780
128,789,83,7.41167e+07,117,11,0,27,8358968,3852912,,917600,1060612,2432932,1381620,2566204,,605192,406792,817612,1373356,649960
129,795,84,7.04344e+07,117,12,0,27,8344976,3564856,,917988,1062612,2413496,1381768,2569112,,470596,309664,803792,1356972,623832
130,802,76,6.48141e+07,119,11,0,27,8327980,3225436,,918008,1059392,2394780,1382436,2573364,,413644,238508,746000,1208172,619112
131,808,81,6.87027e+07,119,12,0,28,8149648,3845708,,912256,1064576,2310280,1293792,2568744,,561076,547732,763004,1150056,823840
132,815,86,7.19173e+07,120,12,0,28,8142824,4146296,,914996,1064604,2310316,1281288,2571620,,731748,517032,751896,1128272,1017348
133,821,79,7.75168e+07,120,13,0,28,7916812,4175224,,910160,1064596,2194520,1256540,2490996,,846340,456376,858804,1075104,938600
134,827,76,7.3031e+07,121,13,0,28,7928880,3793504,,913488,1064616,2196504,1251596,2502676,,691660,403216,855472,1029244,813912
135,833,83,7.49322e+07,120,15,0,29,7903216,3532952,,977772,1064684,2196692,1251608,2412460,,336236,707616,862264,1050100,576736
136,840,83,7.12043e+07,121,15,0,29,7828604,3599368,,983568,1074488,2196732,1251696,2322120,,171580,682484,839308,1050204,855792
137,847,79,6.98521e+07,122,15,0,29,7809032,3728336,,973612,1074880,2184732,1252352,2323456,,530604,690292,737832,1020528,749080
138,853,81,7.54042e+07,123,15,0,29,7649308,4183516,,894712,1074860,2058248,1229628,2391860,,553408,695808,699404,1055204,1179692
139,860,78,7.0042e+07,124,15,0,29,7441736,3869528,,862464,1074860,1961584,1229708,2313120,,436168,671296,679368,1056220,1026476
140,866,83,7.39145e+07,125,15,0,29,7459356,3581628,,860504,1074836,1978852,1230500,2314664,,441372,690664,532688,1040832,876072
141,873,86,7.68857e+07,125,16,0,29,7269492,3366756,,848836,1074860,1785724,1230576,2329496,,516248,688340,510196,1039880,612092
142,880,82,7.94468e+07,125,17,0,29,7207112,3619692,,926784,1074880,1752428,1230604,2222416,,528688,660608,537852,1037560,854984
143,887,74,7.53571e+07,125,18,0,29,7156560,3779920,,922084,1074840,1754672,1230604,2174360,,491740,653120,489952,1043016,1102092
144,893,73,7.04854e+07,125,18,0,29,7214520,3885524,,915852,1083096,1716388,1230632,2268552,,926580,662928,426860,1015984,853172
145,900,71,6.71122e+07,125,18,0,29,7142256,3734080,,843948,1083092,1710900,1232456,2271860,,1016940,630332,361236,1017044,708528
146,906,71,7.49973e+07,126,17,0,29,7156472,3398716,,837328,1083116,1712572,1251564,2271892,,721540,662940,387968,1001892,624376
147,913,70,6.89526e+07,127,16,0,29,7068796,3682816,,842100,1083104,1689952,1251596,2202044,,921872,648944,474572,1008956,628472
148,919,70,6.81926e+07,130,13,0,29,7057144,3692000,,829560,1083100,1690000,1251600,2202884,,968716,635728,440480,1027412,619664
149,926,77,7.02835e+07,131,12,0,29,7009356,3656472,,828812,1083096,1696948,1251604,2148896,,971400,661408,393100,1012844,617720
150,933,79,7.44359e+07,130,12,0,62,7141588,4089164,,933136,1083116,1718580,1251616,2155140,,1084988,676948,679020,1024544,623664
151,940,74,7.28782e+07,130,12,0,66,7021384,4263776,,809792,1083132,1721284,1251612,2155564,,1241060,631260,726808,1025016,639632
152,947,73,7.41529e+07,130,12,0,66,7014352,4139580,,801208,1083128,1721244,1251620,2157152,,1120968,647368,735872,1011240,624132
153,953,74,7.43361e+07,131,11,0,66,7019864,4445872,,803824,1085072,1721256,1251976,2157736,,1462144,665896,703456,994824,619552
154,960,69,7.39839e+07,132,10,0,66,7003760,4391340,,786868,1085440,1721328,1252116,2158008,,1398532,635468,713012,1024060,620268
155,966,68,7.73556e+07,132,10,0,66,6990616,4441644,,773664,1085448,1721352,1252156,2157996,,1447124,663692,709636,1020320,600872
156,973,68,7.10098e+07,131,10,0,67,6958540,4629588,,739024,1085476,1722580,1252152,2159308,,1663324,632072,703696,1021696,608800
157,979,76,8.70055e+07,131,10,0,67,6937448,4689060,,710808,1084776,1725572,1252152,2164140,,1494184,936488,650620,1028364,579404
158,986,67,7.64738e+07,131,10,0,67,6910868,4697836,,704256,1084744,1725740,1252156,2143972,,1404480,970616,697224,1022900,602616
159,992,65,7.59697e+07,131,10,0,67,6906460,4690228,,699236,1084744,1725764,1252164,2144552,,1426180,946452,685840,1018668,613088
160,999,61,6.99388e+07,131,10,0,67,7034680,4871848,,827428,1084740,1725784,1252164,2144564,,1573708,963832,704992,1014112,615204
161,1005,62,7.26801e+07,131,10,0,67,6904704,5330444,,697424,1084748,1725780,1252168,2144584,,2050304,950740,709200,1025044,595156
162,1011,62,7.97153e+07,131,10,0,67,6920276,5133276,,710224,1084772,1725788,1252304,2147188,,1859656,959408,707616,1005628,600968
163,1018,59,7.21257e+07,131,18,0,67,6764376,5327492,,710400,1084792,1725804,1252296,1991084,,1962592,965336,702380,1021964,675220
164,1025,63,6.71423e+07,131,18,0,67,6709716,5197892,,654320,1084780,1725792,1252296,1992528,,1842192,970660,709416,1024384,651240
165,1031,68,7.01123e+07,131,18,0,67,6696836,5115476,,641172,1084792,1725828,1252300,1992744,,1739288,973908,708104,1017828,676348
166,1038,62,6.35907e+07,131,18,0,67,6705124,5285112,,639904,1084724,1725856,1252300,2002340,,1898984,980440,709300,1023448,672940
167,1045,61,7.05735e+07,131,18,0,67,6762276,5269520,,696416,1084732,1725880,1252300,2002948,,1888780,988060,708800,1022848,661032
168,1052,64,6.82471e+07,131,18,0,67,6675288,5406772,,608352,1084728,1725900,1252300,2004008,,2047088,972884,701144,1024268,661388
169,1058,59,7.30495e+07,131,18,0,67,6644796,5301572,,577668,1084736,1725864,1252484,2004044,,1986540,969068,690328,1011792,643844
170,1065,60,7.00832e+07,131,18,0,67,6652248,5200404,,584912,1084916,1725876,1252480,2004064,,1848148,969996,703680,1023764,654816
171,1072,60,7.38815e+07,131,18,0,67,6634136,5428456,,566816,1084896,1725872,1252480,2004072,,2052024,978656,703196,1028224,666356
172,1078,58,7.0065e+07,131,18,0,67,6635804,5410284,,568320,1084904,1725884,1252476,2004220,,2064692,977632,696536,1033620,637804
173,1085,58,7.0366e+07,131,18,0,67,6731444,5360536,,663636,1084904,1725884,1252508,2004512,,2024040,967008,695896,1033076,640516
174,1092,63,7.17576e+07,131,18,0,67,6598404,5375664,,530232,1084904,1725960,1252476,2004832,,2063372,967972,663740,1018936,661644
175,1099,60,7.30467e+07,131,17,0,69,6552588,5351836,,484324,1084952,1725976,1252480,2004856,,1996412,963264,701704,1023036,667420
176,1105,54,6.58488e+07,131,17,0,69,6556392,5246792,,488104,1084908,1725972,1252480,2004928,,1897916,979888,705284,1018136,645568
177,1112,58,6.65938e+07,131,17,0,69,6554600,5452092,,486352,1084920,1725972,1252484,2004872,,2092472,970044,696732,1027208,665636
178,1119,54,7.13526e+07,131,17,0,69,6553608,5290700,,485152,1085084,1725972,1252516,2004884,,1954908,968392,695104,1017496,654800
179,1125,57,6.92392e+07,131,17,0,69,6577692,5446792,,509104,1085056,1726112,1252520,2004900,,2096012,971632,698212,1017484,663452
180,1132,50,6.45949e+07,131,17,0,69,6572848,5423028,,504268,1085048,1726116,1252540,2004876,,2091056,952740,695464,1025368,658400
181,1139,50,7.46727e+07,131,17,0,69,6561280,5644520,,492636,1085036,1726116,1252544,2004948,,2338888,966480,695540,1025440,618172
182,1145,50,7.0961e+07,132,16,0,69,6559552,5833192,,490964,1085036,1726064,1252544,2004944,,2490948,970180,691324,1025284,655456
183,1152,50,7.14149e+07,132,16,0,69,6567636,5740252,,499024,1085036,1726064,1252540,2004972,,2403968,968612,682932,1021484,663256
184,1158,54,8.06606e+07,132,16,0,69,6538580,5371624,,469872,1085032,1726064,1252548,2005064,,2027600,970304,690660,1029324,653736
185,1165,48,7.33465e+07,132,16,0,69,6693652,5362516,,624940,1085048,1726064,1252548,2005052,,2036168,953108,692784,1021300,659156
186,1172,51,7.31396e+07,132,15,0,70,6603804,5270136,,535064,1085040,1726084,1252588,2005028,,1959976,973352,686400,986260,664148
187,1178,53,7.7134e+07,134,13,0,70,6625752,5271836,,556380,1085044,1726064,1252580,2005684,,1934384,974852,691960,1012684,657956
188,1185,53,8.01316e+07,136,11,0,70,6608360,5373164,,538488,1085064,1726064,1252588,2006156,,2029004,968216,696216,1026948,652780
189,1191,54,8.0277e+07,136,11,0,70,6626304,5258816,,556448,1085048,1726064,1252572,2006172,,1914840,967684,695796,1025432,655064
190,1198,52,7.95248e+07,136,11,0,70,6615076,5366076,,545096,1085064,1726076,1252576,2006264,,2052812,965872,676908,1017328,653156
191,1204,51,7.48132e+07,136,11,0,70,6650288,5263948,,579412,1085040,1726112,1252572,2007152,,1955496,960160,680364,1015168,652760
192,1211,51,8.04884e+07,136,11,0,70,6653912,5407172,,583032,1085048,1726108,1252576,2007148,,2094860,959460,685164,1024780,642908
193,1217,50,7.99814e+07,136,11,0,70,6649544,5516572,,578452,1085044,1726212,1252580,2007256,,2204900,965324,673648,1023888,648812
194,1224,52,7.81069e+07,136,10,0,70,6621708,5190012,,550576,1085092,1726216,1252576,2007248,,1884680,963512,675056,1015340,651424
195,1230,48,7.73068e+07,136,10,0,70,6679196,5238572,,608072,1085048,1726220,1252600,2007256,,1937868,956512,679904,1010740,653548
196,1237,49,8.23676e+07,136,10,0,70,6694152,5290176,,623012,1085052,1726220,1252576,2007292,,1985616,959032,686084,1008120,651324
197,1243,46,8.1311e+07,136,11,0,70,6663748,5235140,,592556,1085052,1726216,1252632,2007292,,1928560,962712,680428,1016308,647132
198,1250,46,8.02711e+07,136,11,0,70,6682780,5082728,,625868,1085052,1711492,1252656,2007712,,2023152,960532,437768,1015820,645456
199,1256,45,8.03303e+07,136,11,0,70,6670372,4964328,,613488,1085032,1711488,1252652,2007712,,1974652,955220,374452,1013592,646412
200,1263,45,7.9406e+07,136,11,0,71,6715112,4851444,,656304,1085044,1713004,1252944,2007816,,1866612,953744,365440,1014612,651036
201,1269,44,8.83498e+07,135,11,0,72,6664236,5004548,,610380,1085052,1705704,1252944,2010156,,2024108,941452,372748,1008892,657348
