Start,GetPodsTime,Wanted,Running,Creating,Pending,Terminating,Error,Total Active Memory,Total Free Memory,Total Available,Total Buffers,Total Cached,Active,0,1,2,3,Free,0,1,2,3,Available,0,1,2,3,Buffers,0,1,2,3,Cached,0,1,2,3
1,0,0,0,0,0,1,0,41540820,69676596,96738804,128,27330792,,6073808,14212888,14012120,7242004,,21446876,13194456,13173432,21861832,,28059272,20714884,19912804,28051844,,32,32,32,32,,6221744,7857436,7081592,6170020
3,0,1,0,1,0,1,0,41545292,69692584,96754520,128,27331176,,6110016,14213172,14013744,7208360,,21420148,13178052,13163200,21931184,,28032576,20698584,19902664,28120696,,32,32,32,32,,6221824,7857560,7081688,6170104
5,0,2,0,2,0,0,0,42060552,69153316,96217556,128,27756464,,6387812,14213936,13996428,7462376,,21133424,13175548,13173648,21670696,,27747124,20696804,19913332,27860296,,32,32,32,32,,6451120,7858248,7081896,6365200
8,0,3,0,3,0,0,0,42330060,68844144,95908964,128,28015704,,6455044,14323288,14007572,7544156,,21054400,13068532,13168816,21552396,,27668120,20590080,19908552,27742212,,32,32,32,32,,6543364,7905360,7081972,6485008
10,0,4,0,4,0,0,0,42447180,68770544,95839660,128,28052992,,6128200,14545892,14189168,7583920,,21390272,12853888,12994740,21531644,,28005344,20375680,19734840,27723796,,32,32,32,32,,6224668,8124732,7193328,6510264
12,0,5,1,4,0,0,0,43194676,67983272,95053888,128,28743752,,6397984,14584796,14362436,7849460,,21109680,12784320,12823380,21265892,,27725460,20306176,19563920,27458332,,32,32,32,32,,6469944,8183552,7382772,6707484
14,1,6,1,5,0,0,0,42721780,68421728,95493228,128,28316288,,6522756,14226952,14024656,7947416,,20985600,13146292,13137356,21152480,,27601576,20668404,19878300,27344948,,32,32,32,32,,6541344,7859224,7083252,6832468
17,0,7,1,6,0,0,0,42812948,68360408,95438100,128,28351448,,6805400,14225784,14144904,7636860,,20701528,13152796,13039028,21467056,,27317576,20675056,19784404,27661064,,32,32,32,32,,6822300,7859380,7148520,6521248
19,1,8,2,5,0,0,0,43180052,67943616,95024132,128,28583872,,6873536,14334820,14377648,7594048,,20607536,13041512,12788888,21505680,,27223736,20564320,19534672,27701404,,32,32,32,32,,6901776,7909052,7370496,6402548
22,0,9,1,6,0,0,0,43754716,67372612,94453436,128,29208028,,6868024,14553204,14414632,7918856,,20633972,12830028,12737304,21171308,,27250232,20352940,19483184,27367080,,32,32,32,32,,6907132,8126916,7423416,6750564
24,0,10,1,7,0,0,0,44378080,66735516,93816392,128,29758064,,7148696,14604768,14407676,8216940,,20344048,12758248,12766240,20866980,,26960464,20282460,19510448,27063020,,32,32,32,32,,7155400,8186188,7426568,6989908
26,1,11,0,8,0,0,0,44483152,66674732,93716416,128,29786204,,6947052,14619596,14601476,8315028,,20546944,12748044,12613336,20766408,,27163404,20277080,19312132,26963800,,32,32,32,32,,6936568,8203448,7495044,7151144
29,0,12,4,6,0,0,0,44755444,66352332,93403420,128,30000732,,7188624,14746724,14443780,8376316,,20302328,12605896,12750008,20694100,,26920044,20136772,19454632,26891972,,32,32,32,32,,7174072,8262076,7370968,7193616
