Iteration,Elapsed,Running,Creating,Terminating,Evicted,Total Active Memory,Total Free Memory, Active,0,1,2,3,4,Free,0,1,2,3,4
56,482,30,23,171,0,22196808,10734344,,4961944,4427800,9252684,3554380,0,,716428,1244244,2164544,6609128,0
57,491,30,24,171,0,22237456,10646904,,4969168,4447656,9250592,3570040,0,,681848,1212128,2160380,6592548,0
58,499,30,25,171,0,22328604,10537176,,5041928,4462984,9249724,3573968,0,,601416,1187464,2159496,6588800,0
59,508,30,26,171,0,22251056,13628556,,5036568,4343868,9297192,3573428,0,,609232,4314096,2120340,6584888,0
60,517,34,26,171,0,22296188,13913916,,5098076,4322736,9295384,3579992,0,,1116952,4085196,2130664,6581104,0
61,526,34,27,171,0,22227136,12338328,,4966016,4383996,9292584,3584540,0,,644332,2986680,2131004,6576312,0
62,534,34,28,171,0,22260952,11801092,,5001344,4369368,9294408,3595832,0,,637528,2470408,2128960,6564196,0
63,543,34,27,171,0,21525948,12253008,,4986428,4367096,8585144,3587280,0,,653812,2063580,2963012,6572604,0
64,552,34,24,171,0,21534068,11376868,,5003956,4382196,8562780,3585136,0,,635836,2047952,2117132,6575948,0
65,560,34,25,171,0,21573352,12182804,,4961876,4457852,8566004,3587620,0,,1790048,1712344,2113188,6567224,0
66,569,34,26,171,0,21589760,11939132,,4967468,4462544,8575700,3584048,0,,1559960,1703304,2104824,6571044,0
67,578,34,26,171,0,21642444,11074576,,4978052,4496112,8579852,3588428,0,,1157156,1234472,2113152,6569796,0
68,586,34,27,171,0,21607632,10894136,,5059968,4499656,8455524,3592484,0,,732676,1142588,2454344,6564528,0
69,595,34,25,171,0,21653276,10531648,,4988760,4499540,8581196,3583780,0,,706156,1142092,2109336,6574064,0
70,603,34,25,171,0,21690356,10484940,,4995192,4498860,8578620,3617684,0,,698804,1137660,2110908,6537568,0
71,612,35,26,171,0,21796296,10359384,,4995160,4547548,8632588,3621000,0,,699508,1083400,2048844,6527632,0
72,621,36,27,171,0,21714544,10118476,,4993644,4533988,8553704,3633208,0,,653476,795640,2151188,6518172,0
73,629,36,28,171,0,21803916,9993144,,4998916,4597256,8576444,3631300,0,,650960,713704,2108388,6520092,0
74,638,36,29,171,0,21821080,9974880,,5007900,4591596,8573468,3648116,0,,643060,719128,2110216,6502476,0
75,647,40,30,171,0,21883940,9903260,,5044360,4590624,8613164,3635792,0,,605604,721024,2062024,6514608,0
76,655,43,31,171,0,21946876,10343256,,5088232,4587692,8632504,3638448,0,,1041820,747148,2041792,6512496,0
77,664,43,32,171,0,21734908,10193536,,4978580,4618236,8510816,3627276,0,,692628,718352,2258912,6523644,0
78,673,43,33,171,0,21724864,10231076,,4969980,4616220,8509948,3628716,0,,724048,720740,2267752,6518536,0
79,681,45,34,171,0,21747880,9654104,,4976824,4626896,8508940,3635220,0,,141764,706632,2291156,6514552,0
80,690,45,35,171,0,21518824,10451116,,4819836,4504248,8554268,3640472,0,,152076,1573928,2215000,6510112,0
81,699,45,36,171,0,21555220,10402668,,4846060,4523540,8544620,3641000,0,,735064,934256,2223948,6509400,0
82,707,45,37,171,0,21534572,10468424,,4836900,4524452,8529904,3643316,0,,804216,897324,2259088,6507796,0
83,716,45,38,171,0,21688876,10309120,,4925512,4552548,8559124,3651692,0,,719388,861936,2229512,6498284,0
84,725,45,39,171,0,21804360,10224820,,4926456,4615600,8613676,3648628,0,,705196,844160,2179636,6495828,0
85,734,46,39,171,0,22259268,10552728,,4927504,5106288,8608576,3616900,0,,1673204,160108,2185512,6533904,0
86,742,46,40,171,0,21310616,10399676,,4934112,4211852,8526436,3638216,0,,1446820,140596,2300172,6512088,0
87,751,46,41,171,0,21594168,10617952,,4949100,4403024,8617152,3624892,0,,700900,1213312,2177996,6525744,0
88,760,47,41,171,0,21770372,10369984,,5093724,4425600,8622528,3628520,0,,516628,1165924,2165400,6522032,0
89,768,47,42,171,0,21769916,10362040,,5028452,4479032,8632668,3629764,0,,589464,1094748,2156916,6520912,0
90,777,47,43,171,0,21821280,10322764,,5052312,4489784,8632304,3646880,0,,569296,1066576,2198248,6488644,0
91,785,47,44,171,0,21877688,10206436,,5034040,4536100,8683988,3623560,0,,593340,989360,2101956,6521780,0
92,794,47,45,171,0,21916804,10115204,,5079528,4538616,8680784,3617876,0,,512092,978080,2096772,6528260,0
93,803,47,46,171,0,21897348,10165564,,5039932,4540592,8683200,3633624,0,,601736,956224,2095024,6512580,0
94,812,47,47,171,0,21872432,10199372,,5125672,4480904,8642104,3623752,0,,442992,1057708,2175668,6523004,0
95,820,49,46,171,0,21863800,12660104,,5171152,4448852,8605792,3638004,0,,923528,3020220,2209392,6506964,0
96,829,49,47,171,0,21892004,11606516,,5090756,4488652,8673316,3639280,0,,412108,2568692,2119292,6506424,0
97,837,49,48,171,0,21903836,11528208,,5060352,4534404,8670996,3638084,0,,505808,2396384,2122672,6503344,0
98,846,49,49,171,0,21855808,11233304,,5127276,4458400,8619148,3650984,0,,399788,2117928,2222912,6492676,0
99,855,49,49,171,0,21904396,9104660,,5142592,4472028,8630288,3659488,0,,726140,1417256,478928,6482336,0
100,863,49,48,171,0,21969088,10328320,,5157464,4485120,8658348,3668156,0,,339852,1376668,2139592,6472208,0
101,872,49,47,171,0,21896776,10461588,,5117248,4484800,8621448,3673280,0,,423488,1376188,2195552,6466360,0
102,881,49,48,171,0,21960048,10299372,,5152360,4481936,8647584,3678168,0,,281364,1381112,2176592,6460304,0
103,889,49,49,171,0,21906364,10388944,,5190788,4516928,8506696,3691952,0,,215700,1345392,2390188,6437664,0
104,898,49,50,171,0,22033692,10083912,,5147864,4521084,8671196,3693548,0,,321144,1184524,2138484,6439760,0
105,907,49,50,171,0,22060088,9958644,,5151764,4521208,8671184,3715932,0,,324792,1081164,2137700,6414988,0
106,915,50,50,171,0,21967240,10052332,,5171096,4522364,8573536,3700244,0,,293256,1032968,2294460,6431648,0
107,924,50,50,171,0,21943312,10620996,,5153908,4551720,8526772,3710912,0,,836004,1003544,2361264,6420184,0
108,933,50,50,171,0,22030348,10191944,,5130096,4546184,8639136,3714932,0,,582924,1008268,2184448,6416304,0
109,942,52,50,171,0,21883664,9723796,,4960412,4557356,8666512,3699384,0,,153468,1005060,2137616,6427652,0
110,951,54,50,171,0,21879940,9835788,,4996592,4539136,8612084,3732128,0,,142512,1037192,2258380,6397704,0
111,959,54,50,171,0,21885652,9866072,,5018564,4543688,8588324,3735076,0,,141208,1031696,2298636,6394532,0
112,968,55,50,171,0,22030496,10113328,,5076128,4543468,8678048,3732852,0,,551724,1031576,2132440,6397588,0
113,977,55,50,171,0,22184444,9827280,,5232088,4543092,8678548,3730716,0,,264272,1030832,2131868,6400308,0
114,985,55,50,171,0,22094152,10326580,,5208484,4496520,8656212,3732936,0,,286836,1467108,2174148,6398488,0
115,994,55,50,171,0,22058392,10409896,,5168660,4498708,8657468,3733556,0,,377024,1462944,2173216,6396712,0
116,1003,55,50,171,0,21982572,10515688,,5084808,4499632,8683772,3714360,0,,520264,1460528,2123888,6411008,0
117,1011,55,50,171,0,22048052,10488456,,5170100,4498356,8648552,3731044,0,,332092,1460976,2297752,6397636,0
118,1020,55,50,171,0,22061220,10124164,,5196100,4500388,8649444,3715288,0,,309956,1202172,2198048,6413988,0
119,1029,55,50,168,0,22102944,10033020,,5198900,4500308,8682180,3721556,0,,294080,1201300,2130624,6407016,0
120,1037,55,50,168,0,21970960,10282912,,5080708,4483204,8682272,3724776,0,,534824,1217840,2125836,6404412,0
121,1046,55,50,168,0,22017220,10292212,,5149100,4481776,8659728,3726616,0,,380360,1220076,2289884,6401892,0
122,1055,55,50,168,0,22005016,10199048,,5185764,4481676,8590620,3746956,0,,324636,1219304,2279796,6375312,0
123,1063,55,50,168,0,21942372,12649052,,5036072,4479432,8682732,3744136,0,,2928460,1220112,2118296,6382184,0
