Iteration,Elapsed,Running,Creating,Total Active Memory,Total Free Memory, Active,0,1,2,3,4,5,Free,0,1,2,3,4,5
203,3,0,0,111470580,164429908,,17430656,18391044,18060040,18906892,18078448,20603500,,27786608,27975384,28382504,26815944,28480076,24989392
204,227,0,0,111359440,164523140,,17322200,18396420,18060984,18904660,18075640,20599536,,27856220,27974484,28380608,26828760,28490632,24992436
205,223,0,0,111290060,164581868,,17280944,18396240,18068932,18925576,18076668,20541700,,27896112,27973860,28381576,26809068,28483368,25037884
206,246,0,0,111374632,164471868,,17309656,18402832,18068900,18920096,18079036,20594112,,27861840,27966304,28372444,26813896,28488408,24968976
207,244,0,0,111394808,164432248,,17356804,18395316,18066788,18921880,18081348,20572672,,27822640,27971904,28381128,26788140,28486612,24981824
208,5,0,0,111483424,164363040,,17396480,18397960,18069756,18920044,18100548,20598636,,27770444,27978664,28374520,26815240,28472372,24951800
209,5,0,0,111428420,164389800,,17411044,18403092,18079808,18927980,18105228,20501268,,27749208,27964668,28364868,26792340,28471836,25046880
210,224,0,0,111371148,164468344,,17320564,18415696,18085636,18940672,18102380,20506200,,27817884,27965416,28387840,26794432,28478896,25023876
211,243,0,0,111414744,164331864,,17296236,18405904,18079924,18926228,18090028,20616424,,27850628,27964828,28345948,26788648,28474644,24907168
212,66,0,0,111516724,164243556,,17416888,18405416,18080364,18933172,18088376,20592508,,27756612,27965628,28355000,26785216,28464628,24916472
213,105,0,0,111451976,164251876,,17288100,18418540,18081720,18946592,18095236,20621788,,27799804,27964784,28344232,26770828,28470436,24901792
214,185,0,0,111486616,164263508,,17350216,18405424,18080460,18959464,18112248,20578804,,27785696,27958608,28364484,26777728,28455148,24921844
215,244,0,0,111328656,164354044,,17195436,18403292,18091944,18931840,18092576,20613568,,27928596,27964772,28341952,26788464,28459580,24870680
216,4,0,0,111487968,164134584,,17372244,18406508,18092620,18930824,18094512,20591260,,27737588,27962504,28345460,26769496,28438456,24881080
217,4,0,0,111501048,164199180,,17362112,18416436,18084184,18937856,18095152,20605308,,27771464,27967240,28364648,26758388,28467720,24869720
218,244,0,0,111442184,164148392,,17280896,18414992,18087164,18943164,18094268,20621700,,27787704,27953432,28340656,26771744,28450324,24844532
219,4,0,0,111569872,164142236,,17378716,18410992,18093808,18952084,18100976,20633296,,27741656,27961528,28348528,26772668,28449464,24868392
220,123,0,0,111424388,164244744,,17288340,18415208,18089668,18940516,18099276,20591380,,27741496,27947140,28326340,26763892,28460620,25005256
221,244,0,0,111554596,164292400,,17323072,18414880,18096172,18950484,18100160,20669828,,27862804,27949272,28332656,26760476,28446608,24940584
222,225,0,0,111479148,164324152,,17325712,18416516,18090792,18956060,18093048,20597020,,27825396,27940600,28344664,26746696,28463104,25003692
223,3,0,0,111589592,164227408,,17368704,18417312,18089532,18957608,18096616,20659820,,27821940,27954728,28339444,26756940,28434380,24919976
224,244,0,0,111547932,164255892,,17395920,18421504,18087800,18952612,18096524,20593572,,27804420,27943900,28331512,26756192,28449336,24970532
225,224,0,0,111474272,164292612,,17298384,18418832,18086876,18956092,18107904,20606184,,27879604,27936596,28331100,26745484,28439400,24960428
226,4,0,0,111637772,164150432,,17453452,18421112,18083720,18963000,18114988,20601500,,27743560,27931492,28339368,26741180,28441812,24953020
227,5,0,0,111651704,164149100,,17494012,18426096,18086732,18974884,18100080,20569900,,27710492,27938500,28328720,26737728,28449176,24984484
228,172,0,0,111569224,164215472,,17335960,18428372,18098452,18976888,18108304,20621248,,27847092,27917956,28328860,26743052,28445844,24932668
229,203,0,0,111548632,164191040,,17354908,18430452,18089128,18968672,18101860,20603612,,27845396,27922436,28336132,26733028,28442404,24911644
230,202,0,0,111603376,164076984,,17361352,18427480,18081500,18966908,18107824,20658312,,27776248,27924868,28329068,26736508,28430156,24880136
231,126,0,0,111741656,164028148,,17494832,18433088,18089980,18981640,18109508,20632608,,27713660,27928120,28338016,26720644,28424200,24903508
232,4,0,0,111822784,163902760,,17540224,18440636,18087168,18985992,18120840,20647924,,27632200,27922812,28331912,26711692,28428832,24875312
233,244,0,0,111683944,164016780,,17397212,18448416,18092364,18983564,18129712,20632676,,27761076,27890636,28329440,26720536,28423612,24891480
234,4,0,0,111897364,163834756,,17536404,18452668,18097988,18991748,18123088,20695468,,27626172,27906524,28328960,26729316,28421920,24821864
235,244,0,0,111719208,163944964,,17395612,18466372,18095660,18993552,18123912,20644100,,27704396,27894584,28328116,26694696,28422104,24901068
236,226,0,0,111743044,163911048,,17382052,18453148,18092908,19008584,18139844,20666508,,27752512,27904828,28314868,26700748,28388836,24849256
237,244,0,0,111831116,163864936,,17419984,18459084,18096244,19002884,18147712,20705208,,27710592,27887344,28336340,26716512,28407416,24806732
238,224,0,0,111747212,163832824,,17364496,18458492,18097504,18995348,18142996,20688376,,27705508,27880624,28320932,26700540,28402056,24823164
239,104,0,0,111780444,163922604,,17375952,18458068,18098832,19000160,18150128,20697304,,27739520,27899428,28313676,26706152,28410084,24853744
240,15,0,0,111852516,163701180,,17505540,18448872,18098004,18993180,18152008,20654912,,27553412,27909132,28319320,26694120,28405544,24819652
241,3,0,0,111908876,163752148,,17540860,18443972,18100392,19003476,18148088,20672088,,27592708,27918292,28320576,26693564,28401912,24825096
242,224,0,0,111753032,163810156,,17392316,18447716,18098164,18990276,18156324,20668236,,27686596,27908660,28319172,26708624,28375008,24812096
243,5,0,0,111905800,163665276,,17485128,18448308,18099752,18992504,18148616,20731492,,27592940,27896604,28316048,26691588,28385268,24782828
244,200,0,0,111694836,163799952,,17342136,18461080,18103772,19000560,18148904,20638384,,27727508,27891348,28294656,26688316,28385620,24812504
245,244,0,0,111710480,163795908,,17341384,18455792,18105804,18997056,18160792,20649652,,27713048,27889724,28309968,26684884,28381656,24816628
246,4,0,0,111928828,163639320,,17493544,18460600,18107040,19011524,18151704,20704416,,27595016,27889460,28313060,26691928,28377796,24772060
247,4,0,0,111914476,163674316,,17423864,18451324,18105548,19002508,18153268,20777964,,27682440,27894984,28312872,26692244,28387004,24704772
248,224,0,0,111420868,164121140,,17300472,18395960,18032984,18937532,18071456,20682464,,27730800,27956344,28397164,26768892,28482552,24785388
249,4,0,0,111601172,164079144,,17454584,18395924,18046804,18938552,18074536,20690772,,27631992,27977240,28390232,26774972,28513128,24791580
250,243,0,0,111539608,164122780,,17434556,18401916,18029684,18930696,18073552,20669204,,27661740,27984060,28404552,26773780,28484508,24814140
251,4,0,0,111620168,164026184,,17490012,18388856,18041592,18933600,18063956,20702152,,27607276,27984668,28404792,26766080,28511236,24752132
252,179,0,0,111668020,163917304,,17459756,18400256,18045496,18934268,18065552,20762692,,27644660,27962400,28382648,26748108,28477340,24702148
253,184,0,0,111470460,164128112,,17340944,18390156,18027928,18933896,18067912,20709624,,27766184,27970824,28394472,26756324,28492152,24748156
254,239,0,0,111475132,164089404,,17402196,18404692,18032472,18952520,18068396,20614856,,27685764,27970688,28392740,26741984,28482928,24815300
255,204,0,0,111556592,164031704,,17393264,18398796,18036444,18950660,18063152,20714276,,27698916,27966840,28384800,26751120,28491600,24738428
256,4,0,0,111719536,163899140,,17440980,18403936,18048736,18972592,18098980,20754312,,27662304,27972288,28377328,26727524,28496216,24663480
257,205,0,0,111620276,163926460,,17447216,18404408,18035972,18963424,18071108,20698148,,27599928,27955544,28398636,26748104,28487112,24737136
258,5,0,0,111582344,164130288,,17484696,18394900,18034244,18973576,18075680,20619248,,27594404,27972092,28401064,26734940,28485612,24942176
259,244,0,0,111834148,164042080,,17548332,18402840,18054652,18984660,18083488,20760176,,27669460,27976756,28379380,26703784,28476852,24835848
260,84,0,0,111653992,164169160,,17513128,18404104,18036008,18986856,18069940,20643956,,27669736,27975912,28388604,26711140,28482316,24941452
261,5,0,0,111616380,164187100,,17499396,18400516,18032952,18985788,18073516,20624212,,27722052,27959116,28388812,26705832,28465400,24945888
262,244,0,0,111754888,164059652,,17530036,18409628,18066604,19004360,18085164,20659096,,27670044,27954992,28375260,26682188,28461936,24915232
263,144,0,0,111688832,164107020,,17542788,18412412,18035184,18990632,18089352,20618464,,27641756,27968808,28390092,26697208,28469484,24939672
264,74,0,0,111704556,164165576,,17517004,18403544,18050992,18995068,18095336,20642612,,27741668,27947632,28378816,26689396,28451400,24956664
265,4,0,0,111760152,164076748,,17505592,18397948,18072168,19010968,18097492,20675984,,27706524,27967872,28357092,26681052,28456128,24908080
266,125,0,0,111870628,163934896,,17602132,18434208,18050468,19009332,18085004,20689484,,27576664,27938460,28368908,26704532,28454824,24891508
267,4,0,0,111822200,163954536,,17496504,18414580,18063668,19006240,18097376,20743832,,27706692,27925940,28349876,26688540,28447164,24836324
268,175,0,0,111870824,163896384,,17579748,18417884,18051596,18989040,18085844,20746712,,27645616,27939024,28367880,26695588,28447820,24800456
269,184,0,0,111871240,163911172,,17531768,18415168,18066296,19009236,18105080,20743692,,27648536,27929712,28346444,26675800,28444532,24866148
270,86,0,0,111830696,163943880,,17589264,18416240,18052900,18999564,18096920,20675808,,27596616,27945324,28356396,26689680,28450564,24905300
271,19,0,0,111875308,163898632,,17543940,18414440,18062392,18996372,18133872,20724292,,27656276,27946724,28350620,26678540,28431284,24835188
272,223,0,0,111902468,163876564,,17565256,18421708,18073560,19006624,18126592,20708728,,27648308,27929452,28343196,26685712,28433344,24836552
273,224,0,0,111922908,163817428,,17551920,18438632,18083308,19005616,18129372,20714060,,27648608,27921112,28326620,26661192,28408756,24851140
274,124,0,0,112022652,163971028,,17561320,18438352,18078652,19011204,18114144,20818980,,27615412,27913704,28349592,26685192,28451244,24955884
275,6,0,0,111971772,163994592,,17647608,18424440,18076364,19000016,18105068,20718276,,27653348,27936896,28345652,26684948,28434880,24938868
276,4,0,0,111903128,164071776,,17488600,18441896,18077040,19027408,18104156,20764028,,27811476,27918164,28338184,26643616,28438412,24921924
277,244,0,0,111906036,164053924,,17507432,18423412,18081344,19018920,18119368,20755560,,27800176,27920316,28352136,26655672,28429996,24895628
278,225,0,0,111985768,163970044,,17587524,18425744,18083952,19019452,18110540,20758556,,27715280,27924020,28328924,26641792,28437532,24922496
279,74,0,0,112007724,163975748,,17570540,18428372,18092036,19037132,18111152,20768492,,27733520,27918720,28315312,26664124,28435728,24908344
280,117,0,0,111905984,163998972,,17571932,18426544,18092900,19027768,18109864,20676976,,27742708,27918084,28315940,26662920,28416184,24943136
281,4,0,0,112020684,163947900,,17584488,18438680,18106636,19026104,18122156,20742620,,27727704,27926576,28290292,26664936,28411152,24927240
282,3,0,0,111960680,163959972,,17552896,18433268,18104876,19017796,18113180,20738664,,27730456,27918368,28296976,26654792,28432212,24927168
283,165,0,0,111958208,163971652,,17454488,18432112,18108968,19023644,18124064,20814932,,27850324,27919400,28297364,26654636,28417224,24832704
284,3,0,0,111987932,163947392,,17480848,18432400,18096884,19021188,18111204,20845408,,27809864,27893132,28309164,26659792,28432992,24842448
285,244,0,0,112010576,163886824,,17531144,18429824,18095000,19035428,18112752,20806428,,27765920,27899880,28301676,26654580,28427768,24837000
286,84,0,0,111956448,163912588,,17527784,18437668,18108392,19032796,18134596,20715212,,27744476,27915032,28270812,26635892,28390932,24955444
287,5,0,0,111998860,163891668,,17529948,18435056,18106628,19030328,18115108,20781792,,27755612,27895020,28300908,26655192,28400624,24884312
288,244,0,0,111974596,163936036,,17563116,18444320,18073476,19032932,18116560,20744192,,27736036,27912032,28332364,26641384,28416116,24898104
289,84,0,0,112003248,163898944,,17507300,18468512,18095076,19056276,18134744,20741340,,27795520,27891672,28326708,26603696,28387248,24894100
290,4,0,0,112005944,163884756,,17517276,18441624,18076524,19040432,18119100,20810988,,27746740,27903624,28323456,26639196,28422468,24849272
291,204,0,0,111994776,163901984,,17531216,18440384,18078200,19041776,18120908,20782292,,27738676,27908948,28332860,26636788,28416412,24868300
292,5,0,0,112147308,163757232,,17563408,18452888,18103880,19057256,18121064,20848812,,27712252,27904900,28303548,26612660,28415460,24808412
293,4,0,0,112069596,164145180,,17511916,18446032,18085084,19040916,18122488,20863160,,27806876,27916684,28317128,26616700,28409008,25078784
294,165,0,0,112007632,164380884,,17458580,18464728,18089072,19063620,18133200,20798432,,28048016,27898552,28316036,26585220,28414820,25118240
295,5,0,0,111974828,164372268,,17529944,18440800,18090516,19051476,18124880,20737212,,27981892,27899476,28323892,26601308,28395364,25170336
296,245,0,0,111974720,164446908,,17554712,18440360,18088356,19049516,18129384,20712392,,28002028,27904500,28312972,26613784,28407096,25206528
297,4,0,0,111999908,164392524,,17600640,18457000,18087728,19066876,18127672,20659992,,27939936,27890344,28314164,26609292,28406760,25232028
298,4,0,0,111917808,164441408,,17548612,18445488,18089824,19048080,18129964,20655840,,28006520,27896068,28294092,26617164,28402444,25225120
299,4,0,0,112017608,164389400,,17532044,18458408,18093352,19055716,18135576,20742512,,28011864,27879052,28311964,26605712,28409556,25171252
300,154,0,0,112105740,164260952,,17544396,18466252,18094160,19093152,18149092,20758688,,27985656,27865592,28317868,26569560,28386308,25135968
301,5,0,0,112125136,164295184,,17611316,18456720,18101748,19060348,18142552,20752452,,27963228,27898640,28301452,26588000,28399256,25144608
302,231,0,0,112217628,164184516,,17631920,18449984,18098812,19074532,18147184,20815196,,27920600,27887632,28302424,26589936,28394976,25088948
303,4,0,0,112225204,164135348,,17628020,18470408,18100100,19093340,18153676,20779660,,27873972,27884848,28292228,26570588,28374908,25138804
304,104,0,0,112236560,164118260,,17574360,18468200,18100420,19074636,18140052,20878892,,27968756,27876488,28294616,26575756,28382340,25020304
305,5,0,0,112195964,164142348,,17554916,18453024,18112120,19078536,18149436,20847932,,27980656,27868076,28288812,26567752,28380260,25056792
306,217,0,0,112135300,164241868,,17538392,18472236,18109172,19094328,18149016,20772156,,27996376,27864584,28288908,26568280,28378564,25145156
307,84,0,0,112332104,164038476,,17619564,18470488,18102636,19119072,18145464,20874880,,27908288,27874420,28298196,26552640,28384744,25020188
308,5,0,0,112288132,164112992,,17538068,18460472,18107696,19093616,18139120,20949160,,28014384,27878164,28308068,26555024,28391360,24965992
309,185,0,0,112294324,163988400,,17621360,18470656,18113148,19092804,18143720,20852636,,27884064,27880836,28277616,26554256,28361480,25030148
310,139,0,0,112248708,164066012,,17597944,18469060,18102180,19080284,18146052,20853188,,27932324,27863872,28295148,26563640,28367716,25043312
311,204,0,0,112233808,163999408,,17532280,18486148,18120700,19079752,18162904,20852024,,27956796,27846036,28275560,26544916,28363168,25012932
312,244,0,0,112391088,163956880,,17630440,18490260,18119660,19114848,18167388,20868492,,27886516,27853660,28281872,26553940,28349860,25031032
313,4,0,0,112175964,164178984,,17603772,18477560,18109248,19085640,18148332,20751412,,27948540,27847068,28271764,26564676,28376664,25170272
314,244,0,0,112397620,163975244,,17621108,18483008,18124072,19089380,18158208,20921844,,27937316,27854724,28270804,26559120,28368680,24984600
315,231,0,0,112296912,164033892,,17549168,18497632,18120532,19096656,18166288,20866636,,28002132,27831964,28274840,26543644,28361284,25020028
316,4,0,0,112208244,164127516,,17564396,18497812,18110504,19096444,18162276,20776812,,27975688,27824320,28291408,26547660,28365124,25123316
317,4,0,0,112469416,163946196,,17673260,18499624,18120804,19094716,18167952,20913060,,27857500,27829092,28269964,26543220,28348060,25098360
318,4,0,0,112172208,164105204,,17512136,18499996,18105432,19108476,18164808,20781360,,27985224,27829540,28293420,26545908,28359800,25091312
319,184,0,0,112392452,163925620,,17607328,18505400,18112016,19096828,18185856,20885024,,27936216,27824232,28266504,26541512,28347292,25009864
320,4,0,0,112297632,164015048,,17572552,18514716,18110780,19119496,18195260,20784828,,27945252,27813436,28287664,26523840,28330952,25113904
321,244,0,0,112337716,163990312,,17571680,18526332,18117588,19123084,18178628,20820404,,27948808,27826704,28276508,26499884,28346228,25092180
322,4,0,0,112439088,163965736,,17597200,18508636,18122072,19110032,18182944,20918204,,27931836,27821528,28247292,26514468,28333120,25117492
323,203,0,0,112423280,163893264,,17591016,18505588,18132012,19111736,18191596,20891332,,27951656,27832912,28245668,26524380,28323172,25015476
324,244,0,0,112372096,163896120,,17580532,18506844,18121536,19130184,18213280,20819720,,27950896,27814428,28257564,26513216,28316276,25043740
325,5,0,0,112379656,163839708,,17622864,18486792,18123636,19126244,18190356,20829764,,27882084,27834976,28261372,26481404,28326156,25053716
326,244,0,0,112506084,163764344,,17687128,18487540,18137420,19126360,18187772,20879864,,27858220,27834332,28248740,26511352,28313780,24997920
327,5,0,0,112484916,163784112,,17653584,18491256,18124220,19139212,18201324,20875320,,27871872,27840476,28249532,26504272,28313248,25004712
328,226,0,0,112558124,163741376,,17714520,18521776,18134064,19143844,18192168,20851752,,27826660,27828120,28243668,26478460,28325064,25039404
329,5,0,0,112541368,163740628,,17681228,18495224,18140496,19134128,18201868,20888424,,27822180,27832408,28247132,26501428,28329364,25008116
330,244,0,0,112596040,163663240,,17699800,18521032,18131252,19144984,18190236,20908736,,27817792,27808188,28243676,26490416,28320884,24982284
331,164,0,0,112452780,163812608,,17646120,18492584,18130976,19138888,18180588,20863624,,27880292,27834972,28256364,26495148,28324884,25020948
332,6,0,0,112548832,163803484,,17674080,18491764,18166332,19144636,18187072,20884948,,27839856,27829580,28227424,26486556,28335580,25084488
333,185,0,0,112454260,163807096,,17671552,18500976,18134932,19144988,18188756,20813056,,27894660,27803220,28228020,26453108,28322948,25105140
334,203,0,0,112411284,163952600,,17602196,18506264,18147264,19143112,18189596,20822852,,27947484,27812472,28239200,26483548,28317996,25151900
335,184,0,0,112487604,163817780,,17616688,18528928,18150828,19153760,18207448,20829952,,27920388,27796120,28241508,26467516,28301700,25090548
336,230,0,0,112438728,163881608,,17510784,18504884,18141444,19147264,18208356,20925996,,28058348,27798452,28234000,26493572,28294012,25003224
337,5,0,0,112378504,163933188,,17683680,18506356,18133388,19163192,18193996,20697892,,27874436,27807244,28235900,26455752,28303608,25256248
338,243,0,0,112534192,163799036,,17663340,18502852,18151012,19153416,18197496,20866076,,27949004,27801568,28233172,26475892,28303932,25035468
339,4,0,0,112528880,163757992,,17644608,18503020,18136036,19172048,18198464,20874704,,27911708,27801816,28239124,26452696,28293484,25059164
340,206,0,0,112567296,163778752,,17658116,18509276,18139800,19163800,18198168,20898136,,27908872,27827024,28234924,26465428,28304852,25037652
341,125,0,0,112648076,163619392,,17737628,18511288,18142624,19152200,18201064,20903272,,27824908,27800580,28215124,26467440,28297600,25013740
342,184,0,0,112590904,163694084,,17618760,18524204,18144776,19155644,18200996,20946524,,27939616,27803952,28225464,26460888,28302812,24961352
343,4,0,0,112634000,163705260,,17690156,18530680,18144896,19165812,18215736,20886720,,27843168,27794464,28245596,26465676,28301116,25055240
344,165,0,0,112679744,163660000,,17700340,18530288,18143668,19156188,18196648,20952612,,27847704,27794628,28236372,26476464,28315516,24989316
345,143,0,0,112569708,163755220,,17658736,18512804,18157564,19164316,18219236,20857052,,27913856,27798772,28226612,26463348,28293572,25059060
346,125,0,0,112448960,163864560,,17633276,18530960,18135196,19206196,18202120,20741212,,27914560,27790916,28242008,26437580,28315740,25163756
347,3,0,0,112658160,163663260,,17679548,18527876,18154548,19176364,18221248,20898576,,27908700,27792120,28228976,26443868,28287464,25002132
348,244,0,0,112715828,163590228,,17711848,18543656,18144484,19188772,18215708,20911360,,27834428,27770404,28230656,26434084,28308424,25012232
349,244,0,0,112690580,163671276,,17704664,18544808,18146104,19209248,18209264,20876492,,27872436,27774868,28226192,26429732,28289068,25078980
350,4,0,0,112689524,163594788,,17646944,18532472,18161552,19191404,18220208,20936944,,27927740,27769824,28210604,26426360,28288920,24971340
351,245,0,0,112655048,163630952,,17598048,18548496,18149056,19213972,18237420,20908056,,27927132,27782676,28230912,26396752,28265844,25027636
352,244,0,0,112719168,163586944,,17668272,18550340,18146972,19223032,18220000,20910552,,27888592,27770572,28226528,26391508,28270968,25038776
353,164,0,0,112545180,163723396,,17584012,18533724,18156236,19206700,18223092,20841416,,27958720,27761512,28211292,26410612,28283884,25097376
354,5,0,0,112668200,163650476,,17646832,18548896,18148980,19216780,18240644,20866068,,27916924,27766420,28218948,26408580,28276292,25063312
355,244,0,0,112631592,163584612,,17657156,18537948,18166012,19202632,18226208,20841636,,27884372,27765104,28194824,26415876,28271020,25053416
356,5,0,0,112730488,163560600,,17704400,18555756,18147280,19204628,18243536,20874888,,27850776,27763148,28216532,26403208,28269008,25057928
357,244,0,0,112744940,163616036,,17664120,18547464,18152156,19218624,18231800,20930776,,27985420,27754932,28213176,26384968,28267788,25009752
358,85,0,0,112767220,163461124,,17683700,18533396,18156068,19216536,18233176,20944344,,27867196,27765120,28208456,26383736,28260616,24976000
359,90,0,0,112814132,163412608,,17665316,18566320,18159380,19233380,18235364,20954372,,27866316,27745144,28212756,26373720,28244588,24970084
360,204,0,0,112682640,163556432,,17546124,18546548,18169288,19229668,18244864,20946148,,28000224,27759852,28197332,26393620,28237540,24967864
361,244,0,0,112776004,163480156,,17651020,18562788,18166076,19228760,18249360,20918000,,27893452,27761440,28200788,26389636,28231300,25003540
362,184,0,0,112710304,163533504,,17641184,18546852,18161864,19224544,18236276,20899584,,27878864,27757768,28189272,26377792,28272208,25057600
363,94,0,0,112793396,163540240,,17737548,18560960,18161888,19233792,18258560,20840648,,27926020,27740380,28203772,26361748,28256340,25051980
364,4,0,0,112787048,163475708,,17694368,18548408,18172952,19222700,18239320,20909300,,27857824,27759668,28176992,26382440,28240096,25058688
365,224,0,0,112804772,163470392,,17689020,18544820,18173648,19228404,18242756,20926124,,27886880,27759184,28172644,26374676,28245736,25031272
366,5,0,0,112786972,163495132,,17736128,18575420,18166012,19227328,18261604,20820480,,27835916,27722220,28200900,26374772,28232668,25128656
367,65,0,0,112857956,163454620,,17694812,18550756,18170160,19230484,18243788,20967956,,27906908,27748744,28187348,26358680,28257864,24995076
368,223,0,0,112766180,163491820,,17628860,18569636,18178144,19253848,18240196,20895496,,27957688,27734756,28192944,26344372,28250604,25011456
369,243,0,0,112923592,163395344,,17755184,18555452,18183192,19240092,18247692,20941980,,27873876,27741120,28165296,26363468,28240844,25010740
370,6,0,0,112977768,163276620,,17729916,18562572,18166616,19236516,18261296,21020852,,27848000,27720464,28179976,26363780,28222476,24941924
371,245,0,0,112912092,163332176,,17702780,18573004,18179716,19237524,18252560,20966508,,27854960,27724920,28186676,26347648,28241196,24976776
372,6,0,0,112909252,163328556,,17711892,18555220,18195704,19236484,18248732,20961220,,27867956,27734396,28161756,26361748,28249068,24953632
373,5,0,0,112855388,163374200,,17676436,18565072,18181956,19238936,18265920,20927068,,27900608,27736864,28162716,26353336,28209848,25010828
374,225,0,0,112895756,163338948,,17687956,18569656,18179672,19253916,18257700,20946856,,27877916,27719880,28174356,26334208,28250932,24981656
375,5,0,0,112970584,163232784,,17705264,18564680,18197464,19249156,18244608,21009412,,27850628,27734432,28166836,26318076,28238748,24924064
376,154,0,0,112784860,163398316,,17638040,18569196,18181348,19242552,18242212,20911512,,27917984,27715840,28163804,26341916,28230784,25027988
377,4,0,0,112941072,163282044,,17726940,18562624,18183364,19247724,18255732,20964688,,27859856,27727464,28172400,26333940,28234860,24953524
378,3,0,0,112965036,163250864,,17714884,18563104,18197320,19264944,18246976,20977808,,27818316,27717680,28173380,26344740,28230292,24966456
379,201,0,0,112955984,163294288,,17709600,18579652,18183960,19277764,18244608,20960400,,27859996,27726764,28155076,26318532,28251568,24982352
380,83,0,0,113047572,163206548,,17758244,18564028,18201600,19260872,18249256,21013572,,27864168,27713900,28145848,26321788,28228628,24932216
381,200,0,0,112896804,163284264,,17660460,18561908,18205328,19256108,18252252,20960748,,27886140,27732944,28145824,26319176,28226608,24973572
382,125,0,0,112986380,163201472,,17669344,18564572,18202644,19271500,18268460,21009860,,27879748,27724420,28141148,26310484,28217004,24928668
383,245,0,0,113018188,163192028,,17681172,18581212,18207148,19275584,18256248,21016824,,27854956,27709032,28141496,26319388,28216356,24950800
384,244,0,0,112945196,163272708,,17625464,18579796,18217592,19274056,18257548,20990740,,27946028,27706852,28126604,26312252,28225508,24955464
385,5,0,0,113001500,163235616,,17696484,18587600,18210616,19303968,18255868,20946964,,27889448,27693772,28125596,26299620,28229704,24997476
386,154,0,0,113102408,163092528,,17778216,18585236,18221556,19282344,18266284,20968772,,27796920,27697348,28126180,26289968,28205124,24976988
387,123,0,0,113128512,163083220,,17800004,18567988,18226472,19272692,18261604,20999752,,27784348,27715456,28122896,26293240,28201184,24966096
388,5,0,0,113188984,162998604,,17804744,18577288,18212240,19276956,18278612,21039144,,27751024,27715956,28129264,26314524,28175920,24911916
389,74,0,0,113230768,163005772,,17843772,18607312,18213544,19294924,18265068,21006148,,27776976,27703840,28114524,26278844,28205392,24926196
390,3,0,0,113122844,163038712,,17768416,18581660,18213192,19291696,18268760,20999120,,27787452,27693808,28114068,26292376,28203300,24947708
391,239,0,0,113170768,163043740,,17803924,18587676,18210272,19294372,18275776,20998748,,27752668,27698548,28163408,26279532,28184024,24965560
392,124,0,0,113175244,163040504,,17814184,18588568,18201500,19303032,18290452,20977508,,27774456,27694104,28148812,26268220,28192080,24962832
393,184,0,0,113189688,163007580,,17849260,18602104,18204784,19303132,18285068,20945340,,27705592,27688336,28128556,26275260,28190780,25019056
394,74,0,0,113292684,162901004,,17794360,18606716,18223416,19319356,18285352,21063484,,27781688,27680812,28121452,26245528,28188028,24883496
395,4,0,0,113304188,162881680,,17843524,18631212,18207028,19338332,18300048,20984044,,27734452,27658400,28134072,26228536,28174924,24951296
396,4,0,0,113322788,162865584,,17822892,18613968,18218772,19322132,18301128,21043896,,27745508,27673160,28109880,26255028,28175272,24906736
397,184,0,0,113313096,162881940,,17847416,18613084,18205996,19320372,18312888,21013340,,27714500,27672472,28136536,26257220,28161652,24939560
398,4,0,0,113218232,162951048,,17857188,18616172,18216876,19309628,18301332,20917036,,27696840,27671772,28135748,26259664,28172172,25014852
399,84,0,0,113283584,162860468,,17849544,18613372,18218452,19308472,18309308,20984436,,27699468,27677240,28111788,26257540,28142924,24971508
400,203,0,0,113258616,163026596,,17841484,18614712,18222684,19317300,18305336,20957100,,27758304,27668372,28128440,26254600,28175580,25041300
401,245,0,0,113190160,162972224,,17778448,18607600,18222616,19307848,18318824,20954824,,27798460,27661736,28098692,26242776,28141464,25029096
402,3,0,0,113151372,163063344,,17844800,18603328,18224420,19311104,18306404,20861316,,27742616,27684704,28114204,26242496,28171436,25107888
403,158,0,0,113048048,163150716,,17667568,18605372,18209888,19348340,18308028,20908852,,27888404,27679052,28122332,26236328,28159824,25064776
404,85,0,0,113180336,163040384,,17747336,18608332,18220760,19321908,18302012,20979988,,27826740,27670720,28139788,26237740,28164668,25000728
405,123,0,0,113240300,162995796,,17770052,18625004,18210752,19342328,18302768,20989396,,27809288,27644232,28140612,26235552,28170552,24995560
406,5,0,0,113329124,162848200,,17823748,18615488,18224320,19326368,18292828,21046372,,27764316,27651672,28102448,26244708,28162444,24922612
407,206,0,0,113397256,162842912,,17861244,18615780,18226652,19331068,18313272,21049240,,27763452,27657604,28102468,26230468,28176136,24912784
408,4,0,0,113360524,162825080,,17857712,18624500,18208428,19329868,18296744,21043272,,27748688,27636640,28130848,26219072,28168172,24921660
409,224,0,0,113236252,162964188,,17780628,18612428,18228876,19329408,18300468,20984444,,27830692,27660824,28095468,26226172,28162080,24988952
410,4,0,0,113313656,162876820,,17816312,18632912,18213808,19334640,18325732,20990252,,27788428,27627916,28109752,26234484,28152524,24963716
411,8,0,0,113317744,162908656,,17851900,18622104,18234412,19352112,18307204,20950012,,27744348,27664380,28094880,26218400,28161196,25025452
412,223,0,0,113407528,162809472,,17843020,18636388,18227396,19344784,18322804,21033136,,27751144,27643184,28110464,26207760,28141532,24955388
413,4,0,0,113408308,162774216,,17840416,18631940,18235576,19346468,18307852,21046056,,27753996,27635896,28087044,26211516,28145928,24939836
