Iteration,Elapsed,Running,Creating,Total Active Memory,Total Free Memory, Active,0,1,2,3,4,5,Free,0,1,2,3,4,5
414,184,0,0,113314576,162947416,,17721288,18617468,18221200,19351684,18331160,21071776,,27972764,27657256,28105980,26210968,28132780,24867668
415,184,0,0,113144052,162975792,,17691592,18626688,18223484,19352136,18325708,20924444,,27893104,27637180,28102092,26177728,28144660,25021028
416,244,0,0,113398496,162739996,,17772508,18616224,18237860,19361452,18310176,21100276,,27814124,27642012,28089544,26209120,28145436,24839760
417,164,0,0,113250216,162929344,,17752636,18621464,18229916,19358260,18314196,20973744,,27871392,27638328,28096888,26196684,28128188,24997864
418,4,0,0,113382308,162793232,,17770548,18639924,18226052,19371284,18313484,21061016,,27858148,27617648,28089212,26173816,28141556,24912852
419,245,0,0,113413648,162822076,,17743036,18626724,18230800,19390996,18324524,21097568,,27883756,27626776,28080596,26174972,28144968,24911008
420,224,0,0,113320436,162825484,,17736008,18625788,18266852,19367804,18318656,21005328,,27824736,27633564,28089972,26176224,28137628,24963360
421,244,0,0,113408188,162742912,,17767488,18628540,18239036,19363628,18330472,21079024,,27836452,27632476,28070708,26172208,28133992,24897076
422,245,0,0,113551048,162555312,,17807576,18653984,18237620,19395700,18324888,21131280,,27778012,27598904,28066004,26160236,28122964,24829192
423,225,0,0,113380160,162786740,,17770952,18651844,18240176,19371800,18351532,20993856,,27823536,27619736,28086228,26172984,28108508,24975748
424,4,0,0,113577368,162598036,,17818380,18642736,18256492,19397632,18329000,21133128,,27778976,27624440,28073720,26152196,28134996,24833708
425,239,0,0,113569160,162606920,,17840320,18643740,18274972,19376080,18332964,21101084,,27752484,27611936,28076684,26171944,28120916,24872956
426,5,0,0,113578076,162547968,,17857400,18652320,18243968,19388296,18339756,21096336,,27743408,27606432,28067592,26146220,28102664,24881652
427,185,0,0,113409116,162675764,,17819956,18645300,18260304,19381504,18331608,20970444,,27757940,27613728,28044468,26148988,28123664,24986976
428,5,0,0,113501620,162565088,,17818472,18647692,18248880,19382828,18344540,21059208,,27745472,27611348,28055348,26150020,28103608,24899292
429,244,0,0,113525612,162534164,,17884432,18655700,18245268,19383616,18335764,21020832,,27676840,27590136,28069488,26147780,28115088,24934832
430,5,0,0,113565940,162531708,,17829188,18665760,18259344,19382704,18332260,21096684,,27737328,27604312,28058028,26148924,28111412,24871704
431,180,0,0,113405572,162672228,,17746644,18652892,18259560,19389140,18331296,21026040,,27822356,27596000,28050696,26139840,28117412,24945924
432,4,0,0,113510032,162545284,,17844584,18651392,18245852,19383364,18351812,21033028,,27735260,27588736,28049136,26145244,28099632,24927276
433,245,0,0,113668112,162476352,,17879312,18652392,18257804,19405504,18342692,21130408,,27706940,27601028,28050892,26126032,28125204,24866256
434,4,0,0,113605948,162513884,,17897576,18652088,18243784,19404716,18361328,21046456,,27716532,27582920,28058168,26127348,28099728,24929188
435,224,0,0,113473732,162608004,,17765000,18666692,18245000,19412052,18345168,21039820,,27810612,27572116,28055360,26106332,28108420,24955164
436,4,0,0,113575904,162549604,,17802272,18654548,18253064,19411636,18346884,21107500,,27808408,27586544,28059208,26121940,28098424,24875080
437,245,0,0,113680200,162395004,,17888960,18652780,18253304,19418048,18359612,21107496,,27685796,27600000,28056216,26106220,28076732,24870040
438,203,0,0,113708940,162452672,,17861932,18658256,18276488,19449184,18353144,21109936,,27753972,27587644,28034696,26093024,28101244,24882092
439,228,0,0,113716264,162420968,,17861220,18660060,18268256,19424540,18347340,21154848,,27779068,27572788,28038728,26093156,28094544,24842684
440,4,0,0,113695832,162426560,,17827736,18679184,18256088,19426968,18349508,21156348,,27781684,27571004,28040392,26096624,28094388,24842468
441,244,0,0,113607360,162534348,,17795780,18653700,18254400,19441700,18354644,21107136,,27818040,27607088,28064128,26075544,28078888,24890660
442,4,0,0,113694232,162436944,,17880148,18661996,18259816,19413252,18368032,21110988,,27743336,27582076,28057612,26099228,28072432,24882260
443,243,0,0,113636728,162454224,,17845392,18673116,18253880,19422400,18356164,21085776,,27738200,27573472,28050400,26106808,28085532,24899812
444,5,0,0,113628360,162474900,,17813112,18659356,18267704,19423040,18357944,21107204,,27792192,27571700,28036336,26095096,28087812,24891764
445,245,0,0,113636008,162419252,,17779400,18672584,18255936,19427792,18373576,21126720,,27799396,27564964,28050580,26078820,28073400,24852092
446,84,0,0,113591816,162504056,,17712048,18669636,18256572,19445484,18371880,21136196,,27874336,27585116,28028116,26075540,28077036,24863912
447,5,0,0,113694912,162423648,,17782888,18666488,18262192,19432372,18385508,21165464,,27828540,27569588,28029740,26079812,28048096,24867872
448,5,0,0,113678560,162382768,,17822076,18679888,18264728,19463060,18373852,21074956,,27766140,27564392,28035320,26073368,28075648,24867900
449,223,0,0,113727104,162350084,,17780972,18667536,18263348,19458064,18365188,21191996,,27800720,27567684,28044320,26066600,28065560,24805200
450,4,0,0,113718012,162338952,,17811672,18666652,18264944,19435668,18378296,21160780,,27786996,27580196,28036168,26084104,28057812,24793676
451,204,0,0,113684200,162406492,,17843024,18693788,18267204,19441636,18366880,21071668,,27771176,27557532,28040652,26055336,28059052,24922744
452,84,0,0,113700416,162414768,,17816856,18672660,18279984,19459708,18365956,21105252,,27792808,27569352,28017032,26075316,28058056,24902204
453,3,0,0,113757224,162393752,,17861132,18672956,18262636,19444380,18381620,21134500,,27752800,27568856,28025188,26090848,28060164,24895896
454,185,0,0,113735148,162304996,,17791204,18689064,18272348,19466672,18373652,21142208,,27812720,27519984,28018988,26040592,28070640,24842072
455,105,0,0,113788224,162339176,,17889132,18701952,18290896,19458972,18363188,21084084,,27710400,27550080,27997872,26057324,28066276,24957224
456,94,0,0,113808380,162245000,,17859752,18683760,18282096,19477836,18367148,21137788,,27765232,27539184,28006400,26053704,28057256,24823224
457,4,0,0,113738576,162328196,,17812520,18684096,18278928,19460872,18385400,21116760,,27808456,27546532,28024880,26041852,28033420,24873056
458,230,0,0,113976604,162134680,,17973684,18683980,18270216,19481296,18384712,21182716,,27664740,27567968,28008380,26055492,28043888,24794212
459,104,0,0,113953628,162120540,,17910464,18692380,18270320,19483248,18365688,21231528,,27688384,27551872,28025516,26019560,28060428,24774780
460,5,0,0,113776208,162225960,,17844252,18681548,18270836,19467024,18384380,21128168,,27729044,27545644,28033008,26036856,28032732,24848676
461,171,0,0,114010528,162095760,,17991076,18680896,18270548,19469976,18390808,21207224,,27645232,27559016,28034452,26035408,28036736,24784916
462,4,0,0,114050164,162002872,,17960568,18684600,18274708,19482764,18367104,21280420,,27628712,27557884,28019184,26021632,28069020,24706440
463,245,0,0,113863072,162222660,,17845412,18690868,18281928,19480132,18373316,21191416,,27756664,27540764,28009448,26034356,28058332,24823096
464,4,0,0,113935808,162145724,,17920412,18707352,18271392,19470956,18389388,21176308,,27698720,27538064,28036128,26035048,28034856,24802908
465,223,0,0,113765788,162309056,,17817740,18688792,18273316,19487864,18384116,21113960,,27799568,27550420,28007384,26025828,28037704,24888152
466,5,0,0,113861900,162221348,,17865720,18696164,18283088,19464736,18393476,21158716,,27710728,27538384,28029568,26044444,28042416,24855808
467,224,0,0,113894092,162152204,,17917348,18713580,18270992,19483640,18381788,21126744,,27678340,27525588,28013848,26033676,28048248,24852504
468,104,0,0,113930108,162187180,,17907700,18709776,18292168,19499164,18393484,21127816,,27700512,27534372,27996616,26019016,28022484,24914180
469,245,0,0,113942668,162204924,,17960720,18709356,18293480,19473796,18395684,21109632,,27774948,27519904,27987560,26025240,28013832,24883440
470,83,0,0,113972608,162142888,,17903424,18726536,18281248,19483344,18420368,21157688,,27736044,27504396,27997504,26026704,28018796,24859444
471,4,0,0,113978924,162141380,,17867584,18718924,18282204,19512476,18413528,21184208,,27757276,27520188,28007332,25995872,28030496,24830216
472,184,0,0,114030192,162028928,,17895696,18722040,18288732,19501336,18411816,21210572,,27722400,27512416,28007900,25983932,28010208,24792072
473,3,0,0,113923188,162145212,,17880044,18727424,18290756,19488936,18411156,21124872,,27735752,27502812,28000272,26008316,28013720,24884340
474,244,0,0,114093208,162012672,,17931728,18750360,18306896,19484488,18426944,21192792,,27685128,27485428,27996352,26018544,27994456,24832764
475,244,0,0,113951696,162160584,,17863704,18739756,18296936,19510284,18419716,21121300,,27787400,27498372,27983532,25983484,28006220,24901576
476,5,0,0,113971176,162124152,,17885436,18728604,18301904,19504532,18422276,21128424,,27747088,27500256,27985512,26004860,27990296,24896140
477,200,0,0,114117004,161965900,,17890532,18741360,18328432,19507544,18423468,21225668,,27725844,27494112,27952520,25981280,28006604,24805540
478,185,0,0,114046520,162156328,,17873920,18749072,18306924,19515888,18425240,21175476,,27876940,27478336,27976284,25968760,28005120,24850888
479,244,0,0,114073252,161936352,,17879804,18720304,18311020,19519868,18425508,21216748,,27730780,27494728,27980332,25972852,27985600,24772060
480,204,0,0,114050172,162010968,,17887208,18732492,18330448,19546428,18420760,21132836,,27725436,27493120,27956832,25956448,28000316,24878816
481,185,0,0,114227296,161806024,,17946596,18719676,18340272,19536924,18408832,21274996,,27666952,27509824,27939864,25948720,28000684,24739980
482,144,0,0,114098988,161919868,,17943752,18738468,18327372,19536200,18410848,21142348,,27655916,27507372,27958264,25950720,28003288,24844308
483,5,0,0,114214948,161903480,,17974452,18731188,18326616,19552092,18412160,21218440,,27755736,27493700,27962716,25935520,27988652,24767156
484,232,0,0,114260872,161722128,,17973200,18726688,18344988,19546660,18417656,21251680,,27620924,27491540,27952868,25945628,27996948,24714220
485,60,0,0,114004232,161970312,,17886412,18726696,18323256,19528116,18431488,21108264,,27711060,27477308,27959456,25965432,27978412,24878644
486,4,0,0,114145468,161882556,,17910204,18734272,18336144,19546836,18413128,21204884,,27704984,27505420,27941628,25927908,27996956,24805660
487,245,0,0,114124000,161844652,,17960288,18735096,18340292,19538956,18413404,21135964,,27640196,27474732,27955260,25954688,27984712,24835064
488,4,0,0,114156732,161842360,,17963528,18762400,18323236,19536160,18417416,21153992,,27636056,27453940,27955516,25955808,27995916,24845124
489,245,0,0,114307104,161642796,,17997492,18734580,18320800,19562748,18420380,21271104,,27606384,27490004,27928372,25911984,27978292,24727760
490,85,0,0,114229856,161718776,,17956160,18737708,18309556,19547732,18427308,21251392,,27650084,27477184,27958308,25936516,27965792,24730892
491,4,0,0,114258432,161759748,,17956516,18750708,18308832,19545796,18439292,21257288,,27636840,27456080,27949228,26001516,27977136,24738948
492,4,0,0,114200976,161772460,,17982532,18735532,18318660,19543168,18423824,21197260,,27614660,27474332,27966156,25933068,27981200,24803044
493,243,0,0,114313976,161619236,,18036992,18736136,18313092,19541528,18439444,21246784,,27543368,27483164,27961272,25930300,27966760,24734372
494,4,0,0,114329168,161659636,,17996296,18750012,18316308,19546072,18429152,21291328,,27591108,27483928,27993504,25910916,27974176,24706004
495,85,0,0,114242004,161677252,,18032908,18740356,18319340,19547332,18423144,21178924,,27546768,27479808,27942908,25916120,27984556,24807092
496,4,0,0,114275944,161738656,,17951820,18752520,18322636,19550216,18448468,21250284,,27659400,27454080,27950968,25911304,27987592,24775312
497,228,0,0,114284584,161676348,,18008516,18758236,18328684,19566924,18433708,21188516,,27565472,27451152,27953444,25911364,27975780,24819136
498,102,0,0,114196124,161720356,,18016784,18742792,18320796,19551368,18443760,21120624,,27561604,27462152,27950904,25905228,27977980,24862488
499,164,0,0,114208652,161737768,,17942892,18742204,18353332,19581912,18435488,21152824,,27617036,27473196,27936108,25892284,27971600,24847544
500,244,0,0,114203284,161720988,,17963824,18742324,18330060,19567152,18433764,21166160,,27632180,27463276,27940380,25896896,27978284,24809972
501,5,0,0,114341364,161626208,,18016212,18766392,18349588,19567616,18442152,21199404,,27569496,27451340,27946540,25899132,27969992,24789708
502,244,0,0,114296696,161679356,,17882540,18752636,18356168,19595212,18445532,21264608,,27707588,27449676,27927584,25876428,27962944,24755136
503,184,0,0,114270108,161727512,,17946292,18756208,18345112,19571276,18459432,21191788,,27645504,27449676,27931356,25904432,27956516,24840028
504,226,0,0,114342372,161624560,,18010272,18753320,18339112,19579424,18464380,21195864,,27599348,27464672,27938960,25883028,27946692,24791860
505,203,0,0,114361784,161680436,,17947464,18769400,18330420,19592132,18460404,21261964,,27675252,27453628,27935496,25867848,27959364,24788848
506,3,0,0,114314204,161602604,,17945624,18754528,18328656,19592592,18452048,21240756,,27642176,27451252,27929400,25863596,27946396,24769784
507,55,0,0,114329652,161584400,,17906808,18776628,18342876,19594980,18453484,21254876,,27680548,27435712,27917504,25857684,27954652,24738300
508,163,0,0,114358040,161546124,,17904864,18759952,18330540,19599700,18454112,21308872,,27698900,27445096,27930788,25867264,27951780,24652296
509,205,0,0,114440476,161502120,,17911104,18768296,18336776,19593836,18477184,21353280,,27671364,27429728,27927120,25877516,27928636,24667756
510,212,0,0,114425804,161414488,,17963868,18780304,18338448,19595420,18474264,21273500,,27606276,27438516,27921220,25861576,27911472,24675428
511,5,0,0,114466892,161490092,,17879160,18784828,18355660,19618612,18462544,21366088,,27706416,27440132,27908188,25849944,27932124,24653288
512,73,0,0,114446572,161471208,,17980860,18771840,18339564,19610196,18470156,21273956,,27609192,27428916,27914628,25869472,27930748,24718252
513,4,0,0,114368648,161457760,,17951460,18782888,18339612,19596784,18457012,21240892,,27611876,27404624,27908360,25853500,27948752,24730648
514,165,0,0,114362952,161468244,,17921172,18770360,18332148,19616972,18452224,21270076,,27653208,27432764,27921296,25846416,27936968,24677592
515,4,0,0,114485796,161330500,,17972488,18768032,18331652,19604684,18471180,21337760,,27610496,27407008,27919156,25823944,27939524,24630372
516,244,0,0,114576304,161229236,,17974772,18786652,18351744,19606636,18457756,21398744,,27568372,27382524,27894408,25839900,27926592,24617440
517,4,0,0,114414032,161481160,,17992820,18777644,18335976,19603324,18464996,21239272,,27600872,27417236,27929468,25848868,27934640,24750076
518,244,0,0,114600072,161249516,,18039324,18778020,18348952,19612016,18494448,21327312,,27527328,27425400,27896100,25822636,27917960,24660092
519,144,0,0,114642848,161224876,,18071268,18778736,18345912,19626144,18485092,21335696,,27488304,27419736,27892508,25840680,27930540,24653108
520,4,0,0,114625548,161213328,,18087916,18778312,18350708,19639268,18471040,21298304,,27513340,27414444,27892412,25807728,27906264,24679140
521,139,0,0,114546960,161272728,,18020360,18796668,18362376,19646004,18470732,21250820,,27518588,27411488,27884384,25791360,27924428,24742480
522,244,0,0,114598016,161154656,,18034172,18781004,18350748,19642080,18470712,21319300,,27515684,27420184,27878488,25798988,27913400,24627912
523,4,0,0,114745996,161189588,,18145428,18777552,18354976,19630404,18482068,21355568,,27462552,27422556,27893996,25806688,27908408,24695388
524,3,0,0,114612724,161195060,,18034608,18784404,18368368,19648240,18471248,21305856,,27508696,27404760,27905508,25792480,27927504,24656112
525,244,0,0,114676408,161120820,,18103932,18785152,18351172,19652752,18475320,21308080,,27457388,27402032,27885624,25800824,27906540,24668412
526,4,0,0,114627508,161151732,,17991112,18785612,18354860,19662784,18482412,21350728,,27550912,27394612,27883204,25790184,27917192,24615628
527,245,0,0,114600212,161141488,,18038692,18798068,18356196,19645660,18489340,21272256,,27501260,27393676,27875152,25790692,27894752,24685956
528,5,0,0,114697580,161025576,,18040828,18800984,18388636,19663088,18480472,21323572,,27505960,27381308,27848208,25765712,27891976,24632412
529,246,0,0,114562864,161198780,,17960548,18788156,18368440,19631828,18496428,21317464,,27581400,27401180,27877644,25810664,27882760,24645132
530,4,0,0,114593744,161230920,,18018536,18818288,18377476,19650280,18479432,21249732,,27540636,27393116,27865636,25780944,27921084,24729504
531,245,0,0,114606496,161194948,,18068420,18777884,18372312,19672920,18477420,21237540,,27489016,27417260,27878756,25779196,27912088,24718632
532,5,0,0,114618444,161135252,,18101320,18785400,18360628,19645464,18495136,21230496,,27448220,27408352,27870656,25774096,27903384,24730544
533,244,0,0,114573196,161210476,,18042064,18787652,18371052,19679352,18484200,21208876,,27503932,27392732,27879312,25767308,27905280,24761912
534,4,0,0,114596236,161244488,,18103216,18789648,18362220,19660480,18501428,21179244,,27583964,27402112,27867352,25748404,27864152,24778504
535,246,0,0,114538816,161158996,,17960868,18805308,18373656,19667040,18490000,21241944,,27550144,27391108,27856632,25758132,27889336,24713644
536,204,0,0,114676580,161110544,,18076720,18797936,18365788,19657048,18486664,21292424,,27476764,27399700,27869952,25769976,27913828,24680324
537,244,0,0,114684208,161057500,,18056092,18791216,18369060,19660232,18513444,21294164,,27502184,27397196,27852784,25782644,27871228,24651464
538,244,0,0,114677672,161068316,,17979672,18807672,18385780,19662356,18494260,21347932,,27561476,27382704,27853076,25790040,27884172,24596848
539,228,0,0,114730868,161190020,,18043876,18809776,18384592,19692828,18489444,21310352,,27631728,27397268,27850016,25761224,27892212,24657572
540,223,0,0,114666036,161108824,,18015432,18802272,18373856,19669232,18506480,21298764,,27568888,27384040,27848392,25764856,27874288,24668360
541,244,0,0,114745740,160971784,,18021332,18815416,18391160,19681480,18486952,21349400,,27543624,27362528,27843416,25731328,27893556,24597332
542,124,0,0,114626836,161074052,,18004760,18804704,18370868,19693804,18504788,21247912,,27544912,27383840,27838980,25738332,27863336,24704652
543,163,0,0,114703332,161043576,,17987004,18823876,18381380,19691416,18510692,21308964,,27589276,27357816,27849740,25728004,27858236,24660504
544,4,0,0,114765856,160963288,,18017988,18819280,18381340,19691332,18513252,21342664,,27533312,27350944,27868260,25733996,27861432,24615344
545,196,0,0,114844540,160998076,,18063464,18822976,18385112,19715152,18520940,21336896,,27584544,27374636,27853696,25739644,27845280,24600276
546,239,0,0,114877772,160847292,,18094704,18834832,18379448,19691464,18529064,21348260,,27449788,27364768,27854944,25736388,27843620,24597784
547,5,0,0,114862080,160861652,,18075640,18849956,18393104,19693804,18541960,21307616,,27478680,27331320,27856452,25730876,27820540,24643784
548,244,0,0,114899988,160919708,,18017716,18853684,18376512,19720856,18533128,21398092,,27539400,27329220,27872404,25703488,27839904,24635292
549,105,0,0,114918920,160803660,,18044500,18844096,18378076,19698456,18556120,21397672,,27488748,27329900,27852384,25729768,27823236,24579624
550,54,0,0,114938468,160812544,,18064160,18850048,18382132,19701236,18572580,21368312,,27484184,27336452,27856984,25724160,27822520,24588244
551,150,0,0,114903040,160810656,,18028164,18848728,18395260,19705136,18563724,21362028,,27496804,27338600,27851024,25720720,27826492,24577016
552,184,0,0,114856268,160811512,,18073704,18849484,18374604,19703836,18544140,21310500,,27437956,27332736,27855780,25729932,27829932,24625176
553,4,0,0,114860904,160792604,,18016976,18848828,18391044,19701548,18542292,21360216,,27515860,27327908,27822196,25705436,27823320,24597884
554,211,0,0,114964228,160716092,,18113212,18863624,18392880,19706932,18542636,21344944,,27456228,27305100,27845352,25705676,27835176,24568560
555,204,0,0,114796764,160894560,,18041024,18847300,18384380,19705120,18528580,21290360,,27522328,27330416,27839532,25698792,27850724,24652768
556,204,0,0,114918696,160726444,,18081124,18832052,18385156,19711792,18547828,21360744,,27442516,27338764,27855892,25697092,27815912,24576268
557,165,0,0,114925768,160699076,,18016460,18847876,18384044,19726684,18534200,21416504,,27513500,27299640,27841340,25691960,27827688,24524948
558,11,0,0,114908868,160731896,,18057248,18837100,18386440,19709392,18554780,21363908,,27447368,27335068,27840424,25709524,27816344,24583168
559,3,0,0,114951176,160695028,,18072160,18859960,18387376,19724708,18539616,21367356,,27463836,27319208,27844612,25683552,27826232,24557588
560,3,0,0,114856436,160772984,,18088288,18852716,18399200,19716244,18553440,21246548,,27416072,27337660,27835732,25703804,27813060,24666656
561,165,0,0,114909300,160771296,,18053452,18839596,18405168,19728004,18538900,21344180,,27506108,27335256,27823128,25681092,27836976,24588736
562,124,0,0,114901716,160756948,,18066160,18840628,18389436,19763016,18541292,21301184,,27451968,27327232,27844560,25671244,27833488,24628456
563,205,0,0,114832448,160746904,,18024772,18848036,18387576,19741644,18574116,21256304,,27486920,27324192,27816244,25657632,27804560,24657356
564,4,0,0,115032364,160611772,,18061284,18867860,18393068,19761864,18556724,21391564,,27474652,27300436,27830868,25665916,27817292,24522608
565,244,0,0,115040528,160570216,,18064076,18854708,18398572,19773536,18552208,21397428,,27469432,27314884,27818000,25625232,27813784,24528884
566,3,0,0,115138316,160515472,,18082004,18885528,18410056,19761824,18539804,21459100,,27432888,27302396,27816352,25676604,27837196,24450036
567,244,0,0,114899548,160736968,,17934100,18853628,18396084,19791288,18539236,21385212,,27593348,27324168,27827808,25621316,27822484,24547844
568,244,0,0,115146384,160582256,,18147836,18852304,18393072,19775020,18551776,21426376,,27418412,27306928,27834176,25635952,27830192,24556596
569,227,0,0,115025852,160649648,,18027880,18853264,18437940,19753660,18557252,21395856,,27488960,27306920,27819440,25659380,27820784,24554164
570,4,0,0,115047560,160570176,,18077860,18873472,18406396,19767528,18546332,21375972,,27431132,27303320,27820696,25633744,27824772,24556512
571,243,0,0,115110064,160455152,,18122064,18855792,18405152,19773368,18552872,21400816,,27392604,27296064,27792216,25638200,27799856,24536212
572,144,0,0,115046068,160510660,,18089944,18863524,18430424,19763088,18551044,21348044,,27385752,27300708,27778472,25638852,27804604,24602272
573,5,0,0,115000724,160578132,,17970556,18873836,18417968,19774924,18556196,21407244,,27536476,27284140,27796768,25616436,27805964,24538348
574,223,0,0,115139748,160454292,,18068376,18860936,18422180,19792144,18548540,21447572,,27480972,27293380,27787160,25627684,27779176,24485920
575,4,0,0,115244368,160396068,,18129636,18866668,18439720,19775692,18553116,21479536,,27415872,27300860,27782072,25634368,27809116,24453780
576,216,0,0,115141360,160398000,,18084348,18861680,18438904,19770504,18559540,21426384,,27426020,27294172,27764584,25622928,27801908,24488388
577,5,0,0,115255420,160294032,,18108900,18877676,18449348,19770556,18570536,21478404,,27417772,27289044,27775804,25616956,27768704,24425752
578,227,0,0,115209148,160313848,,18081152,18873624,18442032,19783776,18578476,21450088,,27422772,27283452,27769884,25619684,27770152,24447904
579,37,0,0,115242908,160431068,,18091856,18888884,18440860,19789224,18575852,21456232,,27533856,27283088,27768580,25591836,27781816,24471892
580,4,0,0,115144504,160387856,,18118400,18870600,18446360,19781168,18586492,21341484,,27393964,27283220,27759464,25605136,27776180,24569892
581,244,0,0,115241216,160411960,,18142256,18877104,18459644,19781108,18569980,21411124,,27493776,27275752,27744192,25600576,27795036,24502628
582,164,0,0,115262656,160282224,,18125704,18888680,18441484,19796732,18567308,21442748,,27366684,27258064,27762476,25605284,27778968,24510748
583,5,0,0,115170800,160362636,,18031272,18875384,18453912,19779116,18571596,21459520,,27492036,27281552,27755596,25608904,27784924,24439624
584,228,0,0,115249844,160294716,,18114804,18878844,18460544,19788708,18576104,21430840,,27399480,27286192,27755020,25593624,27777840,24482560
585,224,0,0,115365700,160247252,,18153652,18890572,18439608,19805892,18592512,21483464,,27341952,27254496,27756604,25575320,27782736,24536144
586,4,0,0,115303700,160196264,,18141688,18874588,18465160,19792552,18576728,21452984,,27361956,27286432,27726576,25602504,27748496,24470300
587,184,0,0,115400956,160151252,,18240372,18888144,18442624,19797244,18576428,21456144,,27270568,27262864,27780532,25593716,27775848,24467724
588,4,0,0,115327844,160205988,,18213428,18895612,18427296,19796096,18590464,21404948,,27295844,27274096,27766244,25582376,27755780,24531648
589,245,0,0,115342108,160082980,,18161708,18887248,18430980,19802860,18588240,21471072,,27302364,27252796,27772904,25571848,27762424,24420644
590,4,0,0,115315280,160208152,,18179692,18877372,18435812,19797444,18597852,21427108,,27313660,27277620,27788376,25576632,27752112,24499752
591,228,0,0,115347200,160124984,,18161092,18884092,18428620,19809172,18598884,21465340,,27316556,27264208,27762832,25573480,27759704,24448204
592,3,0,0,115441532,160051464,,18162464,18895004,18437420,19831112,18586684,21528848,,27325736,27246832,27773628,25567360,27743340,24394568
593,4,0,0,115307508,160157188,,18159584,18884540,18432784,19804668,18602560,21423372,,27339108,27268512,27773320,25567876,27726292,24482080
594,230,0,0,115243944,160139464,,18161728,18886352,18435192,19807300,18599516,21353856,,27291184,27248868,27749072,25569380,27755628,24525332
595,4,0,0,115292664,160207360,,18121544,18905956,18435452,19820108,18581348,21428256,,27434496,27233052,27773992,25545832,27742012,24477976
596,244,0,0,115323372,160131052,,18085384,18926420,18448888,19829932,18588244,21444504,,27375396,27238464,27758676,25546508,27759980,24452028
597,85,0,0,115315216,160149532,,18185348,18891772,18435348,19817220,18594448,21391080,,27299352,27254952,27744296,25568916,27748808,24533208
598,6,0,0,115270520,160203108,,18202208,18914540,18440644,19829972,18588248,21294908,,27285340,27233368,27758936,25560904,27747508,24617052
599,4,0,0,115300956,160136272,,18195432,18893404,18436412,19815036,18595920,21364752,,27273236,27256904,27764744,25556672,27753552,24531164
600,204,0,0,115286624,160137388,,18071532,18889728,18457840,19818180,18582976,21466368,,27413772,27237548,27744976,25547052,27749828,24444212
601,5,0,0,115279508,160107380,,18144564,18895220,18458968,19823520,18592716,21364520,,27320732,27239632,27737672,25534204,27753996,24521144
602,104,0,0,115318404,160088012,,18160480,18896480,18438640,19839580,18606260,21376964,,27291320,27258380,27754196,25541572,27728684,24513860
603,5,0,0,115294308,160127512,,18069356,18897580,18454172,19838536,18593480,21441184,,27413988,27238388,27732620,25542104,27753728,24446684
604,245,0,0,115347528,160086768,,18147792,18900788,18440952,19836596,18610976,21410424,,27305476,27241900,27756436,25523976,27760368,24498612
605,144,0,0,115235660,160139204,,18074804,18903984,18451236,19830212,18591752,21383672,,27388640,27238848,27739668,25532956,27728452,24510640
606,184,0,0,115353016,160067716,,18132284,18905728,18446552,19846088,18611536,21410828,,27333096,27251284,27754624,25525544,27715460,24487708
607,244,0,0,115565776,159870436,,18239424,18903428,18451080,19849904,18602224,21519716,,27264588,27238040,27720072,25517592,27737280,24392864
608,204,0,0,115577576,159878612,,18234736,18932124,18453320,19867220,18608352,21481824,,27225044,27222416,27736376,25506020,27700300,24488456
609,4,0,0,115466144,159884840,,18172116,18903884,18462420,19856836,18603704,21467184,,27300232,27235564,27707992,25507568,27728264,24405220
610,4,0,0,115489228,159897636,,18192404,18928100,18448384,19882428,18621460,21416452,,27298776,27191124,27734712,25481596,27719060,24472368
611,244,0,0,115592396,159829860,,18196380,18907760,18450504,19892516,18602984,21542252,,27289592,27227308,27741588,25457360,27722564,24391448
612,5,0,0,115635712,159757752,,18232564,18926180,18451776,19896048,18631640,21497504,,27230476,27215768,27745812,25456568,27701728,24407400
613,75,0,0,115634184,159783784,,18222984,18910576,18474648,19880468,18613220,21532288,,27279888,27221848,27723672,25485184,27722408,24350784
614,5,0,0,115555644,159774408,,18214304,18923748,18450432,19897924,18602996,21466240,,27243876,27207156,27726220,25478012,27707280,24411864
615,83,0,0,115648500,159683728,,18249556,18905084,18455396,19867016,18610744,21560704,,27216696,27223244,27717772,25484716,27720712,24320588
616,125,0,0,115628376,159724140,,18246496,18918448,18469404,19868992,18610840,21514196,,27236372,27193884,27703284,25484736,27729588,24376276
617,164,0,0,115584292,159753292,,18171480,18931508,18469780,19878908,18615784,21516832,,27313856,27204144,27708656,25459560,27698756,24368320
618,4,0,0,115594344,159729512,,18178388,18931440,18483684,19877068,18636708,21487056,,27269100,27215992,27714916,25476388,27653020,24400096
619,97,0,0,115511020,159811084,,18171716,18910652,18468956,19872288,18626552,21460856,,27296248,27214548,27712856,25476640,27670740,24440052
620,244,0,0,115616844,159677776,,18220680,18946144,18468684,19889128,18627268,21464940,,27223756,27183504,27718828,25450380,27695440,24405868
621,245,0,0,115687124,159690520,,18265632,18932368,18467956,19886212,18657340,21477616,,27222712,27191628,27704524,25479868,27685468,24406320
622,4,0,0,115709812,159657708,,18252032,18948856,18471436,19884496,18640860,21512132,,27212168,27169724,27715944,25469720,27695544,24394608
623,244,0,0,115642968,159550116,,18187684,18948352,18469900,19901688,18639940,21495404,,27238992,27170524,27705136,25441952,27655456,24338056
624,105,0,0,115713304,159591228,,18229268,18952764,18484816,19889168,18642824,21514464,,27226612,27171668,27690168,25460392,27669824,24372564
