Iteration,Elapsed,Running,Creating,Terminating,Total Active Memory,Total Free Memory, Active,0,1,2,3,Free,0,1,2,3
123,2,123,0,0,24926976,87806340,,4386856,4578676,7852580,8108864,,25308160,23958476,19406688,19133016
124,6,124,0,0,24952052,87778344,,4390068,4581112,7853236,8127636,,25306560,23958188,19404076,19109520
125,4,125,0,0,24989992,87736516,,4412668,4590132,7866952,8120240,,25264704,23935096,19407248,19129468
126,3,126,0,0,24974656,87734972,,4403024,4603240,7837496,8130896,,25272268,23943228,19428056,19091420
127,6,127,0,0,24979204,87747632,,4395672,4603676,7856216,8123640,,25298804,23933000,19406284,19109544
128,3,128,0,0,24947924,87763644,,4417100,4608644,7799252,8122928,,25266500,23932852,19459336,19104956
129,4,129,0,0,24965684,87739308,,4407688,4625484,7795672,8136840,,25274368,23921680,19459612,19083648
130,0,129,0,0,24994952,87699568,,4406400,4645016,7800880,8142656,,25271120,23890316,19449656,19088476
131,3,131,0,0,25023076,87672768,,4411936,4633840,7824584,8152716,,25259464,23904116,19427356,19081832
132,3,132,0,0,25039312,87659172,,4411928,4634136,7837360,8155888,,25252636,23904312,19428376,19073848
133,3,133,0,0,25081460,87618848,,4431080,4635400,7843576,8171404,,25252304,23889540,19417252,19059752
134,3,134,0,0,25092456,87573936,,4421072,4662608,7835368,8173408,,25251500,23878656,19403388,19040392
135,3,135,0,0,25122076,87547028,,4421712,4653956,7854772,8191636,,25247352,23882084,19395756,19021836
136,4,136,0,0,25113256,87554040,,4431988,4647732,7854648,8178888,,25246528,23891808,19385300,19030404
137,3,137,0,0,25130832,87544292,,4438380,4651184,7856712,8184556,,25229072,23894040,19390644,19030536
138,3,138,0,0,25133944,87536848,,4429560,4662672,7855936,8185776,,25234976,23867064,19410124,19024684
139,2,138,0,0,25184328,87456688,,4437332,4655880,7861112,8230004,,25228576,23874380,19384316,18969416
140,4,140,0,0,25190500,87458952,,4436812,4661392,7870648,8221648,,25238260,23873512,19374272,18972908
141,7,141,0,0,25199060,87435740,,4440828,4662464,7870432,8225336,,25224824,23858280,19368272,18984364
142,3,142,0,0,25201920,87417476,,4439648,4669416,7872260,8220596,,25218608,23862312,19360200,18976356
143,4,143,0,0,25223612,87424508,,4447252,4671988,7870524,8233848,,25226604,23849984,19378472,18969448
144,4,144,0,0,25250996,87385580,,4448272,4673008,7897988,8231728,,25216304,23868180,19342652,18958444
145,1,144,0,0,25270412,87357200,,4463748,4673540,7901176,8231948,,25203560,23858888,19331420,18963332
146,3,146,0,0,25274044,87338568,,4459960,4693108,7905612,8215364,,25216432,23828836,19323000,18970300
147,5,147,0,0,25294176,87350728,,4452160,4706804,7920356,8214856,,25220100,23825684,19311136,18993808
