Start,GetPodsTime,Wanted,Running,Creating,Pending,Terminating,Error,Total Active Memory,Total Free Memory,Total Available,Total Buffers,Total Cached,Active,0,1,2,3,Free,0,1,2,3,Available,0,1,2,3,Buffers,0,1,2,3,Cached,0,1,2,3
0,0,0,0,0,0,1,0,42367528,69866136,107370304,7920,38347636,,6693744,14239312,13605564,7828908,,23082536,12519576,13063396,21200628,,30480124,23377576,23804076,29708528,,1980,1980,1980,1980,,7372576,11156232,11040416,8778412
3,0,1,0,1,0,0,0,42363460,69844532,107349200,7920,38348216,,6690812,14236100,13607188,7829360,,23069512,12520740,13061000,21193280,,30466928,23379292,23801788,29701192,,1980,1980,1980,1980,,7372480,11156796,11040512,8778428
5,1,2,0,2,0,0,0,42904644,69330280,106835740,7920,38768384,,6959844,14237892,13614208,8092700,,22808676,12516784,13047544,20957276,,30206352,23375528,23788588,29465272,,1980,1980,1980,1980,,7593292,11156932,11040776,8977384
8,0,3,0,3,0,0,0,43267064,68981336,106489444,7920,39078632,,7034684,14242860,13808404,8181116,,22732424,12519008,12864508,20865396,,30130336,23377880,23607828,29373400,,1980,1980,1980,1980,,7676164,11157064,11171584,9073820
11,0,4,0,4,0,0,0,43621620,68603068,106111768,7920,39360056,,7082812,14353840,13953240,8231728,,22683804,12407760,12710068,20801436,,30081904,23266756,23453600,29309508,,1980,1980,1980,1980,,7726152,11200308,11314108,9119488
14,0,5,1,4,0,0,0,44247856,67951692,105461208,7920,39917952,,7309168,14555576,13994656,8388456,,22457556,12191380,12653660,20649096,,29856220,23050556,23397248,29157184,,1980,1980,1980,1980,,7872652,11399340,11365412,9280548
16,0,6,2,4,0,0,0,44896740,67285100,104795860,7920,40513848,,7536016,14612992,14092532,8655200,,22212340,12126012,12556032,20390716,,29611660,22985452,23299876,28898872,,1980,1980,1980,1980,,8102308,11469376,11461456,9480708
19,0,7,3,4,0,0,0,45419356,66791740,104303164,7920,40999740,,7592340,14698628,14379976,8748412,,22164808,12056040,12274284,20296608,,29564336,22915632,23018420,28804776,,1980,1980,1980,1980,,8180472,11551160,11684700,9583408
22,0,8,4,4,0,0,0,45907496,66275756,103788564,7920,41465040,,7664012,14982752,14472592,8788140,,22099148,11762880,12174644,20239084,,29499184,22622812,22919252,28747316,,1980,1980,1980,1980,,8249516,11771884,11818400,9625240
25,0,9,5,4,0,0,0,46426860,65775072,103288668,7920,41943464,,7820372,15129232,14531044,8946212,,21946016,11629380,12107496,20092180,,29346576,22489452,22852212,28600428,,1980,1980,1980,1980,,8372864,11916400,11873340,9780860
27,0,10,6,4,0,0,0,47160256,64992072,102506884,7920,42569332,,8078720,15178656,14680732,9222148,,21672984,11563496,11961016,19794576,,29074220,22423896,22705856,28302912,,1980,1980,1980,1980,,8599624,11975320,12005744,9988644
30,0,11,7,4,0,0,0,47654620,64493200,102008736,7920,43012356,,8139648,15291548,14918696,9304728,,21615136,11446816,11722960,19708288,,29016628,22307380,22468096,28216632,,1980,1980,1980,1980,,8677892,12086384,12167068,10081012
