Start,GetPodsTime,Wanted,Running,Creating,Pending,Terminating,Error,Total Active Memory,Total Free Memory,Total Available,Total Buffers,Total Cached,Active,0,1,2,3,Free,0,1,2,3,Available,0,1,2,3,Buffers,0,1,2,3,Cached,0,1,2,3
1,0,0,0,0,0,1,0,12924088,107693856,119980972,7920,14105568,,3984292,2291580,2852820,3795396,,26102468,28128956,26903112,26559320,,29191100,30843956,30479428,29466488,,1980,1980,1980,1980,,3468168,3417840,3938432,3281128
4,0,1,0,1,0,0,0,12626080,107966412,120253276,7920,13806548,,3984464,1995812,2853992,3791812,,26094744,28414600,26903040,26554028,,29183420,31129128,30479392,29461336,,1980,1980,1980,1980,,3468272,3118552,3938464,3281260
6,0,2,0,2,0,0,0,13089776,107513148,119846112,7920,14209820,,3979776,2224072,2854592,4031336,,26104016,28190896,26897816,26320420,,29192884,30905676,30474188,29273364,,1980,1980,1980,1980,,3468400,3346656,3938484,3456280
8,1,3,0,3,0,0,0,13508696,107095060,119476332,7920,14575180,,3979928,2274112,3053744,4200912,,26119084,28128064,26694152,26153760,,29207968,30843088,30318184,29107092,,1980,1980,1980,1980,,3468416,3404204,4076500,3626060
10,1,4,1,3,0,0,0,13777680,106814996,119212440,7920,14840732,,4017892,2286148,3261728,4211912,,26088104,28121012,26481632,26124248,,29186028,30838976,30105912,29081524,,1980,1980,1980,1980,,3477456,3429340,4283852,3650084
13,0,5,1,4,0,0,0,14267320,106167408,118705100,7920,15332932,,4344736,2418588,3286896,4217100,,25743132,27976128,26430724,26017424,,28877652,30694308,30055912,29077228,,1980,1980,1980,1980,,3765024,3498612,4316768,3752528
15,0,6,1,5,0,0,0,14777404,105371172,118174552,7920,15994436,,4412028,2654788,3450940,4259648,,25653560,27746176,26287020,25684416,,28791324,30464636,29912608,29005984,,1980,1980,1980,1980,,3840652,3729864,4416088,4007832
17,0,7,1,6,0,0,0,15052532,104889432,117888528,7920,16443812,,4462636,2692896,3648580,4248420,,25561192,27677388,25967732,25683120,,28747800,30396044,29697844,29046840,,1980,1980,1980,1980,,3899096,3781604,4714600,4048512
19,1,8,1,7,0,0,0,15449920,103810616,117436112,7920,17332468,,4772500,2705160,3697768,4274492,,25070044,27688984,25673220,25378368,,28424196,30408556,29621484,28981876,,1980,1980,1980,1980,,4296408,3794060,4958812,4283188
22,0,9,2,7,0,0,0,15934816,102949032,116916304,7920,18053280,,4838252,2824860,3703120,4568584,,24729372,27568524,25419364,25231772,,28333260,30288564,29629812,28664668,,1980,1980,1980,1980,,4625824,3851756,5211016,4364684
