Iteration,Elapsed,Running,Creating,Terminating,Total Active Memory,Total Free Memory, Active,0,1,2,3,Free,0,1,2,3
132,0,42,0,0,80733796,38953744,,19167392,19690572,20768656,21107176,,11412392,9825504,8722348,8993500
133,1,42,0,0,80811992,38868912,,19163980,19694068,20767696,21186248,,11406780,9819092,8720172,8922868
134,0,42,0,0,81044660,38623832,,19164916,19710296,20774500,21394948,,11420164,9795912,8710304,8697452
135,0,42,0,0,81218548,38477636,,19164692,19689488,20896292,21468076,,11418176,9841816,8589944,8627700
136,1,42,0,0,81247704,38445224,,19164984,19690328,20888380,21504012,,11421108,9840836,8600856,8582424
137,0,42,0,0,81361684,38319396,,19171036,19690844,20906752,21593052,,11419556,9824584,8574860,8500396
138,0,42,0,0,81632680,38029892,,19186468,19692712,21008272,21745228,,11402860,9817752,8464612,8344668
139,1,41,0,0,80889620,38738120,,18425504,19692452,21008212,21763452,,12145280,9816272,8472988,8303580
140,0,41,0,0,80863988,38843360,,18643572,19448696,21008228,21763492,,11930056,10070272,8502756,8340276
141,0,40,0,0,81342192,38356224,,18759100,19707740,21110636,21764716,,11824192,9813176,8384264,8334592
142,1,41,0,0,81421680,38297068,,18836292,19709808,21110440,21765140,,11748656,9819620,8393920,8334872
143,0,41,0,0,81427760,38266240,,18836100,19706656,21120048,21764956,,11743084,9816900,8386960,8319296
144,0,41,0,0,81623040,38050580,,18938248,19711156,21215112,21758524,,11640332,9814240,8275608,8320400
145,0,41,0,0,81623084,38037600,,18936852,19708528,21218204,21759500,,11630468,9813312,8268220,8325600
146,0,41,0,0,81638592,38051900,,18942312,19708548,21234596,21753136,,11630400,9813972,8267732,8339796
147,0,41,0,0,81843744,37854992,,19039216,19709972,21335064,21759492,,11539608,9818028,8154248,8343108
148,1,41,0,0,81843476,37834196,,19038292,19711008,21335328,21758848,,11543376,9817048,8147500,8326272
149,0,41,0,0,80509844,39150480,,19042148,19708216,21339112,20420368,,11541768,9820488,8133396,9654828
150,0,39,0,0,81049640,38635820,,19136232,19709344,21342328,20861736,,11447560,9828268,8147152,9212840
151,1,39,0,0,81174900,38517864,,19144232,19708488,21433892,20888288,,11429884,9824568,8063884,9199528
152,0,38,0,0,80586456,39086136,,19148564,19083108,21439228,20915556,,11426732,10447032,8032380,9179992
153,0,39,0,0,80887148,38756820,,19134900,19302220,21437064,21012964,,11447352,10200100,8034844,9074524
