Iteration,Elapsed,Running,Creating,Terminating,Total Active Memory,Total Free Memory, Active,0,1,2,3,Free,0,1,2,3
273,57,0,0,0,118227388,2051516,,30004928,29616360,28530140,30075960,,361644,589368,750056,350448
274,120,0,0,0,117929776,2395564,,29999164,29519604,28354108,30056900,,383296,708936,919828,383504
275,11,0,0,0,117965648,2325204,,29980096,29537016,28410796,30037740,,416524,669840,832804,406036
276,27,0,0,0,118202140,1944696,,29980572,29594340,28576324,30050904,,399168,433700,721868,389960
277,39,0,0,0,117911156,2705144,,30003280,29435036,28385564,30087276,,361764,862584,1119632,361164
278,23,26,0,0,117968664,2524992,,30024232,29461992,28405780,30076660,,359976,844476,955640,364900
279,17,0,0,0,117886696,2680920,,30004108,29485124,28356512,30040952,,361820,877652,1069708,371740
280,4,0,0,0,117690652,2856444,,29973576,29344696,28319348,30053032,,419192,942284,1126364,368604
281,24,0,0,0,117778676,2877336,,29986236,29467868,28275556,30049016,,389360,964212,1165100,358664
282,111,0,0,0,117945300,2521228,,30020760,29477892,28365332,30081316,,371016,766196,1046960,337056
283,4,0,0,0,117942880,2567924,,29963240,29533148,28391504,30054988,,402436,812568,972212,380708
284,3,0,0,0,117822436,2823856,,29947452,29411580,28405868,30057536,,417936,872868,1183908,349144
285,32,0,0,0,117818820,2610196,,29962196,29488028,28290712,30077884,,374776,801552,1102248,331620
286,36,26,0,0,117904244,2481548,,29982136,29454984,28355080,30112044,,382308,773672,1006764,318804
287,47,0,0,0,117980060,2426964,,29998000,29452300,28433388,30096372,,366248,788320,936392,336004
288,3,0,0,0,118002524,2443476,,29992876,29489848,28431396,30088404,,389272,762460,937764,353980
289,2,0,0,0,117941052,2540264,,29952884,29533160,28404848,30050160,,422972,779592,960236,377464
290,2,0,0,0,117759256,2660336,,29950304,29463200,28296868,30048884,,425748,779136,1067680,387772
291,32,0,0,0,118074768,2291832,,29993568,29617564,28364632,30099004,,384176,618796,972160,316700
292,12,0,0,0,118250388,2169212,,30004492,29758136,28388752,30099008,,380372,523908,950424,314508
293,100,0,0,0,118013036,2362140,,29978656,29588596,28360540,30085244,,386160,664920,963056,348004
294,2,0,0,0,118007248,2372756,,29961220,29609668,28358652,30077708,,410908,622044,998584,341220
295,2,0,0,0,117870544,2463316,,29957680,29410420,28424032,30078412,,399616,848648,885148,329904
296,42,26,0,0,118174680,2086616,,30000752,29508772,28589992,30075164,,370192,640388,719280,356756
297,50,0,0,0,118021468,2317220,,29979360,29531324,28430088,30080696,,417580,673504,872068,354068
298,4,0,0,0,117972660,2512044,,29957204,29487652,28467248,30060556,,421544,744412,983420,362668
299,2,0,0,0,117818996,2376236,,29967976,29399232,28359340,30092448,,397728,787120,883888,307500
300,4,0,0,0,118086444,2017400,,30012492,29564716,28385912,30123324,,356992,532536,824860,303012
301,70,26,0,0,118298488,1821584,,30039652,29729480,28389052,30140304,,337584,399388,806592,278020
302,72,0,0,0,117919548,2227556,,30018412,29503428,28273688,30124020,,350044,642028,935164,300320
303,4,0,0,0,117777804,2452908,,30000224,29324584,28360452,30092544,,366764,788928,990000,307216
304,4,0,0,0,117554668,2521396,,29990312,29326804,28166408,30071144,,381384,799000,1016760,324252
305,3,0,0,0,117492364,2618552,,29963256,29331796,28129020,30068292,,406308,793036,1080324,338884
306,51,0,0,0,117673880,2407228,,29986952,29337804,28268476,30080648,,372344,738552,965400,330932
307,52,0,0,0,117816628,2218260,,29995496,29446376,28264860,30109896,,356688,680016,876944,304612
308,72,0,0,0,117832684,2223940,,30001720,29387788,28329824,30113352,,377420,706260,848424,291836
309,114,26,0,0,118240448,1808068,,30019308,29508104,28570692,30142344,,348416,598064,592580,269008
310,21,0,0,0,118035176,1986844,,30008700,29519036,28388040,30119400,,372892,540260,772040,301652
311,13,0,0,0,117973240,2127024,,29992668,29581052,28289448,30110072,,402268,530856,873968,319932
312,2,0,0,0,117973172,2013356,,29973188,29606304,28306440,30087240,,392452,455800,824776,340328
313,3,0,0,0,117861260,2135212,,29961840,29552124,28273264,30074032,,403604,500508,899252,331848
314,4,0,0,0,117875572,2090904,,29971684,29552964,28241292,30109632,,390460,537132,854388,308924
315,73,26,0,0,118189940,1872656,,30045552,29665192,28345184,30134012,,338240,443992,808580,281844
316,58,0,0,0,117767288,2229584,,29993256,29479512,28194392,30100128,,371748,593164,962304,302368
317,2,0,0,0,117543852,2403272,,29980732,29482292,28004640,30076188,,414340,502860,1145264,340808
318,2,0,0,0,117625400,2395932,,29967708,29559296,28019428,30078968,,386668,502020,1164396,342848
319,3,0,0,0,117505364,2516792,,29964188,29393580,28055576,30092020,,407164,709216,1076220,324192
320,63,26,0,0,117900964,2002948,,30041536,29681912,28029044,30148472,,316672,351104,1071412,263760
321,51,0,0,0,117937572,2025252,,30060728,29673228,28085456,30118160,,334632,395064,1000376,295180
322,172,0,0,0,117968768,2060536,,30039584,29555996,28236696,30136492,,322228,456600,865820,415888
323,62,0,0,0,117810504,2422964,,29998212,29498676,28205848,30107768,,373340,590552,1013644,445428
324,19,0,0,0,117542368,2539196,,29978704,29376600,28114152,30072912,,385584,668828,1010680,474104
325,3,0,0,0,117562524,2349196,,29974868,29355652,28109556,30122448,,392348,694728,856620,405500
326,57,26,0,0,117794460,2229840,,30025308,29415640,28228268,30125244,,333460,434900,1058452,403028
327,65,0,0,0,117632400,2691800,,30024548,29287320,28202912,30117620,,332364,882700,1047824,428912
328,53,0,0,0,117356864,2890180,,29992320,29203344,28067536,30093664,,372004,914968,1169916,433292
329,3,0,0,0,117485044,2833072,,30006444,29295364,28083440,30099796,,366524,826908,1201700,437940
330,4,0,0,0,117391116,2882692,,29995800,29193916,28074592,30126808,,371996,949520,1147180,413996
331,174,0,0,0,117480092,2759308,,30030120,29170876,28160704,30118392,,343348,921596,1087324,407040
332,10,0,0,0,117416140,2796192,,30010776,29175496,28126516,30103352,,350092,901044,1110152,434904
333,2,0,0,0,117486632,2744276,,30023760,29236636,28135044,30091192,,341532,865580,1088116,449048
334,4,0,0,0,117421092,2800700,,30003076,29110112,28202040,30105864,,369164,990192,1012488,428856
335,2,0,0,0,117662024,2475496,,30040200,29324008,28164624,30133192,,303100,773020,1002824,396552
336,125,0,0,0,118059448,2097704,,30027484,29530648,28339128,30162188,,319908,528936,852260,396600
337,4,0,0,0,118148884,2062292,,30063136,29596844,28355108,30133796,,291096,508456,858480,404260
338,3,0,0,0,117753748,2338632,,30050860,29366924,28198060,30137904,,310072,671352,970256,386952
339,4,0,0,0,117919144,2224804,,30040100,29463364,28275608,30140072,,312480,591400,934208,386716
340,76,0,0,0,117708816,2346420,,30055404,29362772,28162836,30127804,,310404,701308,940628,394080
341,42,0,0,0,117678364,2379208,,30014748,29416244,28137696,30109676,,336764,613764,1008488,420192
342,61,0,0,0,117918148,2193024,,29995256,29572804,28246968,30103120,,358120,489784,914504,430616
343,9,0,0,0,117773512,2302088,,30041928,29329692,28275424,30126468,,361880,685992,859800,394416
344,106,0,0,0,118087024,2088840,,30046376,29407644,28489640,30143364,,303056,759512,648684,377588
345,3,0,0,0,118004564,2075964,,30043992,29363800,28485236,30111536,,309936,688904,637880,439244
346,26,0,0,0,118092300,1995712,,29997452,29445788,28529236,30119824,,359668,594140,625748,416156
347,15,0,0,0,118077044,2293100,,30008340,29490756,28463364,30114584,,369672,646072,849284,428072
348,18,0,0,0,117913228,2146284,,30021672,29366440,28391664,30133452,,329936,668616,760300,387432
349,4,0,0,0,117865596,2163964,,30043452,29313764,28366400,30141980,,311780,722392,755652,374140
350,54,0,0,0,118043020,1836412,,30050108,29388252,28472300,30132360,,336804,582052,521384,396172
351,4,0,0,0,118009928,1792456,,30038780,29351616,28520608,30098924,,320500,557744,496404,417808
352,30,0,0,0,117964864,1892400,,30008508,29315184,28532648,30108524,,344308,615632,522440,410020
353,31,0,0,0,117732924,2106528,,30012604,29346684,28273688,30099948,,357624,565700,771824,411380
354,3,0,0,0,117835772,1897920,,29988124,29458376,28276380,30112892,,362716,441420,686360,407424
355,3,0,0,0,117862820,1927348,,30028732,29381896,28351980,30100212,,360264,508376,618984,439724
356,4,0,0,0,117823460,1958588,,30004520,29291988,28409312,30117640,,368952,631324,548624,409688
357,52,0,0,0,117831040,1936036,,30027296,29365788,28320448,30117508,,337684,548624,638088,411640
358,2,0,0,0,118018468,1726952,,30014100,29470280,28417972,30116116,,331776,427888,561952,405336
359,5,0,0,0,117925748,1793428,,30016040,29471436,28328224,30110048,,339500,407824,624380,421724
360,3,0,0,0,117750144,1977400,,30012376,29277796,28367860,30092112,,344904,611312,599328,421856
361,72,26,0,0,114171660,1639964,,30025524,25737724,28247000,30161412,,320468,280948,684324,354224
362,27,0,0,0,113683296,1842608,,30068624,25216440,28256752,30141480,,287184,461648,709012,384764
363,4,0,0,0,113601052,1886464,,30025808,25169588,28285616,30120040,,313732,501852,658560,412320
364,2,0,0,0,113516288,1928108,,30013644,25185192,28206792,30110660,,331516,448576,748488,399528
365,3,0,0,0,113585144,2092940,,30003500,25270420,28190364,30120860,,336260,589852,772132,394696
366,73,26,0,0,113661344,1926560,,30051472,25114856,28349416,30145600,,328348,600824,608680,388708
367,155,0,0,0,113605892,1768944,,30022648,25228892,28246400,30107952,,327992,401588,620216,419148
368,4,0,0,0,113729028,1657072,,30002500,25262756,28358772,30105000,,367320,324780,558872,406100
369,2,0,0,0,113646060,1799160,,29996420,25290812,28256540,30102288,,360216,341876,673088,423980
370,3,0,0,0,113635184,1754084,,29993708,25226772,28289968,30124736,,362832,361000,634304,395948
371,154,0,0,0,113746020,1809132,,30045516,25118260,28458520,30123724,,305044,658292,453296,392500
372,12,0,0,0,113530672,2075528,,30026512,25068516,28338952,30096692,,341852,690084,622768,420824
373,5,0,0,0,113442928,2136852,,29995708,25043020,28315292,30088908,,366532,760924,575592,433804
374,4,0,0,0,113528688,2009380,,29993028,25022736,28406436,30106488,,354312,720432,515288,419348
375,127,26,0,0,113956580,1523696,,30080608,25179088,28537868,30159016,,286584,549976,319184,367952
376,75,0,0,0,108788332,2267612,,30024076,25023408,23637628,30103220,,337916,532180,988620,408896
377,3,0,0,0,108816360,2659484,,30003556,25012664,23701976,30098164,,353252,862336,1028328,415568
378,2,0,0,0,108670880,3240620,,30008680,24929716,23630588,30101896,,336464,1004976,1501092,398088
379,2,0,0,0,108402232,3291004,,30019396,24808372,23457940,30116524,,333620,1054288,1498508,404588
380,113,26,0,0,108623576,2983676,,30071004,24904944,23479268,30168360,,272808,945656,1411120,354092
381,44,0,0,0,108736824,2960080,,30042420,25019304,23553092,30122008,,308988,863456,1399108,388528
382,2,0,0,0,108218372,3373200,,30019460,24796800,23298060,30104052,,334276,1015484,1605944,417496
383,3,0,0,0,108214276,3343372,,30007836,24849660,23258988,30097792,,333332,978680,1625592,405768
384,5,0,0,0,108150336,3421316,,30005808,24733352,23312764,30098412,,346204,1115160,1552624,407328
385,131,0,0,0,108569120,2960260,,30069364,24967832,23368512,30163412,,274348,851644,1482024,352244
386,50,0,0,0,108772228,3018376,,30061852,25076152,23508952,30125272,,259864,1013632,1367072,377808
387,2,0,0,0,108230352,3331972,,30047624,24785220,23290980,30106528,,311496,996644,1609840,413992
388,3,0,0,0,108337868,3220764,,30044260,24968924,23210228,30114456,,322048,822980,1668648,407088
389,4,0,0,0,108379472,3131024,,30056612,24903260,23282720,30136880,,288116,886360,1586988,369560
390,80,26,0,0,108645332,2845796,,30065152,24950424,23449268,30180488,,265380,861176,1385024,334216
391,49,0,0,0,108873884,2656280,,30053208,25082172,23575984,30162520,,306464,757148,1238532,354136
